id,enemy_placements_ordinal,character_id,name,category,kill_score,x,y,z
CrystalMines,72,CM_ElfGoon,Dredge,Enemy,1.0,36206.0,15040.0,-108.0
CrystalMines,73,CM_ElfGoon,Dredge,Enemy,1.0,59978.0,17068.0,-2298.0
CrystalMines,74,CM_ElfGoon,Dredge,Enemy,1.0,75078.0,5679.0,-3291.0
CrystalMines,75,CM_ElfGoon,Dredge,Enemy,1.0,68159.0,12951.0,-3174.0
CrystalMines,76,CM_ElfGoon,Dredge,Enemy,1.0,68511.0,12781.0,-3174.0
CrystalMines,77,CM_ElfGoon,Dredge,Enemy,1.0,68721.0,12036.0,-3174.0
CrystalMines,78,CM_ElfGoon,Dredge,Enemy,1.0,60912.0,6742.0,-2479.0
CrystalMines,79,CM_ElfGoon,Dredge,Enemy,1.0,75910.0,5763.0,-3275.0
CrystalMines,80,CM_ElfGoon,Dredge,Enemy,1.0,74517.0,3403.0,-3012.0
CrystalMines,81,CM_ElfGoon,Dredge,Enemy,1.0,73640.0,2983.0,-3002.0
CrystalMines,82,CM_ElfGoon,Dredge,Enemy,1.0,68686.0,11656.0,-3174.0
CrystalMines,83,CM_ElfGoon,Dredge,Enemy,1.0,67722.0,12967.0,-3153.0
CrystalMines,84,CM_ElfGoon,Dredge,Enemy,1.0,68281.0,12518.0,-3153.0
CrystalMines,85,CM_ElfGoon,Dredge,Enemy,1.0,28519.0,25494.0,1009.0
CrystalMines,86,CM_ElfGoon,Dredge,Enemy,1.0,60576.0,5708.0,-2505.0
CrystalMines,87,CM_ElfGoon,Dredge,Enemy,1.0,28717.0,25569.0,929.0
CrystalMines,88,CM_ElfGoon,Dredge,Enemy,1.0,60492.0,12541.0,-1767.0
CrystalMines,89,CM_ElfGoon,Dredge,Enemy,1.0,60529.0,12238.0,-1770.0
CrystalMines,90,CM_ElfGoon,Dredge,Enemy,1.0,65758.0,18972.0,-2939.0
CrystalMines,91,CM_ElfGoon,Dredge,Enemy,1.0,68761.0,16848.0,-2521.0
CrystalMines,92,CM_ElfGoon,Dredge,Enemy,1.0,74215.0,3438.0,-3002.0
CrystalMines,93,CM_ElfGoon,Dredge,Enemy,1.0,68349.0,12169.0,-3153.0
CrystalMines,94,CM_ElfGoon,Dredge,Enemy,1.0,65505.0,17119.0,-2779.0
CrystalMines,95,CM_ElfGoon,Dredge,Enemy,1.0,65596.0,17387.0,-2779.0
CrystalMines,96,CM_ElfGoon,Dredge,Enemy,1.0,65946.0,18847.0,-2939.0
CrystalMines,97,CM_ElfGoon,Dredge,Enemy,1.0,67948.0,14277.0,-2455.0
CrystalMines,98,CM_ElfGoon,Dredge,Enemy,1.0,68199.0,14237.0,-2455.0
CrystalMines,99,CM_ElfGoon,Dredge,Enemy,1.0,65146.0,19103.0,-2939.0
CrystalMines,100,CM_ElfGoon,Dredge,Enemy,1.0,65357.0,19059.0,-2939.0
CrystalMines,101,CM_ElfGoon,Dredge,Enemy,1.0,68959.0,16727.0,-2455.0
CrystalMines,102,CM_ElfGoon,Dredge,Enemy,1.0,65529.0,19182.0,-2939.0
CrystalMines,103,CM_ElfGoon,Dredge,Enemy,1.0,60626.0,5968.0,-2505.0
CrystalMines,104,CM_ElfGoon,Dredge,Enemy,1.0,76664.0,8888.0,-3104.0
CrystalMines,105,CM_ElfGoon,Dredge,Enemy,1.0,68700.0,17091.0,-2547.0
CrystalMines,106,CM_ElfGoon,Dredge,Enemy,1.0,25870.0,21820.0,1356.0
CrystalMines,107,CM_ElfGoon,Dredge,Enemy,1.0,26350.0,21880.0,1356.0
CrystalMines,108,CM_ElfGoon,Dredge,Enemy,1.0,26120.0,21700.0,1356.0
CrystalMines,109,CM_ElfGoon,Dredge,Enemy,1.0,35619.0,16321.0,48.0
CrystalMines,110,CM_ElfGoon,Dredge,Enemy,1.0,61162.0,6832.0,-2479.0
CrystalMines,111,CM_ElfGoon,Dredge,Enemy,1.0,35094.0,16152.0,9.0
CrystalMines,112,CM_ElfGoon,Dredge,Enemy,1.0,30198.0,28700.0,883.0
CrystalMines,113,CM_ElfGoon,Dredge,Enemy,1.0,29968.0,28550.0,883.0
CrystalMines,114,CM_ElfGoon,Dredge,Enemy,1.0,31061.0,26278.0,779.0
CrystalMines,115,CM_ElfGoon,Dredge,Enemy,1.0,31321.0,26338.0,779.0
CrystalMines,116,CM_ElfGoon,Dredge,Enemy,1.0,28470.0,25739.0,936.0
CrystalMines,117,CM_ElfGoon,Dredge,Enemy,1.0,28578.0,27450.0,920.0
CrystalMines,118,CM_ElfGoon,Dredge,Enemy,1.0,28638.0,27630.0,920.0
CrystalMines,119,CM_ElfGoon,Dredge,Enemy,1.0,76012.0,5997.0,-3291.0
CrystalMines,120,CM_ElfGoon,Dredge,Enemy,1.0,60248.0,17345.0,-2228.0
CrystalMines,121,CM_ElfGoon,Dredge,Enemy,1.0,36275.0,15587.0,-33.0
CrystalMines,122,CM_ElfGoon,Dredge,Enemy,1.0,75184.0,5518.0,-3291.0
CrystalMines,123,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,68762.0,17349.0,-2494.0
CrystalMines,124,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,72746.0,5918.0,-3100.0
CrystalMines,125,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,70927.0,4587.0,-2952.0
CrystalMines,126,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,65493.0,14362.0,-2780.0
CrystalMines,127,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,64953.0,12452.0,-2608.0
CrystalMines,128,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,28860.0,27450.0,970.0
CrystalMines,129,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,71046.0,11670.0,-2635.0
CrystalMines,130,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,66033.0,14742.0,-2780.0
CrystalMines,131,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,74980.0,7648.0,-3139.0
CrystalMines,132,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,68852.0,14649.0,-2333.0
CrystalMines,133,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,73667.0,5385.0,-3134.0
CrystalMines,134,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,76538.0,8585.0,-3066.0
CrystalMines,135,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,29550.0,28640.0,996.0
CrystalMines,136,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,78582.0,11004.0,-3011.0
CrystalMines,137,CM_ElfLookout,Nezari Bolter,Elite,2.0,34661.0,16853.0,-100.0
CrystalMines,138,CM_ElfLookout,Nezari Bolter,Elite,2.0,35170.0,16487.0,128.0
CrystalMines,139,CM_ElfLookout,Nezari Bolter,Elite,2.0,35342.0,16553.0,141.0
CrystalMines,140,CM_ElfLookout,Nezari Bolter,Elite,2.0,67421.0,15257.0,-2551.0
CrystalMines,141,CM_ElfLookout,Nezari Bolter,Elite,2.0,75352.0,9706.0,-3166.0
CrystalMines,142,CM_ElfLookout,Nezari Bolter,Elite,2.0,33985.0,25574.0,564.0
CrystalMines,143,CM_ElfLookout,Nezari Bolter,Elite,2.0,34223.0,25757.0,568.0
CrystalMines,144,CM_ElfLookout,Nezari Bolter,Elite,2.0,58970.0,6820.0,-2405.0
CrystalMines,145,CM_ElfLookout,Nezari Bolter,Elite,2.0,31550.0,26253.0,829.0
CrystalMines,146,CM_ElfLookout,Nezari Bolter,Elite,2.0,30920.0,26053.0,829.0
CrystalMines,147,CM_ElfLookout,Nezari Bolter,Elite,2.0,32720.0,28643.0,919.0
CrystalMines,148,CM_ElfLookout,Nezari Bolter,Elite,2.0,60653.0,12600.0,-1718.0
CrystalMines,149,CM_ElfLookout,Nezari Bolter,Elite,2.0,67574.0,14999.0,-2571.0
CrystalMines,150,CM_ElfLookout,Nezari Bolter,Elite,2.0,65821.0,14398.0,-2743.0
CrystalMines,151,CM_ElfLookout,Nezari Bolter,Elite,2.0,68760.0,3696.0,-2727.0
CrystalMines,152,CM_ElfLookout,Nezari Bolter,Elite,2.0,65281.0,12488.0,-2608.0
CrystalMines,153,CM_ElfLookout,Nezari Bolter,Elite,2.0,66591.0,11688.0,-3129.0
CrystalMines,154,CM_ElfLookout,Nezari Bolter,Elite,2.0,67001.0,11638.0,-3129.0
CrystalMines,155,CM_ElfLookout,Nezari Bolter,Elite,2.0,75226.0,10043.0,-3150.0
CrystalMines,156,CM_ElfLookout,Nezari Bolter,Elite,2.0,74231.0,10818.0,-2980.0
CrystalMines,157,CM_ElfLookout,Nezari Bolter,Elite,2.0,78378.0,11579.0,-3004.0
CrystalMines,158,CM_ElfLookout,Nezari Bolter,Elite,2.0,68760.0,2866.0,-2727.0
CrystalMines,159,CM_ElfLookout,Nezari Bolter,Elite,2.0,24720.0,19410.0,1956.0
CrystalMines,160,CM_ElfLookout,Nezari Bolter,Elite,2.0,58880.0,7230.0,-2405.0
CrystalMines,161,CM_ElfLookout,Nezari Bolter,Elite,2.0,27414.0,19996.0,1235.0
CrystalMines,162,CM_ElfLookout,Nezari Bolter,Elite,2.0,27674.0,20391.0,1232.0
CrystalMines,163,CM_ElfLookout,Nezari Bolter,Elite,2.0,27684.0,19668.0,1221.0
CrystalMines,164,CM_ElfTaskmaster,Task Master,Elite,4.0,59750.0,15346.0,-1794.0
CrystalMines,165,CM_ElfTaskmaster,Task Master,Elite,4.0,59060.0,15136.0,-1794.0
CrystalMines,166,CM_ElfTaskmaster,Task Master,Elite,4.0,63117.0,9542.0,-1794.0
CrystalMines,167,CM_ElfTaskmaster,Task Master,Elite,4.0,63430.0,10086.0,-1794.0
CrystalMines,168,CM_ElfTaskmaster,Task Master,Elite,4.0,70700.0,11640.0,-2641.0
CrystalMines,169,CM_ElfTaskmaster,Task Master,Elite,4.0,78225.0,11737.0,-3063.0
CrystalMines,170,CM_ElfTaskmaster,Task Master,Elite,4.0,66036.0,19081.0,-2929.0
CrystalMines,171,CM_ElfTaskmaster,Task Master,Elite,4.0,68612.0,12351.0,-3139.0
CrystalMines,172,CM_ElfTaskmaster,Task Master,Elite,4.0,76173.0,6213.0,-3309.0
CrystalMines,173,CM_ElfTaskmaster,Task Master,Elite,4.0,72960.0,2614.0,-3043.0
CrystalMines,174,CM_ElfTaskmaster,Task Master,Elite,4.0,69325.0,15188.0,-2445.0
CrystalMines,175,CM_ElfTaskmaster,Task Master,Elite,4.0,59920.0,17526.0,-2273.0
CrystalMines,176,CM_ElfTaskmaster,Task Master,Elite,4.0,65346.0,12128.0,-2648.0
CrystalMines,177,CM_ElfTaskmaster,Task Master,Elite,4.0,68928.0,17053.0,-2471.0
CrystalMines,178,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,30700.0,15137.0,121.0
CrystalMines,179,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,30770.0,14917.0,121.0
CrystalMines,180,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,32010.0,13857.0,19.0
CrystalMines,181,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,31880.0,14047.0,19.0
CrystalMines,182,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,33900.0,18257.0,367.0
CrystalMines,183,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,33680.0,18327.0,367.0
CrystalMines,184,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,29890.0,29027.0,820.0
CrystalMines,185,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,23470.0,17687.0,1876.0
CrystalMines,186,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,23840.0,17637.0,1853.0
CrystalMines,187,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,22065.0,20165.0,1960.0
CrystalMines,188,CM_ImpatientBrawler,Impatient Brawler,Enemy,1.0,22465.0,20035.0,1953.0
CrystalMines,189,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,103178.0,16407.0,-6819.0
CrystalMines,190,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,95738.0,18837.0,-4249.0
CrystalMines,191,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,102708.0,16257.0,-6819.0
CrystalMines,192,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,98288.0,12317.0,-5390.0
CrystalMines,193,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,102768.0,16717.0,-6819.0
CrystalMines,194,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,104644.0,11830.0,-6793.0
CrystalMines,195,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,96564.0,8980.0,-5378.0
CrystalMines,196,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,93690.0,11080.0,-5220.0
CrystalMines,197,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,93860.0,10837.0,-5220.0
CrystalMines,198,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,94134.0,10890.0,-5183.0
CrystalMines,199,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,97614.0,13850.0,-5378.0
CrystalMines,200,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,97114.0,13670.0,-5218.0
CrystalMines,201,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,98554.0,17230.0,-5587.0
CrystalMines,202,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,98814.0,16750.0,-5587.0
CrystalMines,203,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,99274.0,16910.0,-5587.0
CrystalMines,204,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,105394.0,11560.0,-6797.0
CrystalMines,205,CM_RubiliteFocus,Rubilite Focus,Enemy,1.0,105894.0,18400.0,-6797.0
CrystalMines,206,,Rubilite Triggerstone,,,0.0,0.0,0.0
CrystalMines,207,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,20695.0,15955.0,2375.0
CrystalMines,208,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,23955.0,17295.0,1874.0
CrystalMines,209,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,23615.0,17135.0,1874.0
CrystalMines,210,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,29157.0,17194.0,648.0
CrystalMines,211,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,28395.0,25166.0,992.0
CrystalMines,212,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,31685.0,17135.0,367.0
CrystalMines,213,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,31845.0,17415.0,367.0
CrystalMines,214,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,33663.0,17777.0,367.0
CrystalMines,215,VV_BlackburnSlaver,Bleakfrost Slaver,Enemy,3.0,33975.0,17695.0,367.0
DemonicRitual,0,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-10694.0,358.0,-2343.0
DemonicRitual,1,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-6950.0,-9460.0,-2001.0
DemonicRitual,2,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-11940.0,-5720.0,-2336.0
DemonicRitual,3,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-12040.0,-5360.0,-2336.0
DemonicRitual,4,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-11083.0,351.0,-2343.0
DemonicRitual,5,DR_BloodfangMauler,Bloodfang,Enemy,3.0,-10884.0,29.0,-2335.0
DemonicRitual,6,DR_BloodfangMauler,Bloodfang,Enemy,3.0,1121.0,-4909.0,-927.0
DemonicRitual,7,DR_CultistCaster,Profane Invoker,Enemy,3.0,520.0,-2700.0,-840.0
DemonicRitual,8,DR_CultistCaster,Profane Invoker,Enemy,3.0,3465.0,289.0,-1020.0
DemonicRitual,9,DR_CultistCaster,Profane Invoker,Enemy,3.0,16578.0,-6566.0,-5427.0
DemonicRitual,10,DR_CultistCaster,Profane Invoker,Enemy,3.0,17041.0,-2679.0,-6537.0
DemonicRitual,11,DR_CultistCaster,Profane Invoker,Enemy,3.0,10501.0,15421.0,-6847.0
DemonicRitual,12,DR_CultistCaster,Profane Invoker,Enemy,3.0,1105.0,-331.0,-1020.0
DemonicRitual,13,DR_CultistCaster,Profane Invoker,Enemy,3.0,10731.0,1141.0,-840.0
DemonicRitual,14,DR_CultistCaster,Profane Invoker,Enemy,3.0,9630.0,-9961.0,-790.0
DemonicRitual,15,DR_CultistCaster,Profane Invoker,Enemy,3.0,13337.0,-3135.0,291.0
DemonicRitual,16,DR_CultistCaster,Profane Invoker,Enemy,3.0,13337.0,-2045.0,291.0
DemonicRitual,17,DR_CultistCaster,Profane Invoker,Enemy,3.0,24381.0,-2689.0,-3740.0
DemonicRitual,18,DR_CultistCaster,Profane Invoker,Enemy,3.0,0.0,0.0,77.0
DemonicRitual,19,DR_CultistCaster,Profane Invoker,Enemy,3.0,9630.0,-10701.0,-800.0
DemonicRitual,20,DR_CultistCaster,Profane Invoker,Enemy,3.0,0.0,0.0,77.0
DemonicRitual,21,DR_CultistCaster,Profane Invoker,Enemy,3.0,0.0,0.0,77.0
DemonicRitual,22,DR_CultistCaster,Profane Invoker,Enemy,3.0,22380.0,23863.0,-9648.0
DemonicRitual,23,DR_CultistCaster,Profane Invoker,Enemy,3.0,22130.0,24293.0,-9648.0
DemonicRitual,24,DR_CultistCaster,Profane Invoker,Enemy,3.0,17022.0,-6956.0,-5427.0
DemonicRitual,25,DR_CultistMajorCaster,Hellcaller,Elite,4.0,-3742.0,2282.0,-2054.0
DemonicRitual,26,DR_CultistMajorCaster,Hellcaller,Elite,4.0,21880.0,15927.0,-8673.0
DemonicRitual,27,DR_CultistMajorCaster,Hellcaller,Elite,4.0,17140.0,14527.0,-8633.0
DemonicRitual,28,DR_CultistMajorCaster,Hellcaller,Elite,4.0,17890.0,14867.0,-8643.0
DemonicRitual,29,DR_CultistMajorCaster,Hellcaller,Elite,4.0,5528.0,-2656.0,-734.0
DemonicRitual,30,DR_CultistMajorCaster,Hellcaller,Elite,4.0,17229.0,913.0,-5400.0
DemonicRitual,31,DR_CultistMajorCaster,Hellcaller,Elite,4.0,-13367.0,-2606.0,-2364.0
DemonicRitual,32,DR_CultistMajorCaster,Hellcaller,Elite,4.0,-7626.0,14099.0,2080.0
DemonicRitual,33,DR_CultistMajorCaster,Hellcaller,Elite,4.0,-3995.0,-7207.0,-2044.0
DemonicRitual,34,DR_CultistMajorCaster,Hellcaller,Elite,4.0,16640.0,-6890.0,-5330.0
DemonicRitual,35,DR_CultistMajorCaster,Hellcaller,Elite,4.0,10006.0,-10386.0,-764.0
DemonicRitual,36,DR_CultistSickle,Sickle,Enemy,1.0,10225.0,-13738.0,188.0
DemonicRitual,37,DR_CultistSickle,Sickle,Enemy,1.0,-7576.0,14669.0,2008.0
DemonicRitual,38,DR_CultistSickle,Sickle,Enemy,1.0,305.0,-2875.0,-840.0
DemonicRitual,39,DR_CultistSickle,Sickle,Enemy,1.0,-4206.0,-7549.0,-2045.0
DemonicRitual,40,DR_CultistSickle,Sickle,Enemy,1.0,-4217.0,-6903.0,-2055.0
DemonicRitual,41,DR_CultistSickle,Sickle,Enemy,1.0,-3983.0,-6807.0,-2055.0
DemonicRitual,42,DR_CultistSickle,Sickle,Enemy,1.0,0.0,0.0,77.0
DemonicRitual,43,DR_CultistSickle,Sickle,Enemy,1.0,305.0,-2525.0,-840.0
DemonicRitual,44,DR_CultistSickle,Sickle,Enemy,1.0,-4195.0,-7810.0,-2035.0
DemonicRitual,45,DR_CultistSickle,Sickle,Enemy,1.0,-11710.0,-5160.0,-2382.0
DemonicRitual,46,DR_CultistSickle,Sickle,Enemy,1.0,-4199.0,-6677.0,-2055.0
DemonicRitual,47,DR_CultistSickle,Sickle,Enemy,1.0,-11416.0,-5697.0,-2347.0
DemonicRitual,48,DR_CultistSickle,Sickle,Enemy,1.0,-10163.0,2884.0,-2034.0
DemonicRitual,49,DR_CultistSickle,Sickle,Enemy,1.0,-7521.0,14963.0,2008.0
DemonicRitual,50,DR_CultistSickle,Sickle,Enemy,1.0,3275.0,-5780.0,-990.0
DemonicRitual,51,DR_CultistSickle,Sickle,Enemy,1.0,1185.0,-5330.0,-990.0
