name,definitions_ordinal,calculation_modifiers_ordinal,ordinal,aggregator_kind,captured_attribute,captured_source_or_target,captured_snapshot,transient_identifier,operation,magnitude_kind,magnitude_backing_attribute,magnitude_backing_source_or_target,magnitude_backing_snapshot,magnitude_attribute_curve_table,magnitude_attribute_curve_row,magnitude_attribute_calculation_type,magnitude_final_channel,magnitude_calculation_class,magnitude_final_lookup_curve_table,magnitude_final_lookup_curve_row,magnitude_data_name,magnitude_data_tag,evaluation_channel,source_query_token_stream_version,source_query_token_stream,source_query_user_description,source_query_auto_description,target_query_token_stream_version,target_query_token_stream,target_query_user_description,target_query_auto_description
CRAgilityDamageCalculation,6,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScaleTargetCount,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,6,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,6,3,3,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,7,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,7,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,7,2,2,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,8,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,9,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,9,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,9,2,2,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,9,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_Bowguy_Talent_ChanneledMultiProjectileDebuff_IncomingDamage_Scale,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,9,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,10,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,10,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,10,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,10,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,11,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,12,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,13,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,13,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,14,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,14,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,15,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,15,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,15,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScaleTargetCount,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,4,4,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_Mara_Talent_AoeAttackSpender_IncreasedDamageWhenBleed_DamageCalculation,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,6,6,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,16,7,7,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,17,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,18,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,2,2,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.Talent.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,19,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,20,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,20,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,20,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,20,3,3,captured_attribute,Agility,Source,true,,AddFinal,set_by_caller,,,,,,,,,,,,SetByCaller.Talent.Damage,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,21,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,21,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,21,2,2,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,22,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,22,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,22,2,2,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,23,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,23,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,4,4,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale3,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,6,6,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale4,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,7,7,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,24,8,8,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,25,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,25,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,25,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,26,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,26,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,27,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,27,1,1,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,27,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,28,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,29,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,29,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScaleTargetCount,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,29,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,29,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,30,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,30,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Haste,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,3,3,captured_attribute,DamageScale,Source,true,,Multiplicitive,custom_calculation,,,,,,,,GMMC_Meiko_Talent_ChanneledHeavyDamage_IncreasedDamageHealthThreshold,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,4,4,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,5,5,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,6,6,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,31,7,7,captured_attribute,CritChance,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,3,3,captured_attribute,DamageScale,Source,true,,Multiplicitive,custom_calculation,,,,,,,,GMMC_Meiko_Talent_ChanneledHeavyDamage_IncreasedDamageHealthThreshold,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,4,4,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,5,5,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,6,6,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,7,7,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,32,8,8,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScaleTargetCount,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,33,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,6,6,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,34,7,7,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,35,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,35,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,35,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,35,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,36,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,36,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,36,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,36,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.Damage,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,3,3,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,6,6,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,7,7,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,37,8,8,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,38,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,38,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,39,0,0,captured_attribute,Agility,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,39,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,39,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,39,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRAgilityDamageCalculation,39,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
