id,effects_ordinal,ordinal,value
GA_Lisa_SingleTargetrRemovalSpender_C,0,0,Cooldown.Global
GA_Lisa_TargetedAoeSilence_C,0,0,CharacterStatus.Silenced
GA_Lisa_TargetedAoeSilence_C,1,0,Status.Silenced
GA_Lisa_TargetedAoeSilence_C,1,1,CharacterStatus.Silenced
GA_Lisa_TargetedAoeSilence_C,2,0,Cooldown.Global
GA_Lisa_TargetedAoeSilence_C,6,0,CharacterStatus.Silenced
GA_Lisa_TargetedAoeSilence_C,8,0,Status.Silenced
GA_Lisa_TargetedAoeSilence_C,8,1,CharacterStatus.Silenced
GA_Mara_BleedAttackSpender_C,0,0,CustomGrantedTags.Mara.BleedAttackSpender.Bleed
GA_Mara_BleedAttackSpender_C,3,0,CustomGrantedTags.Mara.BleedAttackSpender.Bleed
GA_Mara_ChargedDoubleAttackBuilder_C,2,0,CustomGrantedTags.Mara.ChargedDoubleAttackBuilder.Poison.ActiveTarget
GA_Mara_ChargedDoubleAttackBuilder_C,3,0,CustomGrantedTags.Mara.ChargedDoubleAttackBuilder.Poison.Buff
GA_Mara_CopyCharacterDamage_C,0,0,CustomGrantedTags.Mara.CopyCharacterDamage
GA_Mara_CopyCharacterDamage_C,4,0,CustomGrantedTags.Mara.CopyCharacterDamage
GA_Mara_MeleeInterrupt_C,2,0,Status.Silenced
GA_Mara_MeleeInterrupt_C,2,1,CharacterStatus.Silenced
GA_Mara_Stealth_C,0,0,CustomGrantedTags.Mara.Stealth
GA_Mara_Stealth_C,3,0,CustomGrantedTags.Mara.Stealth
GA_Mara_StunSpender_C,0,0,CharacterStatus.IgnoreActionInput
GA_Mara_StunSpender_C,0,1,CharacterStatus.IgnoreMoveInput
GA_Mara_StunSpender_C,0,2,CharacterStatus.Immobilized
GA_Mara_StunSpender_C,0,3,CharacterStatus.IgnoreRotationInput
GA_Mara_StunSpender_C,0,4,CharacterStatus.BlockAllSkills
GA_Mara_StunSpender_C,3,0,CharacterStatus.IgnoreActionInput
GA_Mara_StunSpender_C,3,1,CharacterStatus.IgnoreMoveInput
GA_Mara_StunSpender_C,3,2,CharacterStatus.Immobilized
GA_Mara_StunSpender_C,3,3,CharacterStatus.IgnoreRotationInput
GA_Mara_StunSpender_C,3,4,CharacterStatus.BlockAllSkills
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,0,0,CustomGrantedTags.Mara.CopyCharacterDamage
GA_Meiko_ChanneledHeavyDamage_C,1,0,CustomGrantedTags.Meiko.MeleeDamageLowHealthSelfBuff
GA_Meiko_DamageSoakBuff_C,0,0,CustomGrantedTags.Meiko.DamageSoakBuff
GA_Meiko_DamageSoakBuff_C,2,0,CustomGrantedTags.Meiko.DamageSoakBuff
GA_Meiko_DamageSoakBuff_C,4,0,CustomGrantedTags.Meiko.DamageSoakBuff.StoneInvinsibilityBuff
GA_Meiko_FrontalAoeDebuff_C,0,0,CharacterStatus.IgnoreActionInput
GA_Meiko_FrontalAoeDebuff_C,0,1,CharacterStatus.IgnoreMoveInput
GA_Meiko_FrontalAoeDebuff_C,0,2,CharacterStatus.BlockAllSkills
GA_Meiko_FrontalAoeDebuff_C,0,3,CharacterStatus.IgnoreRotationInput
GA_Meiko_FrontalAoeDebuff_C,3,0,CharacterStatus.IgnoreActionInput
GA_Meiko_FrontalAoeDebuff_C,3,1,CharacterStatus.IgnoreMoveInput
GA_Meiko_FrontalAoeDebuff_C,3,2,CharacterStatus.BlockAllSkills
GA_Meiko_FrontalAoeDebuff_C,3,3,CharacterStatus.IgnoreRotationInput
GA_Meiko_HighDamageCleave_C,0,0,CustomGrantedTags.Meiko.MeleeDamageSelfBuff
GA_Meiko_InstantSelfDefensive_C,0,0,CustomGrantedTags.Meiko.DamageSoakBuff.StoneInvinsibilityBuff
GA_Meiko_MeleeDamageImmediateSelfBuff_C,0,0,CustomGrantedTags.Meiko.MeleeDamageImmediateSelfBuff
GA_Meiko_MeleeDamageImmediateSelfBuff_C,2,0,CustomGrantedTags.Meiko.MeleeDamageImmediateSelfBuff
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,0,0,CustomGrantedTags.Meiko.MeleeDamageLowHealthSelfBuff
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,2,0,CustomGrantedTags.Meiko.MeleeDamageLowHealthSelfBuff
GA_Meiko_MeleeDamageSelfBuff_C,0,0,CustomGrantedTags.Meiko.MeleeDamageSelfBuff
GA_Meiko_MeleeDamageSelfBuff_C,2,0,CustomGrantedTags.Meiko.MeleeDamageSelfBuff
GA_Meiko_MeleeInterrupt,2,0,Status.Silenced
GA_Meiko_MeleeInterrupt,2,1,CharacterStatus.Silenced
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,1,0,CustomGrantedTags.Meiko.DamageSoakBuff
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,2,0,CustomGrantedTags.Meiko.DamageSoakBuff
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,4,0,CustomGrantedTags.Meiko.DamageSoakBuff.StoneInvinsibilityBuff
GA_Meiko_TauntTotem,0,0,CharacterContext.HasActiveThreatProxy
GA_Meiko_TauntTotem,3,0,CharacterContext.HasActiveThreatProxy
GA_Mosse_BlueButterfly_Recall,0,0,CustomGrantedTags.Mosse.BlueButterfly.SelfBuff
GA_Mosse_BlueButterfly_Recall,1,0,Cooldown.Global
GA_Mosse_BlueButterfly_Recall,4,0,CustomGrantedTags.Mosse.BlueButterfly.SelfBuff
GA_Mosse_BlueButterfly_Recall,5,0,CustomGrantedTags.Mosse.BlueButterfly.TargetBuff
GA_Mosse_BlueButterfly_SendOut,0,0,CustomGrantedTags.Mosse.BlueButterfly.TargetBuff
GA_Mosse_BlueButterfly_SendOut,1,0,Cooldown.Global
GA_Mosse_BlueButterfly_SendOut,5,0,CustomGrantedTags.Mosse.BlueButterfly.SelfBuff
GA_Mosse_BlueButterfly_SendOut,6,0,CustomGrantedTags.Mosse.BlueButterfly.TargetBuff
GA_Mosse_CastedSingleTargetProjectile_C,0,0,Cooldown.Global
GA_Mosse_DurationalAoeHealPlacement_C,1,0,Cooldown.Global
GA_Mosse_ExplosiveMinion_C,0,0,Cooldown.Global
GA_Mosse_HealingAoeTotem,0,0,Cooldown.Global
GA_Mosse_PinkButterfly_Double,1,0,Cooldown.Global
GA_Mosse_PinkButterfly_Simple,1,0,Cooldown.Global
GA_Mosse_PlacedAoeBuff,0,0,Cooldown.Global
GA_Mosse_ProjectileTurrets,0,0,Cooldown.Global
GA_Mosse_SharedHealthBuff_C,0,0,CustomGrantedTags.Mosse.SharedHealthBuff.Buff
GA_Mosse_SharedHealthBuff_C,1,0,Cooldown.Global
GA_Mosse_SharedHealthBuff_C,4,0,CustomGrantedTags.Mosse.SharedHealthBuff.Buff
GA_Mosse_SingleTargetDispel_C,0,0,Cooldown.Global
GA_Rime_AutoProjectileOnResourceGainBuff,0,0,CustomGrantedTags.Rime.AutoProjectileOnResourceGainBuff
GA_Rime_AutoProjectileOnResourceGainBuff,2,0,CustomGrantedTags.Rime.AutoProjectileOnResourceGainBuff
GA_Rime_CastedDebuffAoeDamage,1,0,Cooldown.Global
GA_Rime_CastedProjectileDamageFiller,0,0,Cooldown.Global
GA_Rime_CastedProjectileDamageOrbSpender,1,0,Cooldown.Global
GA_Rime_ChanneledBeamSingleDamage,1,0,Cooldown.Global
GA_Rime_DamageAsAoeHealingBuff,1,0,CustomGrantedTags.Rime.DamageAsAoeHealingBuff.SpiritBuff
GA_Rime_DamageAsAoeHealingBuff,5,0,CustomGrantedTags.Rime.DamageAsAoeHealingBuff.SpiritBuff
GA_Rime_FullResourcesSelfBuff,0,0,CustomGrantedTags.Rime.FullResourcesSelfBuff.BuffActive
GA_Rime_FullResourcesSelfBuff,3,0,CustomGrantedTags.Rime.FullResourcesSelfBuff.BuffActive
GA_Rime_InstantSingleDamage,1,0,Cooldown.Global
GA_Rime_InstantSingleDamage,4,0,CustomGrantedTags.Rime.Talent.InstantSingleDamage.FreeCast.Proc
GA_Rime_InstantSingleInterrupt_C,2,0,Status.Silenced
GA_Rime_InstantSingleInterrupt_C,2,1,CharacterStatus.Silenced
GA_Rime_OnTargetPulsatingAoe_C,0,0,Cooldown.Global
GA_Rime_SelfDefenceBuff_C,0,0,CustomGrantedTags.Rime.SelfDefenceBuff
GA_Rime_SelfDefenceBuff_C,3,0,CustomGrantedTags.Rime.SelfDefenceBuff
GA_Rime_Talent_SpendersSwap_MultiTargets,0,0,Cooldown.Global
GA_Rime_Talent_SpendersSwap_SingleTarget,0,0,Cooldown.Global
GA_Rime_TargetedPeriodicProjectileAoe,0,0,CustomGrantedTags.Rime.Talent.ChanneledBeamSingleDamage.BoostByCritProc.Proc
GA_Rime_TargetedPeriodicProjectileAoe,2,0,Cooldown.Global
GA_Sune_AoeMelee,0,0,Cooldown.Global
GA_Sune_BuffedTargetedCastedHealOrDamage,0,0,CustomGrantedTags.BuffedTargetedCastedHealOrDamage.Buff
GA_Sune_BuffedTargetedCastedHealOrDamage,2,0,CustomGrantedTags.BuffedTargetedCastedHealOrDamage.Buff
GA_Sune_CastedSingleTargetHeal,0,0,Cooldown.Global
GA_Sune_DamageTransferAura,0,0,CustomGrantedTags.Sune.DamageTransferAura.SelfBuff
GA_Sune_DamageTransferAura,6,0,CustomGrantedTags.Sune.DamageTransferAura.SelfBuff
GA_Sune_DroppedPulseAoe,0,0,CustomGrantedTags.Sune.DroppedPulseAoe.InAoe
GA_Sune_DroppedPulseAoe,6,0,CustomGrantedTags.Sune.DroppedPulseAoe.InAoe
GA_Sune_InstantCleaveMelee,0,0,Cooldown.Global
GA_Sune_InstantConeStunAndPull,0,0,CharacterStatus.IgnoreActionInput
GA_Sune_InstantConeStunAndPull,0,1,CharacterStatus.IgnoreMoveInput
GA_Sune_InstantConeStunAndPull,0,2,CharacterStatus.BlockAllSkills
GA_Sune_InstantConeStunAndPull,0,3,CharacterStatus.IgnoreRotationInput
GA_Sune_InstantConeStunAndPull,3,0,CharacterStatus.IgnoreActionInput
GA_Sune_InstantConeStunAndPull,3,1,CharacterStatus.IgnoreMoveInput
GA_Sune_InstantConeStunAndPull,3,2,CharacterStatus.BlockAllSkills
GA_Sune_InstantConeStunAndPull,3,3,CharacterStatus.IgnoreRotationInput
GA_Sune_InstantSingleTargetHealOrDamage,2,0,Cooldown.Global
GA_Sune_SingleTargetFillerMelee,1,0,Cooldown.Global
GA_Sune_SingleTargetInterrupt,2,0,Status.Silenced
GA_Sune_SingleTargetInterrupt,2,1,CharacterStatus.Silenced
GA_Sune_TargetedCastedHealOrDamage,0,0,Cooldown.Global
GA_Vigor_CastedSingleTargetDamage_C,0,0,Cooldown.Global
GA_Vigor_CastedSingleTargetHeal_C,0,0,Cooldown.Global
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,0,AbilityProcced.Vigor.SingleHealAndInstantAoeHealBonusProc
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,1,AbilityProcced.Vigor.InstantFrontalConeDamageHealBonusProc
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,2,EffectStatus.Vigor.PartyHealAndSelfBuff
GA_Vigor_InstantAoeHeal_C,1,0,Cooldown.Global
GA_Vigor_InstantFrontalConeDamageHeal_C,0,0,CustomGrantedTags.Vigor.Talent.InstantFrontalConeDamageHeal.DotProc
GA_Vigor_InstantFrontalConeDamageHeal_C,1,0,Cooldown.Global
GA_Vigor_InstantResourceGain,1,0,CustomGrantedTags.Vigor.InstantResourceGainBuff
GA_Vigor_InstantResourceGain,6,0,CustomGrantedTags.Vigor.InstantResourceGainBuff
GA_Vigor_PartyHealAndSelfBuff_C,0,0,AbilityProcced.Vigor.SingleHealAndInstantAoeHealBonusProc
GA_Vigor_PartyHealAndSelfBuff_C,0,1,AbilityProcced.Vigor.InstantFrontalConeDamageHealBonusProc
GA_Vigor_PartyHealAndSelfBuff_C,0,2,EffectStatus.Vigor.PartyHealAndSelfBuff
GA_Vigor_PartyHealAndSelfBuff_C,1,0,Cooldown.Global
GA_Vigor_PartyHealAndSelfBuff_C,5,0,AbilityProcced.Vigor.SingleHealAndInstantAoeHealBonusProc
GA_Vigor_PartyHealAndSelfBuff_C,5,1,AbilityProcced.Vigor.InstantFrontalConeDamageHealBonusProc
GA_Vigor_PartyHealAndSelfBuff_C,5,2,EffectStatus.Vigor.PartyHealAndSelfBuff
GA_Vigor_Passive_Echo_Monitor_C,0,0,AbilityProcced.Vigor.CastedSingleTargetDamageDoubleHit
GA_Vigor_SingleAllyDispel_C,0,0,Cooldown.Global
GA_Vigor_SingleTargetAbsorb,0,0,CustomGrantedTags.Vigor.Absorb
GA_Vigor_SingleTargetAbsorb,1,0,CustomGrantedTags.Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower
GA_Vigor_SingleTargetAbsorb,2,0,Cooldown.Global
GA_Vigor_SingleTargetAbsorb,6,0,CustomGrantedTags.Vigor.Absorb
GA_Vigor_SingleTargetChargedHot_C,0,0,CharacterStatus.Vigor.SingleTargetChargedHot
GA_Vigor_SingleTargetChargedHot_C,1,0,CustomGrantedTags.Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower
GA_Vigor_SingleTargetChargedHot_C,2,0,Cooldown.Global
GA_Vigor_SingleTargetChargedHot_C,6,0,CharacterStatus.Vigor.SingleTargetChargedHot
GA_Vigor_SingleTargetDot_C,0,0,CustomGrantedTags.Vigor.SingleTargetDot
GA_Vigor_SingleTargetDot_C,1,0,CustomGrantedTags.Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower
GA_Vigor_SingleTargetDot_C,2,0,Cooldown.Global
GA_Vigor_SingleTargetDot_C,6,0,CustomGrantedTags.Vigor.SingleTargetDot
GA_Vigor_SkillshotAoeProjectile,0,0,CustomGrantedTags.Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower
GA_Vigor_SkillshotAoeProjectile,1,0,Cooldown.Global
GA_Warmaster_AoeIncite,1,0,CharacterStatus.Incited
GA_Warmaster_AoeIncite,5,0,CharacterStatus.Incited
GA_Warmaster_BouncyProjectile_C,0,0,Cooldown.Global
GA_Warmaster_DefenceBuff_C,0,0,CharacterStatus.ActiveDefence
GA_Warmaster_DefenceBuff_C,2,0,CharacterStatus.ActiveDefence
GA_Warmaster_HeavyMelee_C,0,0,AbilityProcced.Warmaster.MeleeCleaveBonus
GA_Warmaster_HeavyMelee_C,1,0,Cooldown.Global
GA_Warmaster_InstantMeleeCleave,0,0,CustomGrantedTags.Warmaster.Talent.InstantMeleeCleave.Active
GA_Warmaster_InstantMeleeCleave,4,0,Cooldown.Global
GA_Warmaster_InstantMeleeCleave,7,0,CustomGrantedTags.Warmaster.Talent.InstantMeleeCleave.Active
GA_Warmaster_LightMelee_C,0,0,CharacterStatus.Warmaster.Talent.MeleeCleave.Tier2.MeleeCleaveDamageIncreaseFreeCastProc
GA_Warmaster_LightMelee_C,1,0,Cooldown.Global
GA_Warmaster_MeleeAoeSlow_C,0,0,CharacterStatus.BlockAllSkills
GA_Warmaster_MeleeAoeSlow_C,0,1,CharacterStatus.IgnoreMoveInput
GA_Warmaster_MeleeAoeSlow_C,0,2,CharacterStatus.IgnoreRotationInput
GA_Warmaster_MeleeAoeSlow_C,0,3,CharacterStatus.IgnoreActionInput
GA_Warmaster_MeleeAoeSlow_C,3,0,Cooldown.Global
GA_Warmaster_MeleeAoeSlow_C,10,0,CharacterStatus.BlockAllSkills
GA_Warmaster_MeleeAoeSlow_C,10,1,CharacterStatus.IgnoreMoveInput
GA_Warmaster_MeleeAoeSlow_C,10,2,CharacterStatus.IgnoreRotationInput
GA_Warmaster_MeleeAoeSlow_C,10,3,CharacterStatus.IgnoreActionInput
GA_Warmaster_MeleeCleave_C,0,0,CustomGrantedTags.Warmaster.MeleeCleave.Absorb
GA_Warmaster_MeleeCleave_C,0,1,CustomGrantedTags.Warmaster.NoResourceLossSelfBuffActive
GA_Warmaster_MeleeCleave_C,2,0,Cooldown.Global
GA_Warmaster_MeleeCleave_C,4,0,CustomGrantedTags.Warmaster.MeleeCleave.Absorb
GA_Warmaster_MeleeCleave_C,4,1,CustomGrantedTags.Warmaster.NoResourceLossSelfBuffActive
GA_Warmaster_MeleeCleave_C,5,0,CustomGrantedTags.Warmaster.MeleeCleave.AbsorbBuff
GA_Warmaster_MeleeInterrupt_C,2,0,Status.Silenced
GA_Warmaster_MeleeInterrupt_C,2,1,CharacterStatus.Silenced
GA_Warmaster_MoveSpeedBuff,2,0,CustomGrantedTags.Warmaster.MeleeCleave.AbsorbBuff
GA_Warmaster_MoveToTargetStun_C,0,0,CharacterStatus.IgnoreActionInput
GA_Warmaster_MoveToTargetStun_C,0,1,CharacterStatus.IgnoreMoveInput
GA_Warmaster_MoveToTargetStun_C,0,2,CharacterStatus.BlockAllSkills
GA_Warmaster_MoveToTargetStun_C,0,3,CharacterStatus.IgnoreRotationInput
GA_Warmaster_MoveToTargetStun_C,4,0,CharacterStatus.IgnoreActionInput
GA_Warmaster_MoveToTargetStun_C,4,1,CharacterStatus.IgnoreMoveInput
GA_Warmaster_MoveToTargetStun_C,4,2,CharacterStatus.BlockAllSkills
GA_Warmaster_MoveToTargetStun_C,4,3,CharacterStatus.IgnoreRotationInput
