id,applied_status_ordinal,tag,meaning
GE_CM_ElfInterrogator_WickedStrike_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_ElfInterrogator_WickedStrike_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_ElfTaskmaster_ConePull_PullDebuff,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_RubiliteAurastone_Vulnerable_SelfStun,0,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_RubiliteAurastone_Vulnerable_SelfStun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_CM_RubiliteAurastone_Vulnerable_SelfStun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_RubiliteAurastone_Vulnerable_SelfStun,3,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_RubiliteFocus_Laser_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_RubiliteFocus_Laser_Stun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_CM_RubiliteFocus_Laser_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_RubiliteFocus_Laser_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_RubiliteFocus_Vulnerable_SelfStun,0,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_RubiliteFocus_Vulnerable_SelfStun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_CM_RubiliteFocus_Vulnerable_SelfStun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_RubiliteFocus_Vulnerable_SelfStun,3,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_RubiliteTriggerstone_Trap_Immobilize,0,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_RubiliteTriggerstone_Trap_Immobilize,1,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_RubiliteTriggerstone_Trap_Immobilize,2,CharacterStatus.IgnoreActionInput,cannot act
GE_CM_RubiliteTriggerstone_Trap_Immobilize,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_TrollBoss_Charge_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_CM_TrollBoss_Charge_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_CM_TrollBoss_Charge_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_CM_TrollBoss_Charge_Stun,3,CharacterStatus.IgnoreActionInput,cannot act
GE_DD_Arbalist_Trap_Root,0,CharacterStatus.Immobilized,
GE_DD_DesertWarrior_Charge_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_DD_DesertWarrior_Charge_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_DD_DesertWarrior_Charge_Stun,2,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DD_DesertWarrior_Charge_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DM_ClockworkRat_SaveSelf,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DM_ClockworkRat_SaveSelf,1,CharacterStatus.Immobilized,
GE_DM_ClockworkRat_SaveSelf,2,CharacterStatus.Unhittable,
GE_DM_ClockworkRat_SaveSelf,3,CharacterStatus.Uninterruptible,
GE_DM_ClockworkRat_SaveSelf,4,CharacterStatus.Unselectable,
GE_DM_ClockworkRat_SaveSelf,5,CharacterStatus.Untargetable,
GE_DM_MiniBoss_Disengaged,0,CharacterStatus.Blind,
GE_DM_MiniBoss_Disengaged,1,CharacterStatus.Deaf,
GE_DM_MiniBoss_Disengaged,2,CharacterStatus.Unhittable,
GE_DM_MiniBoss_Disengaged,3,CharacterStatus.Untargetable,
GE_DM_MiniBoss_Disengaged,4,CharacterStatus.Unsensible,
GE_DM_MiniBoss_Disengaged,5,CharacterStatus.DoNotReceiveThreadPropagation,
GE_DM_WinterGiantFriendly_BossChannelDamage_Hidden,0,CharacterStatus.Invisible,
GE_DM_WinterGiantFriendly_BossChannelDamage_Hidden,1,CharacterStatus.ForceHideOverheadWidget,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,0,CharacterStatus.Blind,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,1,CharacterStatus.Deaf,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,2,CharacterStatus.DoNotReceiveThreadPropagation,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,3,CharacterStatus.IgnoreObservedHealThreat,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,4,CharacterStatus.Unhittable,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,5,CharacterStatus.Unselectable,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,6,CharacterStatus.Unsensible,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,7,CharacterStatus.Untargetable,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,8,CharacterStatus.IgnorePush,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,9,CharacterStatus.IgnoreOutOfWorldBounds,
GE_DM_WinterGiantFriendly_BossChannelDamage_OutOfCombat,10,CharacterStatus.ForceHideOverheadWidget,
GE_DM_WinterGiantFriendly_BossChannelDamage_StayPut,0,CharacterStatus.IgnoreMoveInput,cannot move
GE_DM_WinterTrickster_EngageCombat_HasEngaged,0,CustomGrantedTags.DM.WinterTrickster.HasEngaged,
GE_DM_WinterWitch_CastAoeImmobalize_ImmobalizeDebuff,0,CharacterStatus.Immobilized,
GE_DM_WinterWitch_CastSelfAbsorbHot_Buff,0,CharacterStatus.Uninterruptible,
GE_DM_WinterWitch_EngageCombat_HasEngaged,0,CustomGrantedTags.DM.WinterWitch.HasEngaged,
GE_DR_BarbedRoot_ChanneledAoe_ActiveTag,0,CustomGrantedTags.Enemies.AbilityActive,
GE_DR_BarbedRoot_Grip_Immobilize,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DR_BarbedRoot_Grip_Immobilize,1,CharacterStatus.IgnoreActionInput,cannot act
GE_DR_BarbedRoot_Grip_Immobilize,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_DR_BarbedRoot_Grip_Immobilize,3,CharacterStatus.IgnoreFallDamage,
GE_DR_BarbedRoot_Grip_Immobilize,4,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DR_BarbedRoot_Grip_Immobilize,5,CharacterStatus.Immobilized,
GE_DR_BloodfangMauler_MarkedByJump,0,CustomAssetTags.DR.Mauler.MarkedByJump,
GE_DR_BossCultLeader_BeamHeroDebuff_DamageIncrease,0,GameplayEffect.DR_BossCultLeader.SoakBeam.SingleTargetDamage,
GE_DR_BossCultLeader_BeamNPCDebuff_DamageIncrease,0,GameplayEffect.DR_BossCultLeader.SoakBeam.SingleTargetDamage,
GE_DR_BossCultLeader_BloodPool_SelfBuff,0,CustomAssetTags.DR.BossCultLeader.BloodPool.SelfBuff,
GE_DR_BossCultLeader_Grip_Immobilize,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DR_BossCultLeader_Grip_Immobilize,1,CharacterStatus.IgnoreActionInput,cannot act
GE_DR_BossCultLeader_Grip_Immobilize,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_DR_BossCultLeader_Grip_Immobilize,3,CharacterStatus.IgnoreFallDamage,
GE_DR_BossCultLeader_Grip_Immobilize,4,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DR_BossCultLeader_Grip_Immobilize,5,CharacterStatus.Immobilized,
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,1,CharacterStatus.IgnoreActionInput,cannot act
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,4,CharacterStatus.IgnorePush,
GE_DR_BossCultLeader_Grip_SingleInstantPullNPC,5,CharacterStatus.IgnoreFallDamage,
GE_DR_BossDemonPlant_Dormant,0,CharacterStatus.Untargetable,
GE_DR_BossDemonPlant_Dormant,1,CharacterStatus.Unhittable,
GE_DR_BossDemonPlant_Dormant,2,CharacterStatus.ForceHideOverheadWidget,
GE_DR_BossDemonPlant_Dormant,3,CharacterStatus.Blind,
GE_DR_BossDemonPlant_Dormant,4,CharacterStatus.Deaf,
GE_DR_BossDemonPlant_Dormant,5,CharacterStatus.Immobilized,
GE_DR_BossDemonPlant_Dormant,6,CharacterStatus.Unselectable,
GE_DR_BossDemonPlant_Dormant,7,CharacterStatus.DoNotReceiveThreadPropagation,
GE_DR_BossDemonPlant_WakeUpAdds_SelfDebuff,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DR_BossDemonPlant_WakeUpAdds_SelfDebuff,1,CharacterStatus.IgnoreActionInput,cannot act
GE_DR_BossDemonPlant_WakeUpAdds_SelfDebuff,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_DR_BossDemonPlant_WakeUpAdds_SelfDebuff,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DR_BossGateWizard_FootballFromPlayer_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_DR_BossGateWizard_FootballFromPlayer_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_DR_BossGateWizard_FootballFromPlayer_Stun,2,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DR_BossGateWizard_FootballFromPlayer_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DR_BossSummonedDemon_LeapSlam_InAir,0,CharacterStatus.Invisible,
GE_DR_BossSummonedDemon_LeapSlam_InAir,1,CharacterStatus.ForceHideOverheadWidget,
GE_DR_Ritualist_ImmuneBuff,0,CharacterStatus.Untargetable,
GE_DR_Ritualist_ImmuneBuff,1,CharacterStatus.Unselectable,
GE_DR_Ritualist_ImmuneBuff,2,CharacterStatus.ForceHideOverheadWidget,
GE_DR_RuinsLasher_PassiveAOEPools_Dot,0,Event.Debuff.CorruptedBlood,
GE_DR_Slaughtervine_Dormant,0,CharacterStatus.Untargetable,
GE_DR_Slaughtervine_Dormant,1,CharacterStatus.Unhittable,
GE_DR_Slaughtervine_Dormant,2,CharacterStatus.ForceHideOverheadWidget,
GE_DR_Slaughtervine_Dormant,3,AIPhase.DR.Slaughtervine.Dormant,
GE_DR_Slaughtervine_Dormant,4,CharacterStatus.Blind,
GE_DR_Slaughtervine_Dormant,5,CharacterStatus.Deaf,
GE_DR_Slaughtervine_Dormant,6,CharacterStatus.Immobilized,
GE_DR_Slaughtervine_Dormant,7,CharacterStatus.Unselectable,
GE_DR_Slaughtervine_Dormant,8,CharacterStatus.DoNotReceiveThreadPropagation,
GE_DR_Slaughtervine_Dormant,9,Significance.Client.Force.Lowest,
GE_DR_Slaughtervine_Dormant,10,Significance.Server.Force.Lowest,
GE_DungeonModifier_ColdSnap_Root,0,CharacterStatus.Immobilized,
GE_DungeonModifier_ColdSnap_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DungeonModifier_ColdSnap_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_DungeonModifier_ColdSnap_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DungeonModifier_MeteorRain_Fragment_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DungeonModifier_MeteorRain_Fragment_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_DungeonModifier_MeteorRain_Fragment_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DungeonModifier_MeteorRain_Fragment_Stun,3,CharacterStatus.IgnoreActionInput,cannot act
GE_DungeonModifier_MeteorRain_Meteor_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_DungeonModifier_MeteorRain_Meteor_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_DungeonModifier_MeteorRain_Meteor_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_DungeonModifier_MeteorRain_Meteor_Stun,3,CharacterStatus.IgnoreActionInput,cannot act
GE_DungeonModifier_StormShield_ShieldBuff_Link,0,CustomGrantedTags.DungeonModifier.StormShield.Link,
GE_DungeonModifier_Truesight_Truesight,0,CustomAssetTags.ST.BossArbiter.GiveTruesight.Truesight,
GE_DungeonModifier_Truesight_Truesight_Duration,0,CustomAssetTags.ST.BossArbiter.GiveTruesight.Truesight,
GE_DungeonModifiers_PathFinder_Buff_Stacker,0,CustomGrantedTags.DungeonModifier.PathFinder.Buff,
GE_DungeonModifiers_PathFinder_DebuffIcon,0,CustomGrantedTags.DungeonModifier.PathFinder.Debuff,
GE_EM_BossVaerith_BuffTroll_Buff,0,CustomAssetTags.EM.BossVaerith.BuffTroll.Buff,
GE_EM_BossVaerith_Immune,0,CharacterStatus.Unhittable,
GE_EM_BossVaerith_Immune,1,CharacterStatus.Untargetable,
GE_EM_BossVaerith_Levitate,0,CharacterStatus.Ghosted,
GE_EM_BossVaerith_OnTrollDeathFlyAway_Levitate,0,Significance.Server.Force.Highest,
GE_EM_BossVaerith_OnTrollDeathFlyAway_Levitate,1,Significance.Client.Force.Highest,
GE_EM_BossVaerith_OnTrollDeathFlyAway_Levitate,2,CharacterStatus.Ghosted,
GE_EM_BossVaerith_OnTrollDeathFlyAway_Levitate,3,CharacterStatus.Blind,
GE_EM_BossVaerith_OnTrollDeathFlyAway_Levitate,4,CharacterStatus.Deaf,
GE_Environmental_IceColdWater_Slow,0,CustomAssetTags.Environment.IceColdWater,
GE_Environmental_SpecialFallDamage,0,CharacterStatus.IgnoreFallDamage,
GE_FK_BossElfDragon_BlockFierySoakEffect,0,CustomGrantedTags.FK.BossElfDragon.BlockFierySoakActivation,
GE_FK_BossElfDragon_DashTargetDebuff,0,Status.FK_BossElfDragon.DashTarget,
GE_FK_BossElfDragon_KnockbackConeOrRadialSuckIn_PullDebuff,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_FK_BossElfDragon_KnockbackConeOrRadialSuckIn_PullDebuff,1,CharacterStatus.Silenced,cannot cast
GE_FK_BossElfDragon_KnockbackConeOrRadialSuckIn_PullDebuff,2,CharacterStatus.Immobilized,
GE_FK_BossElfDragon_MultiDash_PreferNonTank,0,CustomAssetTags.FK.BossElfDragon.MultiDash.PreferNonTank,
GE_FK_BossFreezingWaterLord_FreezingCone_Freeze,0,CharacterStatus.Immobilized,
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Debuff,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Debuff,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Debuff,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Debuff,3,CharacterStatus.IgnoreActionInput,cannot act
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Debuff,4,Status.FK_BossFreezingWaterLord.WaterSlow,
GE_FK_BossFreezingWaterLord_IceSoak_IncreasedDamageDebuff,0,Status.FK_BossFreezingWaterLord.IceSoakDamageDebuff,
GE_FK_BossRangerCaptain_IceTrap_Root,0,CharacterStatus.Immobilized,
GE_FK_BossRangerCaptain_LeapCharge,0,Status.FK_BossRangerCaptain.LeapCharge,
GE_FK_Elf_Ranger_IceTrap_Root,0,CharacterStatus.Immobilized,
GE_FM_Slaver_Grip_Immobilize,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_FM_Slaver_Grip_Immobilize,1,CharacterStatus.IgnoreActionInput,cannot act
GE_FM_Slaver_Grip_Immobilize,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_FM_Slaver_Grip_Immobilize,3,CharacterStatus.IgnoreFallDamage,
GE_FM_Slaver_Grip_Immobilize,4,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_FM_Slaver_Grip_Immobilize,5,CharacterStatus.Immobilized,
GE_Finesse_BasicToIncreasedPower,0,CustomGrantedTags.Finesse.BasicToIncreasedPower.Proc,
GE_Finnese_StartWithSpiritPoints_HasBeenApplied,0,CustomGrantedTags.Finesse.StartWithSpiritPoints.HasBeenApplied,
GE_Firemage_CastedDotDetonate_CustomGlobalCooldown,0,Cooldown.Global,
GE_Firemage_CastedSingleDot_Dot,0,CustomGrantedTags.Firemage.Dot.Duplicatable,
GE_Firemage_CastedSingleHeavyDot_Dot,0,CustomGrantedTags.Firemage.Dot.Duplicatable,
GE_Firemage_ChanneledForwardAoeDamage_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_Firemage_FireFrog_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_Firemage_InstantDoubleDot_Buff,0,CustomGrantedTags.Firemage.Talent.CastedDotDetonate.InstantCastedSingleDot.Proc,
GE_Firemage_InstantSingleInterrupt_Lockout,0,Status.Silenced,
GE_Firemage_InstantSingleInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Firemage_InstantSingleTargetDot_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_Firemage_PlacedProjectileAoe_Talent_CastedDotBoostProjectileBonusBuff,0,CustomGrantedTags.Firemage.Talent.CastedDotBoostProjectile.BonusBuff,
GE_Firemage_Proc_FreeCastedSingleDot,0,CustomGrantedTags.Firemage.FreeCastedSingleDot,
GE_Firemage_Talent_CastedDotBoostProjectile_IncreasedCritChance_Proc,0,CustomGrantedTags.Firemage.Talent.CastedDotBoostProjectile.IncreasedCritChance.Proc,
GE_Firemage_Talent_CastedDotDetonate_FreeProc,0,CustomGrantedTags.Firemage.Talent.CastedDotDetonate.FreeProc,
GE_Firemage_Talent_CastedPlacedAoe_DamageBasedDot_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_Firemage_Talent_CastedPlacedAoe_StunAndCooldownReduction_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_Firemage_Talent_CastedPlacedAoe_StunAndCooldownReduction_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_Firemage_Talent_CastedPlacedAoe_StunAndCooldownReduction_Stun,2,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Firemage_Talent_CastedPlacedAoe_StunAndCooldownReduction_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Firemage_Talent_PlacedProjectileAoe_ResetCooldownDamageBuff,0,CustomGrantedTags.Firemage.Talent.PlacedProjectileAoe.ResetCooldownDamageBuff,
GE_Firemage__Talent_CastedDotBoostProjectile_DirectDamageBased_Dot,0,CustomGrantedTags.Firemage.Dot,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusMedium,0,CustomGrantedTags.GemBonus.CriticalChanceHasteExpertiseAndSpiritBonus.Buff,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusSmall,0,CustomGrantedTags.GemBonus.CriticalChanceHasteExpertiseAndSpiritBonus.Buff,
GE_GemBonus_ReducedSpiritAbilityCostMedium,0,CustomGrantedTags.GemBonus.ReducedSpiritAbilityCost.Medium,
GE_GemBonus_ReducedSpiritAbilityCostSmall,0,CustomGrantedTags.GemBonus.ReducedSpiritAbilityCost.Small,
GE_GlobalCooldown,0,Cooldown.Global,
GE_Gunde_AoeDamageAndStun_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_Gunde_AoeDamageAndStun_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_Gunde_AoeDamageAndStun_Stun,2,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Gunde_AoeDamageAndStun_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Gunde_BoostedDotDamage_TargetDebuff,0,CustomGrantedTags.Gunde.BoostedDotDamage,
GE_Gunde_DotTransfer_SelfBuff,0,CustomGrantedTags.Gunde.SavedDotDamage.SelfBuff,
GE_Gunde_DurationalAoeDotAndBuff_SelfBuff,0,CustomGrantedTags.Gunde.DurationalAoeDotAndBuff.SelfBuff,
GE_Gunde_ExtraDotDamageBuff_SelfBuff,0,CustomGrantedTags.Gunde.ExtraDotDamageBuff,
GE_Gunde_HealingStance,0,CustomGrantedTags.Gunde.HealingStance,
GE_Gunde_HealthAndBleedSelfBuff_SelfBuff,0,CustomGrantedTags.Gunde.HealthAndBleedSelfBuff,
GE_Gunde_PerTargetAccumulatedBleed,0,CustomGrantedTags.Gunde.PerTargetAccumulatedBleed,
GE_Gunde_SingleInstantPullEnemy_Pull,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Gunde_SingleInstantPullEnemy_Pull,1,CharacterStatus.IgnoreActionInput,cannot act
GE_Gunde_SingleInstantPullEnemy_Pull,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_Gunde_SingleInstantPullEnemy_Pull,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Gunde_SingleInstantPullEnemy_Pull,4,CharacterStatus.IgnorePush,
GE_Gunde_SingleInstantPullEnemy_Pull,5,CharacterStatus.IgnoreFallDamage,
GE_Gunde_SingleTargetInterrupt_Lockout,0,Status.Silenced,
GE_Gunde_SingleTargetInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Gunde_SingleTargetPull_PullActivator,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Gunde_SingleTargetPull_PullActivator,1,CharacterStatus.IgnoreActionInput,cannot act
GE_Gunde_SingleTargetPull_PullActivator,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_Gunde_SingleTargetPull_PullActivator,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Gunde_SingleTargetPull_PullActivator,4,CharacterStatus.IgnorePush,
GE_Gunde_SingleTargetPull_PullActivator,5,CharacterStatus.IgnoreFallDamage,
GE_Gunde_Talent_BasicSingleTargetMelee_BleedProc_Proc,0,CustomGrantedTags.Gunde.Talent.BasicSingleTargetMelee.BleedProc.Proc,
GE_Gunde_Talent_DashAttack_EmpoweredAbilities_Proc,0,CustomGrantedTags.Gunde.Talent.DashAttack.EmpoweredAbilities.Proc,
GE_Gunde_Talent_DotTransfer_InstantAoeWithBuff_DamageAndOrbs_Proc,0,CustomGrantedTags.Gunde.Talent.DotTransfer.InstantAoeWithBuff.DamageAndOrbs.Proc,
GE_Gunde_Talent_HeavyMeleeDotBoost_GuaranteedSpiritProcBuff__Proc,0,CustomGrantedTags.Gunde.Talent.HeavyMeleeDotBoost.AbilityCommitToSpiritRefund.Proc,
GE_Gunde_Talent_InstantAoeWithBuff_Empowered_Proc,0,CustomGrantedTags.Gunde.Talent.InstantAoeWithBuff.Empowered,
