hero,id,ordinal,value
Meiko,Talent.ID.Talent15,0,GA_Meiko_Talent_Passive_DurationalAoeDamageBuff_FinisherIncreasedDodgeChance_Manager_C
Meiko,Talent.ID.Talent16,0,GA_Meiko_Passive_Talent_InstantSelfDefensive_ApplyHot_C
Meiko,Talent.ID.Talent17,0,GA_Meiko_Passive_Talent_DamageSoakBuff_FinisherToReducedCooldown_C
Meiko,Talent.ID.Talent2,0,GA_Meiko_Passive_Talent_DamageSoakBuff_IncreasedIncomingHealing_C
Meiko,Talent.ID.Talent4,0,GA_Meiko_Passive_Talent_ChargedForwardDash_AoeSlow_C
Meiko,Talent.ID.Talent4,1,GA_Meiko_Talent_ExtraResourcesAtStart_C
Meiko,Talent.ID.Talent5,0,GA_Meiko_Passive_Talent_MoveToLocationAoeDamage_ApplyBuffs_C
Meiko,Talent.ID.Talent6,0,GA_Meiko_Passive_Talent_DurationalAoeDamageBuff_ReducedAttackSpeed_C
Meiko,Talent.ID.Talent7,0,GA_Meiko_Passive_Talent_ConsumedBuffsToDefensiveBuff_C
Meiko,Talent.ID.Talent8,0,GA_Meiko_Passive_Talent_MoveToLocationAoeDamage_CooldownReduction_C
Meiko,Talent.ID.Talent9,0,GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C
Mosse,Talent.ID.Talent1,0,GA_Mosse_Passive_Talent_HealingAoeTotem_CastedSingleTargetProjectileDamageToTick_C
Mosse,Talent.ID.Talent10,0,GA_Mosse_Passive_Talent_PlacedAoeBuff_ReducedCooldownDespawn_C
Mosse,Talent.ID.Talent18,0,GA_Mosse_Passive_Talent_HealingAoeTotem_ProjectileTurretDamageToTick_C
Mosse,Talent.ID.Talent4,0,GA_Mosse_Talent_Passive_ButterflyHealMonitor_C
Mosse,Talent.ID.Talent5,0,GA_Mosse_Passive_Talent_CastedSingleTargetProjectile_DamageToMana_C
Mosse,Talent.ID.Talent7,0,GA_Mosse_Talent_Passive_ManaCostReduceBuffOnOtherAbilityCommit_Monitor_C
Mosse,Talent.ID.Talent8,0,GA_Mosse_Talent_Passive_ButterflyHealLowHealth_Buff_Monitor_C
Mosse,Talent.ID.Talent88,0,GA_Mosse_Talent_Passive_ButterflyHealMonitor_C
Mosse,Talent.ID.Talent9,0,GA_Mosse_Talent_Passive_TurrentChannelHeal_ReducedSpeedAoeDebuff_Monitor_C
Rime,Talent.ID.Talent1,0,GA_Rime_Passive_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_Stacker_C
Rime,Talent.ID.Talent1,1,GA_Rime_Talent_Passive_CastedProjectileDamageOrbSpender_DamageToAoe_Monitor_C
Rime,Talent.ID.Talent15,0,GA_Rime_Passive_Talent_AutoDamageProjectile_TriggerCastedDebuffAoeDamage_Monitor_C
Rime,Talent.ID.Talent17,0,GA_Rime_Passive_Talent_SpendersSwap_SwapSpenderAbilities_C
Rime,Talent.ID.Talent18,0,GA_Rime_Talent_Passive_ChanceOnOrbGain_NextSpenderCritIncrease__OrbGainMonitor_C
Rime,Talent.ID.Talent18,1,GA_Rime_Talent_Passive_ChanceOnOrbGain_NextSpenderCritIncrease_SpenderDamageMonitor_C
Rime,Talent.ID.Talent2,0,GA_Rime_Talent_Passive_CastedProjectileDamageFiller_TriggerPulse_DamageMonitor_C
Rime,Talent.ID.Talent3,0,GA_Rime_Passive_ChanneledBeamSingleDamageMonitor_C
Rime,Talent.ID.Talent8,0,GA_Rime_Passive_Talent_ResourceSpendingReducesCooldowns_CooldownReducer_C
Rime,Talent.ID.Talent9,0,GA_Rime_Passive_Talent_ChanneledBeamSingleDamage_BoostByCritProc_CritMonitor_C
Rime,Talent.ID.Talent90,0,GA_Rime_Passive_InstantSingleDamageMonitor_C
Rime,Talent.ID.Talent91,0,GA_Rime_Passive_Talent_ChanneledBeamSingleDamage_BoostByCritProc_CritMonitor_C
Sune,Talent.ID.Talent1,0,GA_Sune_Passive_Talent_SingleTargetFillerMelee_AoeProcBuff_Monitor_C
Sune,Talent.ID.Talent11,0,GA_Sune_Talent_Passive_SingleTargetAbsorb_ReducedMagicDamageTaken_Monitor_C
Sune,Talent.ID.Talent13,0,GA_Sune_Passive_Talent_ParryCounterAttack_Monitor_C
Sune,Talent.ID.Talent15,0,GA_Sune_Passive_Talent_AoeMelee_CooldownProc_Monitor_C
Sune,Talent.ID.Talent17,0,GA_Sune_Talent_LowHealthDamageReduction_HealthMonitor_C
Sune,Talent.ID.Talent8,0,GA_Sune_Passive_Talent_DroppedPulseAoe_StackingBoostBuff_Monitor_C
Sune,Talent.ID.Talent9,0,GA_Sune_Passive_Talent_SingleTargetAbsorb_ParryBoost_Monitor_C
Vigor,Talent.ID.Talent1,0,GA_Vigor_Passive_Talent_SkillshotAoeProjectile_ResourceToFreeCast_C
Vigor,Talent.ID.Talent12,0,GA_Vigor_Passive_Talent_InstantFrontalConeDamageHeal_InstantAoeHeal_FreePowerProc_C
Vigor,Talent.ID.Talent15,0,GA_Vigor_Talent_Passive_InstantAoeHealToHot_Monitor_C
Vigor,Talent.ID.Talent4,0,GA_Vigor_Passive_Talent_InstantFrontalConeDamageHeal_DotProc_C
Vigor,Talent.ID.Talent7,0,GA_Vigor_Passive_Talent_CastedSingleTargetHeal_ResourceGainFreeCast_C
Vigor,Talent.ID.Talent8,0,GA_Vigor_Passive_Talent_SkillshotAoeProjectile_HealsApplyAbsorb_Monitor_C
Vigor,Talent.ID.Talent85,0,GA_Vigor_Passive_Talent_AbsorbRefill_Monitor_C
Vigor,Talent.ID.Talent97,0,GA_Vigor_Passive_Talent_CastedSingleTargetHeal_CheaperInstantCast_Monitor_C
Warmaster,Talent.ID.Talent1,0,GA_Warmaster_Talent_Passive_BlockMonitor_C
Warmaster,Talent.ID.Talent11,0,GA_Warmaster_Passive_Talent_LowHealthBuff_C
Warmaster,Talent.ID.Talent13,0,GA_Warmaster_Passive_Talent_MoveSpeedBuff_PartyAndIncreasedSpeed_C
Warmaster,Talent.ID.Talent14,0,GA_Warmaster_Talent_Passive_ToughnessBuff_C
Warmaster,Talent.ID.Talent16,0,GA_Warmaster_Passive_Talent_IncreasedArmorFromAbilities_C
Warmaster,Talent.ID.Talent18,0,GA_Warmaster_Passive_Talent_AoeIncite_ReducedCooldownPerBlock_C
Warmaster,Talent.ID.Talent4,0,GA_Warmaster_Passive_Talent_DefenceBuff_MoveSpeedBuffCooldownReduction_C
Warmaster,Talent.ID.Talent6,0,GA_Warmaster_Passive_Talent_LightMelee_BlockToIncreasedPower_C
Warmaster,Talent.ID.Talent8,0,GA_Warmaster_Passive_Talent_MeleeCleaveAbsorbBuff_ReducedDamageReflectDamage_C
Warmaster,Talent.ID.Talent92,0,GA_Warmaster_Passive_Talent_MeleeCleave_MeleeAoeSlow_IncreasedDamageStun_C
Warmaster,Talent.ID.Talent99,0,GA_Warmaster_Passive_Talent_BouncyProjectile_ChanceAoeDamage_C
