id,ordinal,value
GE_CM_ElfWarden_CastSingleBlast_Damage,0,CRIntellectDamageCalculation
GE_CM_ElfWarden_Fear_Damage,0,CRIntellectDamageCalculation
GE_CM_Elf_Goon_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_CM_Elf_Taskmaster_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_CM_Elf_Warden_BurstingBarrier_Damage,0,CRIntellectDamageCalculation
GE_CM_Elf_Warden_DrainMana,0,CRManaGainCalculation
GE_CM_Elf_Warden_DrainMana_Damage,0,CRIntellectDamageCalculation
GE_CM_ImpatientBrawler_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_CM_ReflectedHero_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_CM_RubiliteAurastone_ChasingLaser_Dot,0,CRIntellectDamageCalculation
GE_CM_RubiliteAurastone_LockOnLaser_Dot,0,CRIntellectDamageCalculation
GE_CM_RubiliteFocus_Laser_Damage,0,CRIntellectDamageCalculation
GE_CM_RubiliteTriggerstone_Trap_Dot,0,CRIntellectDamageCalculation
GE_CM_TrollBoss_CrushAoeDamage,0,CRStrengthDamageCalculation
GE_CM_VolatileConstruct_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_CM_VolatileConstruct_CastProjectile_Damage,0,CRIntellectDamageCalculation
GE_CM_VolatileConstruct_DeathBomb_Damage,0,CRStrengthDamageCalculation
GE_CM_VolatileConstruct_ExplosiveCrystal_Damage,0,CRStrengthDamageCalculation
GE_CM_VolatileConstruct_JaggedCrystal_Damage,0,CRStrengthDamageCalculation
GE_Critter_Chicken_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_Arbalist_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_Arbalist_LineAttack_Damage,0,CRAgilityDamageCalculation
GE_DD_Arbalist_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_Arbalist_Trap_Damage,0,CRIntellectDamageCalculation
GE_DD_BossCadavrianMagi_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_BossCadavrianMagi_MoonCast_Damage,0,CRStrengthDamageCalculation
GE_DD_BossCadavrianMagi_ShadowCast_Damage,0,CRStrengthDamageCalculation
GE_DD_BossCadavrianMagi_SunCast_Debuff,0,CRStrengthDamageCalculation
GE_DD_DesertBrute_AoEPulse_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertBrute_CastedGrowingEarthStomp_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertBrute_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertNomad_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertWarrior_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertWarrior_ChanneledAOE_Damage,0,CRStrengthDamageCalculation
GE_DD_DesertWarrior_Charge_Bleed,0,CRStrengthDamageCalculation
GE_DD_DesertWarrior_Charge_Damage,0,CRStrengthDamageCalculation
GE_DD_NightboundMagi_CastedPartyAoeDebuff_Damage,0,CRIntellectDamageCalculation
GE_DD_NightboundMagi_CastedRangedProjectile_Damage,0,CRIntellectDamageCalculation
GE_DD_NightboundMagi_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DD_NightboundMagi_MultiAoeSoak_SoakedDamage,0,CRStrengthDamageCalculation
GE_DD_NightboundMagi_MultiAoeSoak_UnsoakedDamage,0,CRStrengthDamageCalculation
GE_DD_NightboundMagi_SoakDebuff_Damage,0,CRIntellectDamageCalculation
GE_DD_WitheringMagiPeriodicDamage_Damage,0,CRStrengthDamageCalculation
GE_DD_WitheringMagi_CastedRangedInstantProjectile_Damage,0,CRIntellectDamageCalculation
GE_DD_WitheringMagi_CastedRangedProjectileDot_Damage,0,CRIntellectDamageCalculation
GE_DD_WitheringMagi_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DM_ClockworkRat_OnDeathAoe_Damage,0,CRStrengthDamageCalculation
GE_DM_FriendlyClockworkRat_OnHit_Dammage,0,CRPrimaryAttributeDamageCalculation
GE_DM_FriendlyClockworkRat_Projectile_Damage,0,CRStrengthDamageCalculation
GE_DM_WInterWitch_CastProjectile_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterGiantFriendly_BossChannelDamage_Damage,0,CRUserDefinedDamageCalculation
GE_DM_WinterGiant_AutoAttackCleave_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterGiant_CastSoakDebuff_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterGiant_ChannelAoePullToSelf_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterGiant_CrossAOE_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterGiant_MeleeChannelDamage_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterTrickster_AoEKnockback_Damage,0,CRIntellectDamageCalculation
GE_DM_WinterTrickster_Charge_Damage,0,CRStrengthDamageCalculation
GE_DM_WinterTrickster_DropBuffs_Landing_Damage,0,CRIntellectDamageCalculation
GE_DM_WinterTrickster_DropBuffs_Landing_UnavoidableDamage,0,CRIntellectDamageCalculation
GE_DM_WinterWitch_AutoAttackMelee_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterWitch_CastAoeImmobalize_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterWitch_CastDelayedAoeSequence_DirectDamage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterWitch_CastDelayedAoeSequence_NearbyDamage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterWitch_CastSelfAbsorbHot_Buff,0,CRUserDefinedHealCalculation
GE_DM_WinterWitch_ChannelAoeDamage_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DM_WinterWitch_ChannelAoeDamage_SlowDebuffOverflow,0,CRPrimaryAttributeDamageCalculation
GE_DR_BarbedRoot_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_DR_BarbedRoot_CastedSlam_Damage,0,CRStrengthDamageCalculation
GE_DR_BarbedRoot_ChanneledAoe_Damage,0,CRIntellectDamageCalculation
GE_DR_BarbedRoot_Grip_Damage,0,CRStrengthDamageCalculation
GE_DR_BarbedRoot_RangedAutoAttack_Damage,0,CRAgilityDamageCalculation
GE_DR_BloodfangMauler_AOECone_Damage,0,CRStrengthDamageCalculation
GE_DR_BloodfangMauler_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossCultLeader_BeamHeroDebuff_Dot,0,CRIntellectDamageCalculation
GE_DR_BossCultLeader_Defile_Damage,0,CRIntellectDamageCalculation
GE_DR_BossCultLeader_Grip_Damage,0,CRStrengthDamageCalculation
GE_DR_BossCultLeader_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossCultLeader_ResizingAoeCircles_Damage,0,CRStrengthDamageCalculation
GE_DR_BossCultLeader_ResizingAoeCircles_Dot,0,CRStrengthDamageCalculation
GE_DR_BossCultLeader_RotatingCross_Damage,0,CRIntellectDamageCalculation
GE_DR_BossDemonPlant_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossDemonPlant_SharedHealth_Damage,0,CRUserDefinedDamageCalculation
GE_DR_BossDemonPlant_SpawnVine_Damage,0,CRStrengthDamageCalculation
GE_DR_BossDemonPlant_TankSlamAoe_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DR_BossGateWizard_AbsorbDamagePulse_Damage,0,CRIntellectDamageCalculation
GE_DR_BossGateWizard_DangerZoneDamage,0,CRIntellectDamageCalculation
GE_DR_BossGateWizard_FirePillar_Damage,0,CRStrengthDamageCalculation
GE_DR_BossGateWizard_FirePillar_Damage,1,CRSendSignalToSourceAbilityExecution
GE_DR_BossGateWizard_FirePillar_Dot,0,CRIntellectDamageCalculation
GE_DR_BossGateWizard_FirePillar_Dot,1,CRSendSignalToSourceAbilityExecution
GE_DR_BossGateWizard_FootballHitPulse_Damage,0,CRStrengthDamageCalculation
GE_DR_BossGateWizard_Football_PlayerDamage,0,CRStrengthDamageCalculation
GE_DR_BossGateWizard_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossGateWizard_TankDot_Bleed,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_ChanneledHellfire_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_ChanneledHellfire_Heal,0,CRIntellectHealCalculation
GE_DR_BossSummonedDemon_LeapSlam_BurningGround_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_LeapSlam_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_LeapSlam_FriendlyDamage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_PortalDemon_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_Portal_Demon_AoePulse_Damage,0,CRStrengthDamageCalculation
GE_DR_BossSummonedDemon_Portal_ShootProjectiles_Damage,0,CRIntellectDamageCalculation
GE_DR_BossSummonedDemon_TankSlam_Damage,0,CRStrengthDamageCalculation
GE_DR_BurningDemon_Bombardment_Damage,0,CRStrengthDamageCalculation
GE_DR_BurningDemon_DemonboltVolley_Damage,0,CRIntellectDamageCalculation
GE_DR_BurningDemon_Immolation_SelfDot,0,CRUserDefinedDamageCalculation
GE_DR_BurningDemon_MeleeAutoAttack,0,CRStrengthDamageCalculation
GE_DR_CultistCaster_CastedRangedInstantProjectile_Damage,0,CRIntellectDamageCalculation
GE_DR_CultistCaster_CastedRangedProjectileDot_Damage,0,CRIntellectDamageCalculation
GE_DR_CultistCaster_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_CultistMajorCaster_CastedRangedProjectile_Damage,0,CRIntellectDamageCalculation
GE_DR_CultistMajorCaster_CastedSingleTargetHeal_Heal,0,CRIntellectHealCalculation
GE_DR_CultistMajorCaster_GrowingCircleCast_Damage,0,CRIntellectDamageCalculation
GE_DR_CultistMajorCaster_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_CultistSickle_InitialRangedAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_CultistSickle_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_DangerousBrute_Cleave_Damage,0,CRStrengthDamageCalculation
GE_DR_DangerousBrute_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_FlyingImp_MeleeAutoAttack,0,CRStrengthDamageCalculation
GE_DR_FranticImp_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_FranticImp_SingelTargetAttackAndMoveBack_Damage,0,CRStrengthDamageCalculation
GE_DR_HornedDemon_Charge_Damage,0,CRStrengthDamageCalculation
GE_DR_HornedDemon_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_Mancatcher_AOECone_Damage,0,CRStrengthDamageCalculation
GE_DR_Mancatcher_Grip_Damage,0,CRStrengthDamageCalculation
GE_DR_Mancatcher_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DR_Ritualist_SacrificeDot,0,CRIntellectDamageCalculation
GE_DR_Ritualist_TurretDot,0,CRIntellectDamageCalculation
GE_DR_RuinsLasher_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_DR_RuinsLasher_PassiveAOEPools_Dot,0,CRIntellectDamageCalculation
GE_DR_SlaughtervineArchephyte_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_DR_SlaughtervineArchephyte_SlowMovingAOE_Damage,0,CRStrengthDamageCalculation
GE_DR_Slaughtervine_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_Default_CancelAllAbilitiesBlockedByParentEffect,0,CRCancelAbilitiesBlockedByThisEffectsParentExecution
GE_Default_CancelAllSkills,0,CRCancelAbilitiesWithTagsExecution
GE_Default_DispelAllDebuffs,0,CRDispelActiveEffectsWithTagsExecution
GE_Default_DispelAllEffectsBlockedByParentEffect,0,CRDispelActiveEffectsBlockedByThisEffectsParentExecution
GE_DungeonModifier_AnomalousOrbs_Orb_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_BloodShardVolley_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_Carnage_HeroDebuffDot,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_Carnage_TeamLifeTapHeal,0,CRUserDefinedHealCalculation
GE_DungeonModifier_ColdSnap_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_MeteorRain_Fragment_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_MeteorRain_Meteor_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_ShadowLord_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_DungeonModifier_ShadowLord_TickingAoE_Damage,0,CRPrimaryAttributeDamageCalculation
GE_DungeonModifier_StoneSkin_DeathAbility_Dot,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_StormShield_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_Truesight_Damage,0,CRUserDefinedDamageCalculation
GE_DungeonModifier_WinterWitch_BoonAoeBuff,0,CRUserDefinedHealCalculation
GE_EM_BossGiantTroll_AoeSequence_Damage,0,CRStrengthDamageCalculation
GE_EM_BossGiantTroll_ChanneledAoeDamage_Damage,0,CRStrengthDamageCalculation
GE_EM_BossGiantTroll_MeleeAutoAttack_Damage,0,CRPrimaryAttributeDamageCalculation
GE_EM_BossGiantTroll_MultiSoak_SoakedDamage,0,CRStrengthDamageCalculation
GE_EM_BossGiantTroll_MultiSoak_UnsoakedDamage,0,CRStrengthDamageCalculation
GE_EM_BossGiantTroll_SummonAdds_DamageBossOnDeath_Damage,0,CRUserDefinedDamageCalculation
GE_EM_BossVaerith_BombDebuff_Damage,0,CRStrengthDamageCalculation
GE_EM_BossVaerith_BombDebuff_Dot,0,CRStrengthDamageCalculation
GE_EM_BossVaerith_PassiveProjectiles_Damage,0,CRPrimaryAttributeDamageCalculation
GE_EM_Miner_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_Environmental_FireDot_Linger,0,CRUserDefinedDamageCalculation
GE_Environmental_IceColdWater_Dot,0,CRUserDefinedDamageCalculation
GE_Environmental_IceColdWater_Dot_Linger,0,CRUserDefinedDamageCalculation
GE_Environmental_InstantKill_Crushed,0,CRInstantGuaranteedKillExecution
GE_Environmental_LightningBolts_Damage,0,CRIntellectDamageCalculation
GE_Environmental_SmallFireDot_Sustained,0,CRUserDefinedDamageCalculation
GE_FK_BossElfDragon_AutoAttack_Damage,0,CRIntellectDamageCalculation
GE_FK_BossElfDragon_FierySoak_PoolAOEDamage,0,CRIntellectDamageCalculation
GE_FK_BossElfDragon_FierySoak_SoakDamage,0,CRIntellectDamageCalculation
GE_FK_BossElfDragon_KnockbackCone_AoeDamage,0,CRIntellectDamageCalculation
GE_FK_BossElfDragon_MultiDashArrivalAOEDamage,0,CRIntellectDamageCalculation
GE_FK_BossElfDragon_MultiDashArrivalBleedDebuff,0,CRStrengthDamageCalculation
GE_FK_BossElfDragon_ShrinkingArenaDebuff_Dot,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_AutoAttackDamage,0,CRStrengthDamageCalculation
GE_FK_BossFreezingWaterLord_ExplosiveOrbDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_ExplosiveOrb_PeriodicAoeDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_FreezingCone_NormalDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_FreezingCone_WetDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_IceSoak_PostEffectDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterLord_IceSoak_SoakDamage,0,CRIntellectDamageCalculation
GE_FK_BossFreezingWaterlord_ExplodePuddles_Damage,0,CRStrengthDamageCalculation
GE_FK_BossRangerCaptain_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_FK_BossRangerCaptain_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_BossRangerCaptain_BigCross_Damage,0,CRIntellectDamageCalculation
GE_FK_BossRangerCaptain_ExplosiveShot_Damage,0,CRIntellectDamageCalculation
GE_FK_BossRangerCaptain_HailOfArrows_Damage,0,CRIntellectDamageCalculation
GE_FK_BossRangerCaptain_HailOfArrows_DoT,0,CRIntellectDamageCalculation
GE_FK_BossRangerCaptain_IceTrap_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Cleric_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Cleric_DrainLife_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Cleric_Redemption_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Cleric_Redemption_DoT,0,CRIntellectDamageCalculation
GE_FK_Elf_Cleric_SoulBolt_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Duelist_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Duelist_IceBreaker_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Duelist_SpinningIceSword_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Goon_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Guard_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Guard_ShatteringBarrier_AoeDamage,0,CRIntellectDamageCalculation
GE_FK_Elf_Illusionist_AutoAttackMelee_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Illusionist_CastSingleFrost_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Illusionist_ChanneledDamageAoe_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Illusionist_ExplosiveOrb_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Illusionist_ExplosiveOrb_PeriodicAoeDamage,0,CRIntellectDamageCalculation
GE_FK_Elf_Ranger_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Ranger_IceTrap_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Ranger_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Ranger_RapidFire_Damage,0,CRIntellectDamageCalculation
GE_FK_Elf_Shardling_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_Elf_Shardling_DeathExplosionDotDebuff,0,CRIntellectDamageCalculation
GE_FK_IceGolem_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FK_IceGolem_SpikeAOE_Damage,0,CRStrengthDamageCalculation
GE_FK_MirroredElementalImage_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_AshenArsonist_Cone_Damage,0,CRIntellectDamageCalculation
GE_FM_AshenArsonist_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Bear_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Bear_HomingCharge_Damage,0,CRStrengthDamageCalculation
GE_FM_BigSpider_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_BullyBasher_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_BullyBasher_TankSlam_Damage,0,CRStrengthDamageCalculation
GE_FM_Environmental_Spiderweb_Dot,0,CRUserDefinedDamageCalculation
GE_FM_Facestabber_AttachedAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Facestabber_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_FrenziedLooter_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_GoblinBrute_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_GoblinCaster_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_GoblinCaster_CastProjectile_Damage,0,CRIntellectDamageCalculation
GE_FM_GoblinGrunt_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_GravesnareKidnapper_ConeAoeProjectiles_Damage,0,CRPrimaryAttributeDamageCalculation
GE_FM_GravesnareKidnapper_ConeAoeProjectiles_Dot,0,CRPrimaryAttributeDamageCalculation
GE_FM_GravesnareKidnapper_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Invoker_CastedRangedInstantProjectile_Damage,0,CRIntellectDamageCalculation
GE_FM_OrcCaster_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_OrcCaster_CastProjectile_Damage,0,CRIntellectDamageCalculation
GE_FM_OrcGrunt_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Pillager_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_RotheartRecluse_DotProjectile_DotDamage,0,CRStrengthDamageCalculation
GE_FM_RotheartRecluse_DotProjectile_EndDamage,0,CRStrengthDamageCalculation
GE_FM_RotheartRecluse_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_RotheartRecluse_MeleeDot,0,CRStrengthDamageCalculation
GE_FM_Shinchopper_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Slaver_CastedMeleeKnockback_Damage,0,CRStrengthDamageCalculation
GE_FM_Slaver_Grip_Damage,0,CRStrengthDamageCalculation
GE_FM_Slaver_MeleeAutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Spiderling_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Stag_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Wolf_AutoAttack_Damage,0,CRStrengthDamageCalculation
GE_FM_Wolf_Bleed_Dot,0,CRStrengthDamageCalculation
GE_FallDamage,0,CRUserDefinedDamageCalculation
GE_Finesse_BasicToAoe_Damage,0,CRUserDefinedDamageCalculation
GE_Finesse_CritChanceToHealOrDamage_Damage,0,CRPrimaryAttributeDamageCalculation
GE_Finesse_CritChanceToHealOrDamage_Heal,0,CRPrimaryAttributeHealCalculation
GE_Finesse_DrainHealthBasedOnPrimaryStat_Damage,0,CRPrimaryAttributeDamageCalculation
GE_Finesse_DrainHealthBasedOnPrimaryStat_Heal,0,CRUserDefinedHealCalculation
