hero,id,ordinal,value
Firemage,Talent.ID.Talent2,0,Talents.Firemage.PlacedProjectileAoe.PlacedProjectileAoeHasCharges
Firemage,Talent.ID.Talent3,0,Talents.Firemage.InstantSingleTargetDot.StackingBoost
Firemage,Talent.ID.Talent4,0,Talents.Firemage.CastedDotBoostProjectile.DamageIncreaseFromDots
Firemage,Talent.ID.Talent6,0,Talents.Firemage.FireFrogs.ExtraFrogs
Firemage,Talent.ID.Talent6,1,Talents.Firemage.FireFrogs.DirectDamageIncrease
Firemage,Talent.ID.Talent7,0,Talents.Firemage.InstantDoubleDot.AdditionalHit.DamageIncreased
Firemage,Talent.ID.Talent9,0,Talents.Firemage.BaseDots.IncreasedCritChance
Firemage,Talent.ID.Talent92,0,Talents.Firemage.SelfDefenceBuff.AbsorbFromSelfDefenceBuff
Firemage,Talent.ID.Talent92,1,Talents.Firemage.SelfDefenceBuff.AdditionalDuration
Firemage,Talent.ID.Talent95,0,Talents.Firemage.InstantSingleTargetDot.AdditionalResourceGenerationChance
Firemage,Talent.ID.Talent96,0,Talents.Firemage.FireFrogs.BonusDotDamage
Firemage,Talent.ID.Talent98,0,Talents.Firemage.CastedDotBoostProjectile.ReducedCastTime
Gunde,Talent.ID.Talent11,0,Talents.Gunde.ExtraDotDamageBuff.AddedTransfer
Gunde,Talent.ID.Talent12,0,Talents.Gunde.PerTargetAccumulatedBleed.ReducedTickSpeed
Gunde,Talent.ID.Talent12,1,Talents.Gunde.PerTargetAccumulatedBleed.IncreasedDropAmount
Gunde,Talent.ID.Talent15,0,Talents.Gunde.TargetedAoeProjectile.CooldownReductionPerSpin
Gunde,Talent.ID.Talent16,0,Talents.Gunde.InstantAoeWithBuff.AddedTransfer
Gunde,Talent.ID.Talent6,0,Talents.Gunde.HeavyMeleeDotBased.IncreasedDirectDamage
Gunde,Talent.ID.Talent7,0,Talents.Gunde.DotTransfer.InstantAoeWithBuff.DamageAndOrbs
Gunde,Talent.ID.Talent97,0,Talents.Gunde.PerTargetAccumulatedBleed.ReducedTickSpeed
Ink,Talent.ID.Talent1,0,Talents.Ink.BouncyProjectile.DamagePerUniqueTarget
Ink,Talent.ID.Talent1,1,Talents.Ink.BouncyProjectile.IncreasedDamage
Ink,Talent.ID.Talent10,0,Talents.Ink.HeavySingleTargetAttack.ProcAddedCritChance
Ink,Talent.ID.Talent12,0,Talents.Ink.LowHealthSingleTargetResourceDamage.AddedCritChance
Ink,Talent.ID.Talent13,0,Talents.Ink.LowHealthSingleTargetResourceDamage.SpiritPointsOnCommit
Ink,Talent.ID.Talent14,0,Talents.Ink.MoveToLocationAoeDamage.ReducedCooldownIfNoHit
Ink,Talent.ID.Talent15,0,Talents.Ink.BouncyProjectile.Charged
Ink,Talent.ID.Talent16,0,Talents.Ink.LighningDamage.IncreasedCriticalStrikeChance
Ink,Talent.ID.Talent17,0,Talents.Ink.BouncyProjectile.IncreasedMaxNumerOfTargets
Ink,Talent.ID.Talent18,0,Talents.Ink.AutoAttackBuff.StackingBuffConsumedBySpender
Ink,Talent.ID.Talent2,0,Talents.Ink.SecondChanceSingleTargetAttack.IncreasedCritChance
Ink,Talent.ID.Talent5,0,Talents.Ink.MoveToLocationAoeDamage.CostReductionBuffCooldownReduced
Ink,Talent.ID.Talent6,0,Talents.Ink.Resource.NoDecay
Ink,Talent.ID.Talent7,0,Talents.Ink.ChargedBuff.RageIncrease
Ink,Talent.ID.Talent8,0,Talents.Ink.AutoAttackBuff.DurationalStatBonus
Ink,Talent.ID.Talent93,0,Talents.Ink.AoeAttack.ReducedDurationIncreasedDamageCost
Ink,Talent.ID.Talent95,0,Talents.Ink.AoeAttack.ReducedDurationIncreasedDamageCost
Ink,Talent.ID.Talent97,0,Talents.Ink.AutoAttackBuff.GainToIncreasedDamage
Ink,Talent.ID.Talent97,1,Talents.Ink.BouncyProjectile.IncreasedFuryGeneration
Lisa,Talent.ID.Talent1,0,Talents.Lisa.SingleTargetDot.DotAoe
Lisa,Talent.ID.Talent10,0,Talents.Lisa.StaggerRemovalOverTime
Lisa,Talent.ID.Talent13,0,Talents.Lisa.ChanneledHealOrDamageProjectiles.Empowered
Lisa,Talent.ID.Talent14,0,Talents.Lisa.InstantDamageSpender.CritPowerBonus
Lisa,Talent.ID.Talent15,0,Talents.Lisa.SingleTargetDot.StunAndDamageIncrease
Lisa,Talent.ID.Talent17,0,Talents.Lisa.DamageToHeal.PassiveIncrease
Lisa,Talent.ID.Talent18,0,Talents.Lisa.SingleTargetDot.IncreasedDamageToHeal
Lisa,Talent.ID.Talent3,0,Talents.Lisa.CastedSingleTargetDamage.CooldownReduction
Lisa,Talent.ID.Talent8,0,Talents.Lisa.InstantSelfBuff.FullResources
Lisa,Talent.ID.Talent9,0,Talents.Lisa.ChanneledHealOrDamageProjectiles.CooldownReduction
Lisa,Talent.ID.Talent91,0,Talents.Lisa.CastedProjectileDamageIncreaseDebuff.ChargesAndCrit
Lisa,Talent.ID.Talent93,0,Talents.Lisa.CastedHeal.AdditionalTarget
Lisa,Talent.ID.Talent96,0,Talents.Lisa.SingleTargetDotSpender.DamageDecrease
Lisa,Talent.ID.Talent99,0,Talents.Lisa.InstantSingleTargetDamageAndDot.ChargeUpMultiple
Mara,Talent.ID.Talent10,0,Talents.Mara.ChargedDoubleAttackBuilder.AoeDamage
Mara,Talent.ID.Talent15,0,Talents.Mara.AoeAttackSpender.StackDamageBonusToHeavyAttackSpender
Mara,Talent.ID.Talent16,0,Talents.Mara.BleedAttackSpender.IncreasedDamageOnSeethingTarget
Mara,Talent.ID.Talent17,0,Talents.Mara.ChargedDoubleAttackBuilder.IncreasedCritChance
Mara,Talent.ID.Talent18,0,Talents.Mara.AoeAttackSpender.IncreasedDamageWhenBleed
Mara,Talent.ID.Talent19,0,Talents.Mara.BleedAttackSpender.IncreasedDamageOnSoloTarget
Mara,Talent.ID.Talent2,0,Talents.Mara.Spenders.BuffOtherSpender
Mara,Talent.ID.Talent9,0,Talents.Mara.ChargedResourceRefillSelfBuff.IncreasedDamageLowHealthTargets
Mara,Talent.ID.Talent91,0,Talents.Mara.Spenders.IncreasedDamageOnPoisonAndBleed
Mara,Talent.ID.Talent92,0,Talents.Mara.SelfDefenceBuff.IncreasedDurationAndDodge
Mara,Talent.ID.Talent95,0,Talents.Mara.ChargedResourceRefillSelfBuff.IncreasedDamage
Mara,Talent.ID.Talent97,0,Talents.Mara.BleedAttackSpender.IncreasedCritChance
Meiko,Talent.ID.Talent1,0,Talents.Meiko.ChanneledHeavyDamage.InstantSelfDefensiveCharge
Meiko,Talent.ID.Talent10,0,Talents.Meiko.HighDamageCleave.InstantSelfDefensive
Meiko,Talent.ID.Talent11,0,Talents.Meiko.TauntTotem.IncomingDamageToDamage
Meiko,Talent.ID.Talent13,0,Talents.Meiko.SelfHealToStoneHealth
Meiko,Talent.ID.Talent3,0,Talents.Meiko.HighDamageCleave.DoubleStrike
Meiko,Talent.ID.Talent6,0,Talents.Meiko.DurationalAoeDamageBuff.AttackSpeedReduction
Meiko,Talent.ID.Talent8,0,Talents.Meiko.MoveToLocationAoeDamage.CooldownReduction
Mosse,Talent.ID.Talent11,0,Talents.Mosse.ExplosiveMinion.AllyTargetHeal
Mosse,Talent.ID.Talent12,0,Talents.Mosse.DurationalAoeHealPlacement.IncreasedEarlyPulses
Mosse,Talent.ID.Talent13,0,Talents.Mosse.TargetAbsorb
Mosse,Talent.ID.Talent15,0,Talents.Mosse.DurationalAoeHealPlacement.Charges
Mosse,Talent.ID.Talent16,0,Talents.Mosse.BlueFlutterfly.TargetBonus
Mosse,Talent.ID.Talent17,0,Talents.Mosse.PinkButterfly.Double.IncreaseHealingToSimplePinkFlutterfly
Mosse,Talent.ID.Talent18,0,Talents.Mosse.ProjectileTurret.DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent2,0,Talents.Mosse.PinkButterfly.Simple.CastedMulti
Mosse,Talent.ID.Talent3,0,Talents.Mosse.PinkButterfly.Double.IncreasedCriticalStrikeChance
Mosse,Talent.ID.Talent4,0,Talents.Mosse.ButterflyHeal.CastedSingleTargetProjectile.Proc
Mosse,Talent.ID.Talent88,0,Talents.Mosse.ButterflyHeal.CastedSingleTargetProjectile.Proc
Mosse,Talent.ID.Talent89,0,Talents.Mosse.InstantSelfEscapeBuff.ReducedIncomingDamage
Mosse,Talent.ID.Talent9,0,Talents.Mosse.TurretChannelHeal.ReducedSpeedAoeDebuff
Mosse,Talent.ID.Talent93,0,Talents.Mosse.ProjectileTurret.DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent97,0,Talents.Mosse.DurationalAoeHealPlacement.ReducedManaCost
Mosse,Talent.ID.Talent98,0,Talents.Mosse.ButterflyHeal.CastedSingleTargetProjectile.IncreasedDamage
Mosse,Talent.ID.Talent99,0,Talents.Mosse.IncreasedPlantHealing
Rime,Talent.ID.Talent1,0,Talents.Rime.CastedProjectileDamageOrbSpender.InstantAndBonusDamage
Rime,Talent.ID.Talent10,0,Talents.Rime.TargetedPeriodicProjectileAoe.GrantInstantSingleDamageCharge
Rime,Talent.ID.Talent11,0,Talents.Rime.AutoDamageProjectile.TriggerCastedDebuffAoeDamage
Rime,Talent.ID.Talent12,0,Talents.Rime.ChanneledBeamSingleDamage.IncreasedChannelDuration
Rime,Talent.ID.Talent12,1,Talents.Rime.ChanneledBeamSingleDamage.DamageBonus
Rime,Talent.ID.Talent13,0,Talents.Rime.AutoProjectileOnResourceGainBuff.ActivateAutoProjectile
Rime,Talent.ID.Talent14,0,Talents.Rime.CastedProjectileDamageOrbSpender.DamageIncreaseAndCastTimeIncrease
Rime,Talent.ID.Talent14,1,Talents.Rime.CastedProjectileDamageOrbSpender.CostIncrease
Rime,Talent.ID.Talent17,0,Talents.Rime.SpenderSwap
Rime,Talent.ID.Talent2,0,Talents.Rime.CastedDebuffAoeDamage.IncreasedDamage
Rime,Talent.ID.Talent4,0,Talents.Rime.ChanneledBeamSingleDamage.CastedDebuffAoeDamageCooldownReduction
Rime,Talent.ID.Talent4,1,Talents.Rime.InstantSingleDamage.ReducesCooldownOnTorrent
Rime,Talent.ID.Talent5,0,Talents.Rime.InstantSingleDamage.ReducesCooldownOnOrbSpender
Rime,Talent.ID.Talent52,0,Talents.Rime.CastedDebuffAoeDamage.BuffWhileActive
Rime,Talent.ID.Talent6,0,Talents.Rime.OnTargetPulsatingAoe.MultiStrike
Rime,Talent.ID.Talent7,0,Talents.Rime.ChanneledBeamSingleDamage.OnTargetPulsatingAoe.FreeCast
Rime,Talent.ID.Talent87,0,Talents.Rime.AutoProjectileOnResourceGainBuff.ActivateAutoProjectile
Rime,Talent.ID.Talent89,0,Talents.Rime.AutoProjectileOnResourceGainBuff.ActivateAutoProjectile
Rime,Talent.ID.Talent90,0,Talents.Rime.InstantSingleDamage.TriggerAnimaSpikeVolley
Rime,Talent.ID.Talent92,0,Talents.Rime.CastedDebuffAoeDamage.BuffWhileActive
Rime,Talent.ID.Talent93,0,Talents.Rime.AutoProjectileOnResourceGainBuff.IncreasedOutgoingDamage
Rime,Talent.ID.Talent94,0,Talents.Rime.InstantSingleDamage.AdditionalWavesOfAutoProjectiles
Rime,Talent.ID.Talent95,0,Talents.Rime.CastedProjectileDamageOrbSpender.IncreasedCritChance
Rime,Talent.ID.Talent97,0,Talents.Rime.ChanneledBeamSingleDamage.DamageBonus
Rime,Talent.ID.Talent98,0,Talents.Rime.CastedDebuffAoeDamage.AdditionalAnimaForSingleTarget
Rime,Talent.ID.Talent99,0,Talents.Rime.CastedDebuffAoeDamage.IncreasedDamage
Sune,Talent.ID.Talent10,0,Talents.Sune.InstantSingleTargetHealOrDamage.DotHot
Sune,Talent.ID.Talent12,0,Talents.Sune.SingleTargetFillerMelee.ExtraDebuffFromCrit
Sune,Talent.ID.Talent14,0,Talents.Sune.SingleTargetAbsorb.SecondaryStatBoosts
Sune,Talent.ID.Talent14,1,Talents.Sune.SingleTargetAbsorb.AoeDamage
Sune,Talent.ID.Talent15,0,Talents.Sune.InstantSingleTargetHealOrDamage.PowerScaler
Sune,Talent.ID.Talent16,0,Talents.Sune.DroppedPulseAoe.TargetedLeapAoeReplacesPulseAoe
Sune,Talent.ID.Talent18,0,Talents.Sune.BuffedTargetedCastedHealOrDamage.ActiveCooldownReduction
Sune,Talent.ID.Talent2,0,Talents.Sune.DroppedPulseAoe.HealsAlly
Sune,Talent.ID.Talent3,0,Talents.Sune.AoeMelee.AoeMeleeResetCdAtTargetInstantAoe
Sune,Talent.ID.Talent4,0,Talents.Sune.TargetedLeapAoe.MoveSpeedAndArmorBuff
Sune,Talent.ID.Talent5,0,Talents.Sune.DroppedPulseAoe.AdditionalMaximumDuration
Sune,Talent.ID.Talent5,1,Talents.Sune.DroppedPulseAoe.DamageIncrease
Sune,Talent.ID.Talent6,0,Talents.Sune.AtTargetInstantAoe.AtTargetInstantAoeAddsDot
Sune,Talent.ID.Talent7,0,Talents.Sune.DroppedPulseAoe.DebuffsTargets
Sune,Talent.ID.Talent97,0,Talents.Sune.DroppedPulseAoe.DroppedPulseAoeImprovesHeal
Sune,Talent.ID.Talent98,0,Talents.Sune.SingleTargetAbsorb.DamageReduction
Sune,Talent.ID.Talent98,1,Talents.Sune.DeathPrevention
Sune,Talent.ID.Talent99,0,Talents.Sune.TargetedLeapAoe.ParryBuff
Vigor,Talent.ID.Talent1,0,Talents.Vigor.SkillshotAoeProjectile.ResourceToFreeCast
Vigor,Talent.ID.Talent10,0,Talents.Vigor.InstantFrontalConeDamageHeal.IncreasedEcho
Vigor,Talent.ID.Talent11,0,Talents.Vigor.ChargedMovementSpeedSlefBuff.ApplySpiritAbilityBuff
Vigor,Talent.ID.Talent12,0,Talents.Vigor.InstantFrontalConeDamageHeal.InstantAoeHeal.FreePowerProc
Vigor,Talent.ID.Talent14,0,Talents.Vigor.SingleTargetChargedHot.DirectHealBonusWhenBuffed
Vigor,Talent.ID.Talent16,0,Talents.Vigor.InstantFrontalConeDamageHeal.DotHotExtension
Vigor,Talent.ID.Talent17,0,Talents.Vigor.RuneSpenders.PowerScaler
Vigor,Talent.ID.Talent18,0,Talents.Vigor.CastedSingleTargetHeal.IncreasedCritChance
Vigor,Talent.ID.Talent2,0,Talents.Vigor.InstantAoeHeal.DamageReduction
Vigor,Talent.ID.Talent3,0,Talents.Vigor.SingleTargetDot.DamageToAoe
Vigor,Talent.ID.Talent4,0,Talents.Vigor.InstantFrontalConeDamageHeal.DotProc
Vigor,Talent.ID.Talent5,0,Talents.Vigor.SingleTargetAbsorb.Charges
Vigor,Talent.ID.Talent6,0,Talents.Vigor.CastedSingleTargetDamage.ManaRegenBuff
Vigor,Talent.ID.Talent7,0,Talents.Vigor.CastedSingleTargetHeal.ResourceGainFreeCast
Vigor,Talent.ID.Talent86,0,Talents.Vigor.InstantFrontalConeDamageHeal.DotHotExtension
Vigor,Talent.ID.Talent87,0,Talents.Vigor.CastedSingleTargetDamage.SingleTargetChargedHot.HealAlly
Vigor,Talent.ID.Talent87,1,Talents.Vigor.CastedSingleTargetDamage.ReducedCastTimeBuff
Vigor,Talent.ID.Talent87,2,Talents.Vigor.CastedSingleTargetDamage.IncreasedDamage
Vigor,Talent.ID.Talent87,3,Talents.Vigor.CastedSingleTargetDamage.SingleTargetChargedHot.IncreaseMaxHealthBuff
Vigor,Talent.ID.Talent89,0,Talents.Vigor.Runes.ChargeUpMultiple
Vigor,Talent.ID.Talent9,0,Talents.Vigor.InstantResourceGain.FullPowerInstantGrandDesign
Vigor,Talent.ID.Talent90,0,Talents.Vigor.SingleTargetDot.BuffActiveAdditionalDirectDamage.DamageHealsAlly
Vigor,Talent.ID.Talent92,0,Talents.Vigor.SingleTargetAbsorb.ReducedIncomingDamage
Vigor,Talent.ID.Talent94,0,Talents.Vigor.InstantAoeHeal.IncreasedHealDependentOnHealth
Vigor,Talent.ID.Talent96,0,Talents.Vigor.SkillshotAoeProjectile.DecreasedResourceCost
Vigor,Talent.ID.Talent97,0,Talents.Vigor.CastedSingleTargetHeal.CheaperInstantCast
Warmaster,Talent.ID.Talent1,0,Talents.Warmaster.BouncyProjectile.DamageCooldownReset
Warmaster,Talent.ID.Talent10,0,Talents.Warmaster.InstantMeleeCleave.TargetReducedAttackSpeed
Warmaster,Talent.ID.Talent10,1,Talents.Warmaster.HeavyMelee.SweepingStrikeApplied.IncreasedDamage
Warmaster,Talent.ID.Talent12,0,Talents.Warmaster.InstantMeleeCleave.ImprovedHeal
Warmaster,Talent.ID.Talent14,0,Talents.Warmaster.Toughness.ToughnessBuff
Warmaster,Talent.ID.Talent15,0,Talents.Warmaster.ShieldSelfBuff.SharedToughnessAura
Warmaster,Talent.ID.Talent15,1,Talents.Warmaster.BouncyProjectile.SpiritPointGain
Warmaster,Talent.ID.Talent16,0,Talents.Warmaster.IncreasedArmorFromAbilities
Warmaster,Talent.ID.Talent17,0,Talents.Warmaster.Toughness.IncreasedDamageReduction
Warmaster,Talent.ID.Talent19,0,Talents.Warmaster.MeleeAoeSlow.IncreasedToughnessAndDamage
Warmaster,Talent.ID.Talent2,0,Talents.Warmaster.Toughness.BouncyProjectileDefenceBuffCooldownReduction
Warmaster,Talent.ID.Talent3,0,Talents.Warmaster.MeleeCleave.ApplyAbsorb
Warmaster,Talent.ID.Talent5,0,Talents.Warmaster.DefenceBuff.IncreasedBlockChance
Warmaster,Talent.ID.Talent7,0,Talents.Warmaster.MeleeAoeSlow.ReducedIncomingDamageFromTarget
Warmaster,Talent.ID.Talent8,0,Talents.Warmaster.MeleeCleave.AbsorbBuffConsumption
Warmaster,Talent.ID.Talent9,0,Talents.Warmaster.BouncyProjectile.FirstHitDamage
Warmaster,Talent.ID.Talent91,0,Talents.Warmaster.DefenceBuff.MeleeCleaveIncreasedDamageHeal
Warmaster,Talent.ID.Talent93,0,Talents.Warmaster.MeleeAoeSlow.IncreasedDamage
Warmaster,Talent.ID.Talent96,0,Talents.Warmaster.Toughness.IncreasedToughness
Warmaster,Talent.ID.Talent97,0,Talents.Warmaster.AoeIncite.ReducedCooldown
