name,rows_ordinal,rows_name
CT_DungeonModifiers,86,DM_WinterGiant.ChannelAoePullToSelf.InitialMaxCooldown
CT_DungeonModifiers,87,DM_WinterGiant.ChannelAoePullToSelf.InitialMinCooldown
CT_DungeonModifiers,88,DM_WinterGiant.ChannelAoePullToSelf.MaxCooldown
CT_DungeonModifiers,89,DM_WinterGiant.ChannelAoePullToSelf.MaxPullSpeed
CT_DungeonModifiers,90,DM_WinterGiant.ChannelAoePullToSelf.MinCooldown
CT_DungeonModifiers,91,DM_WinterGiant.ChannelAoePullToSelf.MinPullSpeed
CT_DungeonModifiers,92,DM_WinterGiant.ChannelAoePullToSelf.PoolMovementSpeedResistance
CT_DungeonModifiers,93,DM_WinterGiant.ChannelAoePullToSelf.PostAbilityPadding
CT_DungeonModifiers,94,DM_WinterGiant.ChannelAoePullToSelf.PrimaryAttributeCoefficient
CT_DungeonModifiers,95,DM_WinterGiant.ChannelAoePullToSelf.TargetAcquisition.Length
CT_DungeonModifiers,96,DM_WinterGiant.ChannelAoePullToSelf.TargetAcquisition.Range
CT_DungeonModifiers,97,DM_WinterGiant.CrossAOE.InitialMaxCooldown
CT_DungeonModifiers,98,DM_WinterGiant.CrossAOE.InitialMinCooldown
CT_DungeonModifiers,99,DM_WinterGiant.CrossAOE.LineLength
CT_DungeonModifiers,100,DM_WinterGiant.CrossAOE.LineWidth
CT_DungeonModifiers,101,DM_WinterGiant.CrossAOE.MaxCooldown
CT_DungeonModifiers,102,DM_WinterGiant.CrossAOE.MaxRange
CT_DungeonModifiers,103,DM_WinterGiant.CrossAOE.MinCooldown
CT_DungeonModifiers,104,DM_WinterGiant.CrossAOE.PostAbilityPadding
CT_DungeonModifiers,105,DM_WinterGiant.CrossAOE.PrimaryAttributeCoefficient
CT_DungeonModifiers,106,DM_WinterGiant.CrossAOE.TriggerDelay
CT_DungeonModifiers,107,DM_WinterGiant.MeleeChannelDamage.CastingDuration
CT_DungeonModifiers,108,DM_WinterGiant.MeleeChannelDamage.Channel.Duration
CT_DungeonModifiers,109,DM_WinterGiant.MeleeChannelDamage.Channel.TickInterval
CT_DungeonModifiers,110,DM_WinterGiant.MeleeChannelDamage.Damage.PrimaryAttributeCoefficient
CT_DungeonModifiers,111,DM_WinterGiant.MeleeChannelDamage.InitialMaxCooldown
CT_DungeonModifiers,112,DM_WinterGiant.MeleeChannelDamage.InitialMinCooldown
CT_DungeonModifiers,113,DM_WinterGiant.MeleeChannelDamage.MaxCooldown
CT_DungeonModifiers,114,DM_WinterGiant.MeleeChannelDamage.MaxRange
CT_DungeonModifiers,115,DM_WinterGiant.MeleeChannelDamage.MinCooldown
CT_DungeonModifiers,116,DM_WinterGiantFriendly.BossChannelDamage.CastingDuration
CT_DungeonModifiers,117,DM_WinterGiantFriendly.BossChannelDamage.Channel.Duration
CT_DungeonModifiers,118,DM_WinterGiantFriendly.BossChannelDamage.Channel.TickInterval
CT_DungeonModifiers,119,DM_WinterGiantFriendly.BossChannelDamage.Damage.MaxHealthPercentagePerTick
CT_DungeonModifiers,120,DM_WinterGiantFriendly.BossChannelDamage.InitialMaxCooldown
CT_DungeonModifiers,121,DM_WinterGiantFriendly.BossChannelDamage.InitialMinCooldown
CT_DungeonModifiers,122,DM_WinterGiantFriendly.BossChannelDamage.MaxCooldown
CT_DungeonModifiers,123,DM_WinterGiantFriendly.BossChannelDamage.MaxRange
CT_DungeonModifiers,124,DM_WinterGiantFriendly.BossChannelDamage.MinCooldown
CT_DungeonModifiers,125,DM_WinterTrickster.Boon.DungeonQualifierExtension
CT_DungeonModifiers,126,DM_WinterTrickster.Boon.FriendlyRat.AoeRadius
CT_DungeonModifiers,127,DM_WinterTrickster.Boon.FriendlyRat.DamageStrengthCoefficient
CT_DungeonModifiers,128,DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.MaxRange
CT_DungeonModifiers,129,DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.MovementSpeedMod
CT_DungeonModifiers,130,DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.SelfDetonateTimeoutDuration
CT_DungeonModifiers,131,DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.AoeDamageMult
CT_DungeonModifiers,132,DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.CastTime
CT_DungeonModifiers,133,DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.ExplosionRadius
CT_DungeonModifiers,134,DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.StrengthCoefficient
CT_DungeonModifiers,135,DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.TriggerRadius
CT_DungeonModifiers,136,DM_WinterTrickster.Boon.FriendlyRat.ProcsPerMinute
CT_DungeonModifiers,137,DM_WinterTrickster.Boon.FriendlyRat.RequireEnemyInRangeRadius
CT_DungeonModifiers,138,DM_WinterTrickster.Boon.SpawnTimerMax
CT_DungeonModifiers,139,DM_WinterTrickster.Boon.SpawnTimerMin
CT_DungeonModifiers,140,DM_WinterTrickster.Charge.AbilityPadding
CT_DungeonModifiers,141,DM_WinterTrickster.Charge.CastingDuration
CT_DungeonModifiers,142,DM_WinterTrickster.Charge.CheckForBlockCollisionRadius
CT_DungeonModifiers,143,DM_WinterTrickster.Charge.DamageIntellectCoefficient
CT_DungeonModifiers,144,DM_WinterTrickster.Charge.KnockBackForce
CT_DungeonModifiers,145,DM_WinterTrickster.Charge.MaxCooldown
CT_DungeonModifiers,146,DM_WinterTrickster.Charge.MaxRange
CT_DungeonModifiers,147,DM_WinterTrickster.Charge.MinCooldown
CT_DungeonModifiers,148,DM_WinterTrickster.Charge.MinRange
CT_DungeonModifiers,149,DM_WinterTrickster.Charge.Speed
CT_DungeonModifiers,150,DM_WinterTrickster.Charge.StunDuration
CT_DungeonModifiers,151,DM_WinterTrickster.DropBuffs.Buff.AbsorbDuration
CT_DungeonModifiers,152,DM_WinterTrickster.DropBuffs.Buff.AbsorbMaxHealthFraction
CT_DungeonModifiers,153,DM_WinterTrickster.DropBuffs.Buff.Duration
CT_DungeonModifiers,154,DM_WinterTrickster.DropBuffs.Buff.HasteAddMult
CT_DungeonModifiers,155,DM_WinterTrickster.DropBuffs.Buff.MaxStacks
CT_DungeonModifiers,156,DM_WinterTrickster.DropBuffs.Buff.MovementSpeedAddMult
CT_DungeonModifiers,157,DM_WinterTrickster.DropBuffs.MaxDropDistance
CT_DungeonModifiers,158,DM_WinterTrickster.DropBuffs.MaxPostAbilityPadding
CT_DungeonModifiers,159,DM_WinterTrickster.DropBuffs.MinDropDistance
CT_DungeonModifiers,160,DM_WinterTrickster.DropBuffs.MinPostAbilityPadding
CT_DungeonModifiers,161,DM_WinterTrickster.DropBuffs.NumBuffsToDrop
CT_DungeonModifiers,162,DM_WinterTrickster.DropBuffs.PickupDuration
CT_DungeonModifiers,163,DM_WinterTrickster.DropBuffs.StunnedDuration
CT_DungeonModifiers,164,DM_WinterTrickster.DropBuffs.TriggerRadius
CT_DungeonModifiers,165,DM_WinterTrickster.JumpToCollectBuffs.EndJumpCastTime
CT_DungeonModifiers,166,DM_WinterTrickster.JumpToCollectBuffs.JumpAirTime
CT_DungeonModifiers,167,DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.DamageIntellectCoefficient
CT_DungeonModifiers,168,DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.KnockBackForce
CT_DungeonModifiers,169,DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.Radius
CT_DungeonModifiers,170,DM_WinterTrickster.JumpToCollectBuffs.LandingUnavoidableDamage.DamageIntellectCoefficient
CT_DungeonModifiers,171,DM_WinterTrickster.JumpToCollectBuffs.LandingUnavoidableDamage.Radius
CT_DungeonModifiers,172,DM_WinterTrickster.JumpToCollectBuffs.StartJumpCastTime
CT_DungeonModifiers,173,DM_WinterTrickster.MeleeAutoAttack.MaxCooldown
CT_DungeonModifiers,174,DM_WinterTrickster.MeleeAutoAttack.MinCooldown
CT_DungeonModifiers,175,DM_WinterTrickster.MeleeAutoAttack.Range
CT_DungeonModifiers,176,DM_WinterTrickster.MeleeAutoAttack.StrengthCoefficient
CT_DungeonModifiers,177,DM_WinterTrickster.ScatterBuffsAndJumpAroundPhase.NumHealthBasedPhaseChanges
CT_DungeonModifiers,178,DM_WinterTrickster.ThrowBomb.ActivationDelay
CT_DungeonModifiers,179,DM_WinterTrickster.ThrowBomb.ActiveLifeSpan
CT_DungeonModifiers,180,DM_WinterTrickster.ThrowBomb.DamageIntellectCoefficient
CT_DungeonModifiers,181,DM_WinterTrickster.ThrowBomb.ExplosionRadius
CT_DungeonModifiers,182,DM_WinterTrickster.ThrowBomb.InitialMaxCooldown
CT_DungeonModifiers,183,DM_WinterTrickster.ThrowBomb.InitialMinCooldown
CT_DungeonModifiers,184,DM_WinterTrickster.ThrowBomb.KnockBackForce
CT_DungeonModifiers,185,DM_WinterTrickster.ThrowBomb.MaxCooldown
CT_DungeonModifiers,186,DM_WinterTrickster.ThrowBomb.MaxDistanceFromTargetPlayer
CT_DungeonModifiers,187,DM_WinterTrickster.ThrowBomb.MaxPostAbilityPadding
CT_DungeonModifiers,188,DM_WinterTrickster.ThrowBomb.MaxRange
CT_DungeonModifiers,189,DM_WinterTrickster.ThrowBomb.MinCooldown
CT_DungeonModifiers,190,DM_WinterTrickster.ThrowBomb.MinDistanceFromTargetPlayer
CT_DungeonModifiers,191,DM_WinterTrickster.ThrowBomb.MinPostAbilityPadding
CT_DungeonModifiers,192,DM_WinterTrickster.ThrowBomb.NumDombsToThrow
CT_DungeonModifiers,193,DM_WinterTrickster.ThrowBomb.NumRatsToThrowFour
CT_DungeonModifiers,194,DM_WinterTrickster.ThrowBomb.NumRatsToThrowOne
CT_DungeonModifiers,195,DM_WinterTrickster.ThrowBomb.NumRatsToThrowThree
CT_DungeonModifiers,196,DM_WinterTrickster.ThrowBomb.NumRatsToThrowTwo
CT_DungeonModifiers,197,DM_WinterTrickster.ThrowBomb.ProjectileAirtime
CT_DungeonModifiers,198,DM_WinterTrickster.ThrowBomb.TriggerRadius
CT_DungeonModifiers,199,DM_WinterTrickster.ThrowHomingBomb.InitialMaxCooldown
CT_DungeonModifiers,200,DM_WinterTrickster.ThrowHomingBomb.InitialMinCooldown
CT_DungeonModifiers,201,DM_WinterTrickster.ThrowHomingBomb.MaxCooldown
CT_DungeonModifiers,202,DM_WinterTrickster.ThrowHomingBomb.MaxDistanceFromTargetPlayer
CT_DungeonModifiers,203,DM_WinterTrickster.ThrowHomingBomb.MinCooldown
CT_DungeonModifiers,204,DM_WinterTrickster.ThrowHomingBomb.MinDistanceFromTargetPlayer
CT_DungeonModifiers,205,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxMoveDuration
CT_DungeonModifiers,206,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxPauseDuration
CT_DungeonModifiers,207,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxRange
CT_DungeonModifiers,208,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MinMoveDuration
CT_DungeonModifiers,209,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MinPauseDuration
CT_DungeonModifiers,210,DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MovementSpeedMod
CT_DungeonModifiers,211,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.AoeDamageMult
CT_DungeonModifiers,212,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.CastTime
CT_DungeonModifiers,213,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.ExplosionRadius
CT_DungeonModifiers,214,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.KnockbackForce
CT_DungeonModifiers,215,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.StrengthCoefficient
CT_DungeonModifiers,216,DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.TriggerRadius
CT_DungeonModifiers,217,DM_WinterWitch.AoeBoon.Buff.Absorb.AbsorbConsumptionScaler
CT_DungeonModifiers,218,DM_WinterWitch.AoeBoon.Buff.Absorb.MaxHealthPercentage
CT_DungeonModifiers,219,DM_WinterWitch.AoeBoon.Buff.Duration
CT_DungeonModifiers,220,DM_WinterWitch.AoeBoon.Buff.IncomingDamageMultiplier
CT_DungeonModifiers,221,DM_WinterWitch.AoeBoon.Buff.MaxHealthHealPerTick
CT_DungeonModifiers,222,DM_WinterWitch.AoeBoon.Buff.StartCombatCooldown
CT_DungeonModifiers,223,DM_WinterWitch.AoeBoon.Buff.TickInterval
CT_DungeonModifiers,224,DM_WinterWitch.AoeBoon.Rune.Lifetime
CT_DungeonModifiers,225,DM_WinterWitch.AoeBoon.Rune.Radius
CT_DungeonModifiers,226,DM_WinterWitch.AoeBoon.SpawnMaxRadius
CT_DungeonModifiers,227,DM_WinterWitch.AoeBoon.SpawnMinRadius
CT_DungeonModifiers,228,DM_WinterWitch.AoeBoon.SpawnTimerMax
CT_DungeonModifiers,229,DM_WinterWitch.AoeBoon.SpawnTimerMin
CT_DungeonModifiers,230,DM_WinterWitch.AutoAttackMelee.MaxCooldown
CT_DungeonModifiers,231,DM_WinterWitch.AutoAttackMelee.MinCooldown
CT_DungeonModifiers,232,DM_WinterWitch.AutoAttackMelee.PrimaryAttributeCoefficient
CT_DungeonModifiers,233,DM_WinterWitch.AutoAttackMelee.Range
CT_DungeonModifiers,234,DM_WinterWitch.Boon.DungeonQualifierExtension
CT_DungeonModifiers,235,DM_WinterWitch.CastAoeImmobalize.CastTime
CT_DungeonModifiers,236,DM_WinterWitch.CastAoeImmobalize.Debuff.Duration
CT_DungeonModifiers,237,DM_WinterWitch.CastAoeImmobalize.InitialMaxCooldown
CT_DungeonModifiers,238,DM_WinterWitch.CastAoeImmobalize.InitialMinCooldown
CT_DungeonModifiers,239,DM_WinterWitch.CastAoeImmobalize.InterruptCooldown
CT_DungeonModifiers,240,DM_WinterWitch.CastAoeImmobalize.MaxCooldown
CT_DungeonModifiers,241,DM_WinterWitch.CastAoeImmobalize.MinCooldown
CT_DungeonModifiers,242,DM_WinterWitch.CastAoeImmobalize.PrimaryAttributeCoefficient
CT_DungeonModifiers,243,DM_WinterWitch.CastDelayedAoeSequence.Aoe.DirectHit.PrimaryAttributeCoefficient
CT_DungeonModifiers,244,DM_WinterWitch.CastDelayedAoeSequence.Aoe.DirectHit.Radius
CT_DungeonModifiers,245,DM_WinterWitch.CastDelayedAoeSequence.Aoe.NearbyHit.PrimaryAttributeCoefficient
CT_DungeonModifiers,246,DM_WinterWitch.CastDelayedAoeSequence.Aoe.NearbyHit.Radius
CT_DungeonModifiers,247,DM_WinterWitch.CastDelayedAoeSequence.CastTime
CT_DungeonModifiers,248,DM_WinterWitch.CastDelayedAoeSequence.HitsPerTarget
CT_DungeonModifiers,249,DM_WinterWitch.CastDelayedAoeSequence.HitsPerTargetIncrement
CT_DungeonModifiers,250,DM_WinterWitch.CastDelayedAoeSequence.InitialMaxCooldown
CT_DungeonModifiers,251,DM_WinterWitch.CastDelayedAoeSequence.InitialMinCooldown
CT_DungeonModifiers,252,DM_WinterWitch.CastDelayedAoeSequence.MaxCooldown
CT_DungeonModifiers,253,DM_WinterWitch.CastDelayedAoeSequence.MeteorActivationDelay
CT_DungeonModifiers,254,DM_WinterWitch.CastDelayedAoeSequence.MeteorInterval
CT_DungeonModifiers,255,DM_WinterWitch.CastDelayedAoeSequence.MinCooldown
CT_DungeonModifiers,256,DM_WinterWitch.CastProjectile.CastTime
CT_DungeonModifiers,257,DM_WinterWitch.CastProjectile.InitialMaxCooldown
CT_DungeonModifiers,258,DM_WinterWitch.CastProjectile.InitialMinCooldown
CT_DungeonModifiers,259,DM_WinterWitch.CastProjectile.MaxCooldown
CT_DungeonModifiers,260,DM_WinterWitch.CastProjectile.MinCooldown
CT_DungeonModifiers,261,DM_WinterWitch.CastProjectile.PrimaryAttributeCoefficient
CT_DungeonModifiers,262,DM_WinterWitch.CastProjectile.Range
CT_DungeonModifiers,263,DM_WinterWitch.CastSelfAbsorbHot.Absorb.MaxHealthPercentage
CT_DungeonModifiers,264,DM_WinterWitch.CastSelfAbsorbHot.CastTime
CT_DungeonModifiers,265,DM_WinterWitch.CastSelfAbsorbHot.Hot.MaxHealthHealPerTick
CT_DungeonModifiers,266,DM_WinterWitch.CastSelfAbsorbHot.Hot.TickInterval
CT_DungeonModifiers,267,DM_WinterWitch.CastSelfAbsorbHot.RuneLingerTime
CT_DungeonModifiers,268,DM_WinterWitch.CastSelfAbsorbHot.RuneRadius
CT_DungeonModifiers,269,DM_WinterWitch.ChannelAoeDamage.Channel.DamageScaleIncreasePerTick
CT_DungeonModifiers,270,DM_WinterWitch.ChannelAoeDamage.Channel.Tick
CT_DungeonModifiers,271,DM_WinterWitch.ChannelAoeDamage.Damage.PrimaryAttributeCoefficient
CT_DungeonModifiers,272,DM_WinterWitch.ChannelAoeDamage.Debuff.Duration
