name,rows_ordinal,encoding,x,value
CT_DungeonDifficultyToDropItemLevel,1,keyframes,0.0,15.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,4.0,75.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,5.0,75.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,6.0,105.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,9.0,150.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,10.0,150.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,11.0,180.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,14.0,225.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,15.0,225.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,16.0,255.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,19.0,300.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,20.0,300.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,21.0,315.0
CT_DungeonDifficultyToDropItemLevel,1,keyframes,150.0,315.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,0.0,15.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,1.0,15.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,4.0,60.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,5.0,60.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,6.0,90.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,8.0,120.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,9.0,150.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,10.0,150.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,13.0,195.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,14.0,225.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,15.0,225.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,18.0,270.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,19.0,300.0
CT_DungeonDifficultyToDropItemLevel,2,keyframes,150.0,300.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,0.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,3.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,4.0,90.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,5.0,90.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,6.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,8.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,9.0,165.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,10.0,165.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,11.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,13.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,14.0,240.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,15.0,240.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,16.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,18.0,0.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,19.0,315.0
CT_DungeonDifficultyToDropItemLevel,3,keyframes,150.0,315.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,0.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,3.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,4.0,90.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,5.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,8.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,9.0,165.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,10.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,13.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,14.0,240.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,15.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,18.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,19.0,315.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,20.0,0.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,21.0,315.0
CT_DungeonDifficultyToDropItemLevel,4,keyframes,150.0,315.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,0.0,75.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,3.0,75.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,4.0,105.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,5.0,105.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,6.0,150.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,8.0,150.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,9.0,195.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,10.0,195.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,11.0,225.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,13.0,225.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,14.0,270.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,15.0,270.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,16.0,315.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,20.0,315.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,21.0,360.0
CT_DungeonDifficultyToDropItemLevel,5,keyframes,150.0,360.0
CT_DungeonDifficultyToDropItemLevel,6,keyframes,0.0,0.0
CT_DungeonDifficultyToDropItemLevel,6,keyframes,150.0,0.0
CT_DungeonDifficultyToLootTierTable,0,keyframes,0.0,8.0
CT_DungeonDifficultyToLootTierTable,0,keyframes,12.0,8.0
CT_DungeonExpenseLimits,0,keyframes,1.0,100.0
CT_DungeonExpenseLimits,0,keyframes,3.0,300.0
CT_DungeonExpenseLimits,0,keyframes,6.0,570.0
CT_DungeonExpenseLimits,0,keyframes,9.0,810.0
CT_DungeonExpenseLimits,0,keyframes,12.0,1020.0
CT_DungeonExpenseLimits,0,keyframes,13.0,1080.0
CT_DungeonExpenseLimits,0,keyframes,14.0,1150.0
CT_DungeonExpenseLimits,0,keyframes,25.0,1700.0
CT_DungeonModifiers,0,dense,1.0,19.0
CT_DungeonModifiers,1,dense,1.0,43.0
CT_DungeonModifiers,2,dense,1.0,60.0
CT_DungeonModifiers,3,dense,1.0,3.0
CT_DungeonModifiers,4,dense,1.0,8.0
CT_DungeonModifiers,5,dense,1.0,4.0
CT_DungeonModifiers,6,dense,1.0,480.0
CT_DungeonModifiers,7,dense,1.0,60.0
CT_DungeonModifiers,8,dense,1.0,6000.0
CT_DungeonModifiers,9,dense,1.0,3.0
CT_DungeonModifiers,10,dense,1.0,15.0
CT_DungeonModifiers,11,dense,1.0,2000.0
CT_DungeonModifiers,12,dense,1.0,6000.0
CT_DungeonModifiers,13,dense,1.0,12.0
CT_DungeonModifiers,14,dense,1.0,3.0
CT_DungeonModifiers,15,dense,1.0,700.0
CT_DungeonModifiers,16,dense,1.0,500.0
CT_DungeonModifiers,17,dense,1.0,148.0
CT_DungeonModifiers,18,dense,1.0,128.0
CT_DungeonModifiers,19,dense,1.0,0.007
CT_DungeonModifiers,20,dense,1.0,0.0
CT_DungeonModifiers,21,dense,1.0,6000.0
CT_DungeonModifiers,22,dense,1.0,0.025
CT_DungeonModifiers,23,dense,1.0,0.1
CT_DungeonModifiers,24,dense,1.0,0.06
CT_DungeonModifiers,25,dense,1.0,1.0
CT_DungeonModifiers,26,dense,1.0,0.9
CT_DungeonModifiers,27,dense,1.0,1.5
CT_DungeonModifiers,28,dense,1.0,1.1
CT_DungeonModifiers,29,dense,1.0,1.1
CT_DungeonModifiers,30,dense,1.0,0.1
CT_DungeonModifiers,31,dense,1.0,600.0
CT_DungeonModifiers,32,dense,1.0,2.0
CT_DungeonModifiers,33,dense,1.0,2.0
CT_DungeonModifiers,34,dense,1.0,180.0
CT_DungeonModifiers,35,dense,1.0,1.0
CT_DungeonModifiers,36,dense,1.0,3.0
CT_DungeonModifiers,37,dense,1.0,50.0
CT_DungeonModifiers,38,dense,1.0,35.0
CT_DungeonModifiers,39,dense,1.0,2.0
CT_DungeonModifiers,40,dense,1.0,3.0
CT_DungeonModifiers,41,dense,1.0,1.2
CT_DungeonModifiers,42,dense,1.0,50.0
CT_DungeonModifiers,43,dense,1.0,1.2
CT_DungeonModifiers,44,dense,1.0,1400.0
CT_DungeonModifiers,45,dense,1.0,5.0
CT_DungeonModifiers,46,dense,1.0,2.0
CT_DungeonModifiers,47,dense,1.0,8000.0
CT_DungeonModifiers,48,dense,1.0,0.3
CT_DungeonModifiers,49,dense,1.0,0.25
CT_DungeonModifiers,50,dense,1.0,35.0
CT_DungeonModifiers,51,dense,1.0,400.0
CT_DungeonModifiers,52,dense,1.0,200.0
CT_DungeonModifiers,53,dense,1.0,250.0
CT_DungeonModifiers,54,dense,1.0,120.0
CT_DungeonModifiers,55,dense,1.0,88.0
CT_DungeonModifiers,56,dense,1.0,4000.0
CT_DungeonModifiers,57,dense,1.0,2.5
CT_DungeonModifiers,58,dense,1.0,60.0
CT_DungeonModifiers,59,dense,1.0,4500.0
CT_DungeonModifiers,60,dense,1.0,2.0
CT_DungeonModifiers,61,dense,1.0,90.0
CT_DungeonModifiers,62,dense,1.0,600.0
CT_DungeonModifiers,63,dense,1.0,3.2
CT_DungeonModifiers,64,dense,1.0,750.0
CT_DungeonModifiers,65,dense,1.0,500.0
CT_DungeonModifiers,66,dense,1.0,3.2
CT_DungeonModifiers,67,dense,1.0,45.0
CT_DungeonModifiers,68,dense,1.0,8.82
CT_DungeonModifiers,69,dense,1.0,20.0
CT_DungeonModifiers,70,dense,1.0,3.0
CT_DungeonModifiers,71,dense,1.0,9.73245
CT_DungeonModifiers,72,dense,1.0,0.8
CT_DungeonModifiers,73,dense,1.0,15.0
CT_DungeonModifiers,74,dense,1.0,4.0
CT_DungeonModifiers,75,dense,1.0,18.0
CT_DungeonModifiers,76,dense,1.0,18.0
CT_DungeonModifiers,77,dense,1.0,37.0
CT_DungeonModifiers,78,dense,1.0,3000.0
CT_DungeonModifiers,79,dense,1.0,37.0
CT_DungeonModifiers,80,dense,1.0,2.5
CT_DungeonModifiers,81,dense,1.0,600.0
CT_DungeonModifiers,82,dense,1.0,3.0
CT_DungeonModifiers,83,dense,1.0,4.0
CT_DungeonModifiers,84,dense,1.0,0.5
CT_DungeonModifiers,85,dense,1.0,700.0
CT_DungeonModifiers,86,dense,1.0,40.0
CT_DungeonModifiers,87,dense,1.0,40.0
CT_DungeonModifiers,88,dense,1.0,40.0
CT_DungeonModifiers,89,dense,1.0,500.0
CT_DungeonModifiers,90,dense,1.0,40.0
CT_DungeonModifiers,91,dense,1.0,200.0
CT_DungeonModifiers,92,dense,1.0,0.1
CT_DungeonModifiers,93,dense,1.0,4.0
CT_DungeonModifiers,94,dense,1.0,3.21
CT_DungeonModifiers,95,dense,1.0,2000.0
CT_DungeonModifiers,96,dense,1.0,5000.0
CT_DungeonModifiers,97,dense,1.0,10.0
CT_DungeonModifiers,98,dense,1.0,10.0
CT_DungeonModifiers,99,dense,1.0,4500.0
CT_DungeonModifiers,100,dense,1.0,200.0
CT_DungeonModifiers,101,dense,1.0,18.0
CT_DungeonModifiers,102,dense,1.0,3000.0
CT_DungeonModifiers,103,dense,1.0,18.0
CT_DungeonModifiers,104,dense,1.0,4.0
CT_DungeonModifiers,105,dense,1.0,2.12
CT_DungeonModifiers,106,dense,1.0,4.0
CT_DungeonModifiers,107,dense,1.0,2.0
CT_DungeonModifiers,108,dense,1.0,1.0
CT_DungeonModifiers,109,dense,1.0,0.5
CT_DungeonModifiers,110,dense,1.0,6.84
CT_DungeonModifiers,111,dense,1.0,7.5
CT_DungeonModifiers,112,dense,1.0,7.5
CT_DungeonModifiers,113,dense,1.0,20.0
CT_DungeonModifiers,114,dense,1.0,700.0
CT_DungeonModifiers,115,dense,1.0,20.0
CT_DungeonModifiers,116,dense,1.0,2.0
CT_DungeonModifiers,117,dense,1.0,1.0
CT_DungeonModifiers,118,dense,1.0,0.5
CT_DungeonModifiers,119,dense,1.0,0.02
CT_DungeonModifiers,120,dense,1.0,10.0
CT_DungeonModifiers,121,dense,1.0,10.0
CT_DungeonModifiers,122,dense,1.0,40.0
CT_DungeonModifiers,123,dense,1.0,800.0
CT_DungeonModifiers,124,dense,1.0,40.0
CT_DungeonModifiers,125,dense,1.0,60.0
CT_DungeonModifiers,126,dense,1.0,500.0
CT_DungeonModifiers,127,dense,1.0,2.0
CT_DungeonModifiers,128,dense,1.0,5000.0
CT_DungeonModifiers,129,dense,1.0,0.4
CT_DungeonModifiers,130,dense,1.0,20.0
CT_DungeonModifiers,131,dense,1.0,1.0
CT_DungeonModifiers,132,dense,1.0,2.0
CT_DungeonModifiers,133,dense,1.0,500.0
CT_DungeonModifiers,134,dense,1.0,5.5
CT_DungeonModifiers,135,dense,1.0,50.0
CT_DungeonModifiers,136,dense,1.0,10.0
CT_DungeonModifiers,137,dense,1.0,4000.0
CT_DungeonModifiers,138,dense,1.0,3.0
CT_DungeonModifiers,139,dense,1.0,3.0
CT_DungeonModifiers,140,dense,1.0,8.0
CT_DungeonModifiers,141,dense,1.0,3.0
CT_DungeonModifiers,142,dense,1.0,200.0
