hero,id,numeric_params_ordinal,ordinal,value
Mosse,Talent.ID.Talent13,0,0,TargetAbsorb
Mosse,Talent.ID.Talent13,1,0,TargetAbsorb
Mosse,Talent.ID.Talent13,1,1,AbsorbDamageMitigation
Mosse,Talent.ID.Talent13,2,0,TargetAbsorb
Mosse,Talent.ID.Talent13,2,1,Duration
Mosse,Talent.ID.Talent13,3,0,TargetAbsorb
Mosse,Talent.ID.Talent13,3,1,IntellectCoefficient
Mosse,Talent.ID.Talent15,0,0,Charges
Mosse,Talent.ID.Talent15,1,0,Charges
Mosse,Talent.ID.Talent15,1,1,AccumulatedHealScaler
Mosse,Talent.ID.Talent15,2,0,Charges
Mosse,Talent.ID.Talent15,2,1,MaxCharges
Mosse,Talent.ID.Talent17,0,0,IncreaseHealingToSimplePinkFlutterfly
Mosse,Talent.ID.Talent17,1,0,IncreaseHealingToSimplePinkFlutterfly
Mosse,Talent.ID.Talent17,1,1,HealScaler
Mosse,Talent.ID.Talent18,0,0,DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent18,1,0,DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent18,1,1,DamageIncrease
Mosse,Talent.ID.Talent2,0,0,CastedMulti
Mosse,Talent.ID.Talent2,1,0,CastedMulti
Mosse,Talent.ID.Talent2,1,1,CastDuration
Mosse,Talent.ID.Talent2,2,0,CastedMulti
Mosse,Talent.ID.Talent2,2,1,ManaMultiplier
Mosse,Talent.ID.Talent2,3,0,CastedMulti
Mosse,Talent.ID.Talent2,3,1,MaxTargets
Mosse,Talent.ID.Talent2,4,0,CastedMulti
Mosse,Talent.ID.Talent2,4,1,Radius
Mosse,Talent.ID.Talent3,0,0,IncreasedCriticalStrikeChance
Mosse,Talent.ID.Talent3,1,0,IncreasedCriticalStrikeChance
Mosse,Talent.ID.Talent3,1,1,_value
Mosse,Talent.ID.Talent89,0,0,ReducedIncomingDamage
Mosse,Talent.ID.Talent89,1,0,ReducedIncomingDamage
Mosse,Talent.ID.Talent89,1,1,DamageMultiplier
Mosse,Talent.ID.Talent9,0,0,ReducedSpeedAoeDebuff
Mosse,Talent.ID.Talent9,1,0,ReducedSpeedAoeDebuff
Mosse,Talent.ID.Talent9,1,1,AttackSpeedDivider
Mosse,Talent.ID.Talent9,2,0,ReducedSpeedAoeDebuff
Mosse,Talent.ID.Talent9,2,1,MovementSpeedDivider
Mosse,Talent.ID.Talent9,3,0,ReducedSpeedAoeDebuff
Mosse,Talent.ID.Talent9,3,1,Radius
Mosse,Talent.ID.Talent93,0,0,DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent93,1,0,DamageIncreasePerPinkButterfly
Mosse,Talent.ID.Talent93,1,1,DamageIncrease
Mosse,Talent.ID.Talent97,0,0,ReducedManaCost
Mosse,Talent.ID.Talent97,1,0,ReducedManaCost
Mosse,Talent.ID.Talent97,1,1,_value
Mosse,Talent.ID.Talent98,0,0,IncreasedDamage
Mosse,Talent.ID.Talent98,1,0,IncreasedDamage
Mosse,Talent.ID.Talent98,1,1,DamageMultiplier
Rime,Talent.ID.Talent1,0,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,1,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,1,1,DamageMultiplier
Rime,Talent.ID.Talent1,2,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,2,1,DamageToAoe
Rime,Talent.ID.Talent1,3,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,3,1,DamageToAoe
Rime,Talent.ID.Talent1,3,2,DamageScaler
Rime,Talent.ID.Talent1,4,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,4,1,DamageToAoe
Rime,Talent.ID.Talent1,4,2,Height
Rime,Talent.ID.Talent1,5,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,5,1,DamageToAoe
Rime,Talent.ID.Talent1,5,2,MaxNumTargets
Rime,Talent.ID.Talent1,6,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,6,1,DamageToAoe
Rime,Talent.ID.Talent1,6,2,Radius
Rime,Talent.ID.Talent1,7,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,7,1,DamageToAoe
Rime,Talent.ID.Talent1,7,2,TargetCountThreshold
Rime,Talent.ID.Talent1,8,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,8,1,MaxStacks
Rime,Talent.ID.Talent1,9,0,InstantAndBonusDamage
Rime,Talent.ID.Talent1,9,1,PPM
Rime,Talent.ID.Talent10,0,0,GrantInstantSingleDamageCharge
Rime,Talent.ID.Talent10,1,0,GrantInstantSingleDamageCharge
Rime,Talent.ID.Talent10,1,1,NumCharges
Rime,Talent.ID.Talent12,0,0,DamageBonus
Rime,Talent.ID.Talent12,1,0,DamageBonus
Rime,Talent.ID.Talent12,1,1,AoeMaxTargets
Rime,Talent.ID.Talent12,2,0,DamageBonus
Rime,Talent.ID.Talent12,2,1,AoeRadius
Rime,Talent.ID.Talent12,3,0,DamageBonus
Rime,Talent.ID.Talent12,3,1,DamageFactorAsAoeScaler
Rime,Talent.ID.Talent12,4,0,DamageBonus
Rime,Talent.ID.Talent12,4,1,DamageScale
Rime,Talent.ID.Talent12,5,0,IncreasedChannelDuration
Rime,Talent.ID.Talent12,6,0,IncreasedChannelDuration
Rime,Talent.ID.Talent12,6,1,AddedSeconds
Rime,Talent.ID.Talent14,0,0,CostIncrease
Rime,Talent.ID.Talent14,1,0,CostIncrease
Rime,Talent.ID.Talent14,1,1,_value
Rime,Talent.ID.Talent14,2,0,DamageIncreaseAndCastTimeIncrease
Rime,Talent.ID.Talent14,3,0,DamageIncreaseAndCastTimeIncrease
Rime,Talent.ID.Talent14,3,1,AdditionalDamage
Rime,Talent.ID.Talent14,4,0,DamageIncreaseAndCastTimeIncrease
Rime,Talent.ID.Talent14,4,1,CastTimeIncreaseDuration
Rime,Talent.ID.Talent2,0,0,IncreasedDamage
Rime,Talent.ID.Talent2,1,0,IncreasedDamage
Rime,Talent.ID.Talent2,1,1,DamageScaler
Rime,Talent.ID.Talent4,0,0,CastedDebuffAoeDamageCooldownReduction
Rime,Talent.ID.Talent4,1,0,CastedDebuffAoeDamageCooldownReduction
Rime,Talent.ID.Talent4,1,1,CooldownReductionPerTick
Rime,Talent.ID.Talent52,0,0,BuffWhileActive
Rime,Talent.ID.Talent52,1,0,BuffWhileActive
Rime,Talent.ID.Talent52,1,1,AddedHaste
Rime,Talent.ID.Talent52,2,0,BuffWhileActive
Rime,Talent.ID.Talent52,2,1,DamageScaleOtherAbilities
Rime,Talent.ID.Talent6,0,0,MultiStrike
Rime,Talent.ID.Talent6,1,0,MultiStrike
Rime,Talent.ID.Talent6,1,1,ChanceToStrikeTrice
Rime,Talent.ID.Talent6,2,0,MultiStrike
Rime,Talent.ID.Talent6,2,1,ChanceToStrikeTwice
Rime,Talent.ID.Talent90,0,0,TriggerAnimaSpikeVolley
Rime,Talent.ID.Talent90,1,0,TriggerAnimaSpikeVolley
Rime,Talent.ID.Talent90,1,1,Chance
Rime,Talent.ID.Talent90,2,0,TriggerAnimaSpikeVolley
Rime,Talent.ID.Talent90,2,1,NumProjectiles
Rime,Talent.ID.Talent92,0,0,BuffWhileActive
Rime,Talent.ID.Talent92,1,0,BuffWhileActive
Rime,Talent.ID.Talent92,1,1,AddedHaste
Rime,Talent.ID.Talent92,2,0,BuffWhileActive
Rime,Talent.ID.Talent92,2,1,DamageScaleOtherAbilities
Rime,Talent.ID.Talent94,0,0,AdditionalWavesOfAutoProjectiles
Rime,Talent.ID.Talent94,1,0,AdditionalWavesOfAutoProjectiles
Rime,Talent.ID.Talent94,1,1,NumWaves
Rime,Talent.ID.Talent94,2,0,AdditionalWavesOfAutoProjectiles
Rime,Talent.ID.Talent94,2,1,WavePeriod
Rime,Talent.ID.Talent95,0,0,IncreasedCritChance
Rime,Talent.ID.Talent95,1,0,IncreasedCritChance
Rime,Talent.ID.Talent95,1,1,CritChanceIncrease
Rime,Talent.ID.Talent97,0,0,DamageBonus
Rime,Talent.ID.Talent97,1,0,DamageBonus
Rime,Talent.ID.Talent97,1,1,AoeMaxTargets
Rime,Talent.ID.Talent97,2,0,DamageBonus
Rime,Talent.ID.Talent97,2,1,AoeRadius
Rime,Talent.ID.Talent97,3,0,DamageBonus
Rime,Talent.ID.Talent97,3,1,DamageFactorAsAoeScaler
Rime,Talent.ID.Talent97,4,0,DamageBonus
Rime,Talent.ID.Talent97,4,1,DamageScale
Rime,Talent.ID.Talent98,0,0,AdditionalAnimaForSingleTarget
Rime,Talent.ID.Talent98,1,0,AdditionalAnimaForSingleTarget
Rime,Talent.ID.Talent98,1,1,AnimaIncreasePerTick
Rime,Talent.ID.Talent99,0,0,IncreasedDamage
Rime,Talent.ID.Talent99,1,0,IncreasedDamage
Rime,Talent.ID.Talent99,1,1,DamageScaler
Vigor,Talent.ID.Talent1,0,0,ResourceToFreeCast
Vigor,Talent.ID.Talent1,1,0,ResourceToFreeCast
Vigor,Talent.ID.Talent1,1,1,HealMultiplier
Vigor,Talent.ID.Talent1,2,0,ResourceToFreeCast
Vigor,Talent.ID.Talent1,2,1,MaxRange
Vigor,Talent.ID.Talent10,0,0,IncreasedEcho
Vigor,Talent.ID.Talent10,1,0,IncreasedEcho
Vigor,Talent.ID.Talent10,1,1,HealMultiplier
Vigor,Talent.ID.Talent16,0,0,DotHotExtension
Vigor,Talent.ID.Talent16,1,0,DotHotExtension
Vigor,Talent.ID.Talent16,1,1,DoTHotCoefficientScaler
Vigor,Talent.ID.Talent16,2,0,DotHotExtension
Vigor,Talent.ID.Talent16,2,1,PeriodicEffectDurationExtension
Vigor,Talent.ID.Talent16,3,0,DotHotExtension
Vigor,Talent.ID.Talent16,3,1,PeriodicEffectMaxDurationFactor
Vigor,Talent.ID.Talent18,0,0,IncreasedCritChance
Vigor,Talent.ID.Talent18,1,0,IncreasedCritChance
Vigor,Talent.ID.Talent18,1,1,_value
Vigor,Talent.ID.Talent2,0,0,DamageReduction
Vigor,Talent.ID.Talent2,1,0,DamageReduction
Vigor,Talent.ID.Talent2,1,1,AoeDuration
Vigor,Talent.ID.Talent2,2,0,DamageReduction
Vigor,Talent.ID.Talent2,2,1,ReductionMultiplier
Vigor,Talent.ID.Talent2,3,0,DamageReduction
Vigor,Talent.ID.Talent2,3,1,SecondPulseHealingMultiplier
Vigor,Talent.ID.Talent3,0,0,DamageToAoe
Vigor,Talent.ID.Talent3,1,0,DamageToAoe
Vigor,Talent.ID.Talent3,1,1,Radius
Vigor,Talent.ID.Talent3,2,0,DamageToAoe
Vigor,Talent.ID.Talent3,2,1,RadiusForTargetsOutOfCombat
Vigor,Talent.ID.Talent3,3,0,DamageToAoe
Vigor,Talent.ID.Talent3,3,1,RemainingDamageMultiplier
Vigor,Talent.ID.Talent3,4,0,DamageToAoe
Vigor,Talent.ID.Talent3,4,1,ResourceGainMultiplier
Vigor,Talent.ID.Talent4,0,0,DotProc
Vigor,Talent.ID.Talent4,1,0,DotProc
Vigor,Talent.ID.Talent4,1,1,CritChanceOverride
Vigor,Talent.ID.Talent4,2,0,DotProc
Vigor,Talent.ID.Talent4,2,1,ProcChance
Vigor,Talent.ID.Talent6,0,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,1,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,1,1,Duration
Vigor,Talent.ID.Talent6,2,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,2,1,ManaRegenMultiplier
Vigor,Talent.ID.Talent6,3,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,3,1,ManaRegenPerTickInPercentage
Vigor,Talent.ID.Talent6,4,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,4,1,PPM
Vigor,Talent.ID.Talent6,5,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,5,1,StatBonusIncrease
Vigor,Talent.ID.Talent6,6,0,ManaRegenBuff
Vigor,Talent.ID.Talent6,6,1,TickInterval
Vigor,Talent.ID.Talent7,0,0,ResourceGainFreeCast
Vigor,Talent.ID.Talent7,1,0,ResourceGainFreeCast
Vigor,Talent.ID.Talent7,1,1,DamageMultiplier
Vigor,Talent.ID.Talent7,2,0,ResourceGainFreeCast
Vigor,Talent.ID.Talent7,2,1,MaxTargetingRange
Vigor,Talent.ID.Talent86,0,0,DotHotExtension
Vigor,Talent.ID.Talent86,1,0,DotHotExtension
Vigor,Talent.ID.Talent86,1,1,DoTHotCoefficientScaler
Vigor,Talent.ID.Talent86,2,0,DotHotExtension
Vigor,Talent.ID.Talent86,2,1,PeriodicEffectDurationExtension
Vigor,Talent.ID.Talent86,3,0,DotHotExtension
Vigor,Talent.ID.Talent86,3,1,PeriodicEffectMaxDurationFactor
Vigor,Talent.ID.Talent87,0,0,IncreasedDamage
Vigor,Talent.ID.Talent87,1,0,IncreasedDamage
Vigor,Talent.ID.Talent87,1,1,DamageMultiplier
Vigor,Talent.ID.Talent87,2,0,ReducedCastTimeBuff
Vigor,Talent.ID.Talent87,3,0,ReducedCastTimeBuff
Vigor,Talent.ID.Talent87,3,1,Duration
Vigor,Talent.ID.Talent87,4,0,ReducedCastTimeBuff
Vigor,Talent.ID.Talent87,4,1,ReducedCastTimeInSeconds
Vigor,Talent.ID.Talent89,0,0,ChargeUpMultiple
Vigor,Talent.ID.Talent89,1,0,ChargeUpMultiple
Vigor,Talent.ID.Talent89,1,1,AdditionalTargets
Vigor,Talent.ID.Talent89,2,0,ChargeUpMultiple
Vigor,Talent.ID.Talent89,2,1,CastDuration
Vigor,Talent.ID.Talent89,3,0,ChargeUpMultiple
Vigor,Talent.ID.Talent89,3,1,Cost
Vigor,Talent.ID.Talent89,4,0,ChargeUpMultiple
Vigor,Talent.ID.Talent89,4,1,DamageMultiplier
Vigor,Talent.ID.Talent92,0,0,ReducedIncomingDamage
Vigor,Talent.ID.Talent92,1,0,ReducedIncomingDamage
Vigor,Talent.ID.Talent92,1,1,IncomingDamageMultiplier
Vigor,Talent.ID.Talent94,0,0,IncreasedHealDependentOnHealth
Vigor,Talent.ID.Talent94,1,0,IncreasedHealDependentOnHealth
Vigor,Talent.ID.Talent94,1,1,HealIncrement
Vigor,Talent.ID.Talent94,2,0,IncreasedHealDependentOnHealth
Vigor,Talent.ID.Talent94,2,1,MissingHealthPerHealIncrement
Vigor,Talent.ID.Talent96,0,0,DecreasedResourceCost
Vigor,Talent.ID.Talent96,1,0,DecreasedResourceCost
Vigor,Talent.ID.Talent96,1,1,SubtractionOfCost
Vigor,Talent.ID.Talent97,0,0,CheaperInstantCast
Vigor,Talent.ID.Talent97,1,0,CheaperInstantCast
Vigor,Talent.ID.Talent97,1,1,CostMultiplier
Vigor,Talent.ID.Talent97,2,0,CheaperInstantCast
Vigor,Talent.ID.Talent97,2,1,MaxStacks
Vigor,Talent.ID.Talent97,3,0,CheaperInstantCast
Vigor,Talent.ID.Talent97,3,1,ProcChance
