name,definitions_ordinal,effect,source_typed_payload_coverage,ordinal,calculation_class
CRAgilityDamageCalculation,25,GE_Mara_StrongerBehindAttackBuilder_Damage_Strong,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,26,GE_Mara_StrongerBehindAttackBuilder_Damage_Weak,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,27,GE_Mara_StrongerBehindAttackBuilder_Poison_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,28,GE_Mara_Talent_BleedAttackSpender_ExplosivePoison_Poison,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,29,GE_Mara_Talent_ChargedDoubleAttackBuilder_AoeDamage_PoisonDamage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,30,GE_Mara_Talent_ComboPointsChanceAoeDamage_Dot,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,31,GE_Meiko_ChanneledHeavyDamage_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,32,GE_Meiko_ChanneledHeavyDamage_FinalDamage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,33,GE_Meiko_DamageSoakBuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,34,GE_Meiko_DurationalAoeDamageBuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,35,GE_Meiko_DurationalMultipleTeleportDamage_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,36,GE_Meiko_FrontalAoeDebuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,37,GE_Meiko_HighDamageCleave_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,38,GE_Meiko_MeleeAutoAttack_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,39,GE_Meiko_MeleeDamageImmediateSelfBuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,40,GE_Meiko_MeleeDamageLowHealthSelfBuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,41,GE_Meiko_MeleeDamageSelfBuff_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,42,GE_Meiko_MeleeDown_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,43,GE_Meiko_MeleeLeft_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,44,GE_Meiko_MeleeRight_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,45,GE_Meiko_MoveToLocationAoeDamage_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,46,GE_Meiko_MoveToLocationAoeDamage_Dot,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,47,GE_Meiko_Talent_InstantSelfDefensive_DamageReductionLessHel_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,48,GE_UB_DeadeyeArbalest_LineAttack_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,49,GE_UB_DeadeyeArbalest_RangedAutoAttack_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,50,GE_UB_DefendingArcher_RangedAutoAttack_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,51,GE_UB_DefendingArcher_Volley_Dot,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,52,GE_UB_ReanimatedArcher_RangedAutoAttack_Damage,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,53,GE_UB_ReanimatedArcher_Volley_Dot,complete,0,CRAgilityDamageCalculation
CRAgilityDamageCalculation,54,GE_UC_CadavrianArbalist_AutoAttack_Damage,complete,0,CRAgilityDamageCalculation
CRCancelAbilitiesBlockedByIncite,0,GE_Shared_StatusApplication_Incited,complete,0,CRCancelAbilitiesBlockedByIncite
CRCancelAbilitiesBlockedByThisEffectsParentExecution,0,GE_Default_CancelAllAbilitiesBlockedByParentEffect,complete,0,CRCancelAbilitiesBlockedByThisEffectsParentExecution
CRCancelAbilitiesWithTagsExecution,0,GE_Default_CancelAllSkills,complete,0,CRCancelAbilitiesWithTagsExecution
CRDispelActiveEffectsBlockedByThisEffectsParentExecution,0,GE_Default_DispelAllEffectsBlockedByParentEffect,complete,0,CRDispelActiveEffectsBlockedByThisEffectsParentExecution
CRDispelActiveEffectsWithTagsExecution,0,GE_Default_DispelAllDebuffs,complete,0,CRDispelActiveEffectsWithTagsExecution
CRDispelActiveEffectsWithTagsExecution,1,GE_Lisa_SingleAllyDispel_Dispel,complete,0,CRDispelActiveEffectsWithTagsExecution
CRDispelActiveEffectsWithTagsExecution,2,GE_Mosse_SingleTargetDispel_Dispel,complete,0,CRDispelActiveEffectsWithTagsExecution
CRDispelActiveEffectsWithTagsExecution,3,GE_RelicPower_MassDispel,complete,0,CRDispelActiveEffectsWithTagsExecution
CRDispelActiveEffectsWithTagsExecution,4,GE_Vigor_SingleAllyDispel_Dispel,complete,0,CRDispelActiveEffectsWithTagsExecution
CRInstantGuaranteedKillExecution,0,GE_Environmental_InstantKill_Crushed,complete,0,CRInstantGuaranteedKillExecution
CRInstantGuaranteedKillExecution,1,GE_MC_BloodHound_JumpCleave_Bleed_OverflowInstantDeath,complete,0,CRInstantGuaranteedKillExecution
CRIntellectDamageCalculation,0,GE_BlackmistShadowMinion_Cast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,1,GE_BlackmistShadowMinion_OnDeathExplosion_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,2,GE_BossVikingMystic_RuneMinion_Cast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,3,GE_BossVikingMystic_RuneMinion_OnDeathExplosion_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,4,GE_CM_BlackburnMantrader_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,5,GE_CM_BlackburnMantrader_LargeRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,6,GE_CM_BossAina_CastDebuffProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,7,GE_CM_BossAina_CastFillerProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,8,GE_CM_BossAina_PlacedSlowAoe_AoeDot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,9,GE_CM_BossWhisperingCore_Beam_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,10,GE_CM_BossWhisperingCore_PlatformAoEDamage_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,11,GE_CM_BossWhisperingCore_PulsingAoEDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,12,GE_CM_Construct_Charged_ChainLightning_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,13,GE_CM_CrystalConstructCharged_RotatingBeam_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,14,GE_CM_ElfWarden_CastSingleBlast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,15,GE_CM_ElfWarden_Fear_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,16,GE_CM_Elf_Warden_BurstingBarrier_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,17,GE_CM_Elf_Warden_DrainMana_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,18,GE_CM_RubiliteAurastone_ChasingLaser_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,19,GE_CM_RubiliteAurastone_LockOnLaser_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,20,GE_CM_RubiliteFocus_Laser_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,21,GE_CM_RubiliteTriggerstone_Trap_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,22,GE_CM_VolatileConstruct_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,23,GE_DD_Arbalist_Trap_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,24,GE_DD_NightboundMagi_CastedPartyAoeDebuff_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,25,GE_DD_NightboundMagi_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,26,GE_DD_NightboundMagi_SoakDebuff_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,27,GE_DD_WitheringMagi_CastedRangedInstantProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,28,GE_DD_WitheringMagi_CastedRangedProjectileDot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,29,GE_DM_WinterTrickster_AoEKnockback_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,30,GE_DM_WinterTrickster_DropBuffs_Landing_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,31,GE_DM_WinterTrickster_DropBuffs_Landing_UnavoidableDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,32,GE_DR_BarbedRoot_ChanneledAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,33,GE_DR_BossCultLeader_BeamHeroDebuff_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,34,GE_DR_BossCultLeader_Defile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,35,GE_DR_BossCultLeader_RotatingCross_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,36,GE_DR_BossGateWizard_AbsorbDamagePulse_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,37,GE_DR_BossGateWizard_DangerZoneDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,38,GE_DR_BossGateWizard_FirePillar_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,39,GE_DR_BossSummonedDemon_Portal_ShootProjectiles_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,40,GE_DR_BurningDemon_DemonboltVolley_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,41,GE_DR_CultistCaster_CastedRangedInstantProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,42,GE_DR_CultistCaster_CastedRangedProjectileDot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,43,GE_DR_CultistMajorCaster_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,44,GE_DR_CultistMajorCaster_GrowingCircleCast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,45,GE_DR_Ritualist_SacrificeDot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,46,GE_DR_Ritualist_TurretDot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,47,GE_DR_RuinsLasher_PassiveAOEPools_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,48,GE_Environmental_LightningBolts_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,49,GE_FK_BossElfDragon_AutoAttack_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,50,GE_FK_BossElfDragon_FierySoak_PoolAOEDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,51,GE_FK_BossElfDragon_FierySoak_SoakDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,52,GE_FK_BossElfDragon_KnockbackCone_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,53,GE_FK_BossElfDragon_MultiDashArrivalAOEDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,54,GE_FK_BossElfDragon_ShrinkingArenaDebuff_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,55,GE_FK_BossFreezingWaterLord_ExplosiveOrbDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,56,GE_FK_BossFreezingWaterLord_ExplosiveOrb_PeriodicAoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,57,GE_FK_BossFreezingWaterLord_FreezingCone_NormalDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,58,GE_FK_BossFreezingWaterLord_FreezingCone_WetDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,59,GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,60,GE_FK_BossFreezingWaterLord_IceSoak_PostEffectDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,61,GE_FK_BossFreezingWaterLord_IceSoak_SoakDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,62,GE_FK_BossRangerCaptain_BigCross_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,63,GE_FK_BossRangerCaptain_ExplosiveShot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,64,GE_FK_BossRangerCaptain_HailOfArrows_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,65,GE_FK_BossRangerCaptain_HailOfArrows_DoT,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,66,GE_FK_BossRangerCaptain_IceTrap_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,67,GE_FK_Elf_Cleric_DrainLife_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,68,GE_FK_Elf_Cleric_Redemption_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,69,GE_FK_Elf_Cleric_Redemption_DoT,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,70,GE_FK_Elf_Cleric_SoulBolt_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,71,GE_FK_Elf_Duelist_IceBreaker_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,72,GE_FK_Elf_Guard_ShatteringBarrier_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,73,GE_FK_Elf_Illusionist_CastSingleFrost_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,74,GE_FK_Elf_Illusionist_ChanneledDamageAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,75,GE_FK_Elf_Illusionist_ExplosiveOrb_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,76,GE_FK_Elf_Illusionist_ExplosiveOrb_PeriodicAoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,77,GE_FK_Elf_Ranger_IceTrap_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,78,GE_FK_Elf_Ranger_RapidFire_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,79,GE_FK_Elf_Shardling_DeathExplosionDotDebuff,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,80,GE_FM_AshenArsonist_Cone_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,81,GE_FM_GoblinCaster_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,82,GE_FM_Invoker_CastedRangedInstantProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,83,GE_FM_OrcCaster_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,84,GE_Firemage_CastedDotBoostProjectile_DamageAndDotBoost,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,85,GE_Firemage_CastedPlacedAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,86,GE_Firemage_CastedSingleDot_Dot,complete,1,CRIntellectDamageCalculation
CRIntellectDamageCalculation,87,GE_Firemage_CastedSingleHeavyDot_Dot,complete,1,CRIntellectDamageCalculation
CRIntellectDamageCalculation,88,GE_Firemage_ChanneledForwardAoeDamage_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,89,GE_Firemage_ChanneledForwardAoeDamage_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,90,GE_Firemage_FireFrog_DirectDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,91,GE_Firemage_InstantDoubleDot_MainTargetBonus_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,92,GE_Firemage_InstantSingleDisorient_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,93,GE_Firemage_InstantSingleTargetDot_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,94,GE_Firemage_PlacedProjectileAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,95,GE_IC_BossMagistrate_FrigidMist_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,96,GE_IC_BossMagistrate_Frostbolt_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,97,GE_IC_BossMagistrate_IceSpikes_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,98,GE_IC_BossMagistrate_KnockbackCone_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,99,GE_IC_BossMagistrate_Redemption_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,100,GE_IC_BossMagistrate_Redemption_ShootProjectileOnExpired_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,101,GE_IC_GlacialSprite_PassiveAOEPools_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,102,GE_IC_Healer_TwoTargetDot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,103,GE_IC_Healer_highThreatChannel_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,104,GE_JS_NPCRime_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,105,GE_JS_NPCRime_ChanneledDamageBeam_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,106,GE_JS_NPCRime_OnTargetPulsatingAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,107,GE_JS_NPCSylvie_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,108,GE_JS_TutorialTroll_Cone_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,109,GE_JS_TutorialTroll_PassiveAOEPools_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,110,GE_Lisa_CastedProjectileDamageIncreaseDebuff_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,111,GE_Lisa_CastedSingleTargetProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,112,GE_Lisa_InstantDamageSpender_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,113,GE_Lisa_InstantSingleTargetDamageAndDot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,114,GE_Lisa_InstantSingleTargetDamageAndDot_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,115,GE_Lisa_SingleTargetDot_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,116,GE_Lisa_Talent_Passive_InstantSelfBuff_DetonateAllActiveDots_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,117,GE_Lisa_Talent_SingleTargetDot_DotAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,118,GE_Lisa_Talent_SingleTargetDot_DotAoe_Dot,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,119,GE_MC_WanderingGhostPriest_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,120,GE_MF_BossNecrolord_ChanneledNova_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,121,GE_MF_BossNecrolord_DeathCast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,122,GE_MF_BossNecrolord_MultiShot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,123,GE_MF_BossNecrolord_SpreadingDot_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,124,GE_MF_BossNecrolord_SummonCrystal_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,125,GE_MF_FoulTotemic_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,126,GE_Mosse_CastedSingleTargetProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,127,GE_Mosse_ExplosiveMinion_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,128,GE_Mosse_ProjectileTurret_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,129,GE_NP_BossHellcaller_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,130,GE_NP_BossHellcaller_ChainLightning_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,131,GE_NP_BossHellcaller_GrowingCircleCast_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,132,GE_NP_BossHellcaller_SoakDebuff_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,133,GE_NP_BossHellcaller_TankSlamCone_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,134,GE_NP_Stormscreamer_CastProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,135,GE_NP_Stormscreamer_CastedAoeProjectile_CollisionEffect,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,136,GE_NP_Stormscreamer_CastedAoeProjectile_Zap,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,137,GE_PR_BossPirateCaptain_CannonAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,138,GE_PR_BossTreasureDemon_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,139,GE_PR_BossTreasureDemon_Cone_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,140,GE_PR_FoB_CastedStun_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,141,GE_PR_FoB_RangedAutoAttack_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,142,GE_PR_PossessedArmor_MeleeAutoAttack_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,143,GE_PR_PossessedArmor_RampingDamageDebuff_Debuff,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,144,GE_PR_WaterCaster_CastedAoeProjectile_CollisionEffect,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,145,GE_PR_WaterCaster_CastedRangedProjectile_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,146,GE_PR_WaterCaster_CastedRangedProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,147,GE_Rime_AutoDamageProjectile_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,148,GE_Rime_CastedDebuffAoeDamage_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,149,GE_Rime_CastedProjectileDamageFiller_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,150,GE_Rime_CastedProjectileDamageOrbSpender_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,151,GE_Rime_ChanneledBeamSingleDamage_AoeDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,152,GE_Rime_ChanneledBeamSingleDamage_TickDamage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,153,GE_Rime_InstantSingleDamage_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,154,GE_Rime_OnTargetPulsatingAoe_Damage,complete,0,CRIntellectDamageCalculation
CRIntellectDamageCalculation,155,GE_Rime_Talent_ChanneledBeamSingleDamage_StackBuffForInstantSingleDamage_CleaveDamage,complete,0,CRIntellectDamageCalculation
