hero,id,ordinal,source_id,guid
Firemage,Talent.ID.Talent17,0,GA_Firemage_Passive_CastedDotBoostProjectile_Talent_DamageSpreadToCastedSingleDot_Monitor_C,130bb455-8ab8-5f06-b288-edd6c2f1196f
Firemage,Talent.ID.Talent18,0,GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot_C,0a98000d-0582-5916-b70c-e4909630bf6e
Firemage,Talent.ID.Talent5,0,GA_Firemage_Passive_Talent_CastedDotBoostProjectile_IncreasedCritChance_C,177e2c46-17b0-53b2-abc0-a4d885696bb4
Firemage,Talent.ID.Talent7,0,GA_Firemage_Passive_Talent_InstantDoubleDot_CastedSingleDotReducesCooldown_C,992cd275-6d4a-5339-9306-4d408c7a6e03
Firemage,Talent.ID.Talent8,0,GA_Firemage_Passive_Talent_CastedSingleHeavyDot_InstantSingleDotReducesCooldown_C,b0c65967-56c0-53a4-a16d-dbd775a179f8
Firemage,Talent.ID.Talent8,1,GA_Firemage_Passive_Talent_CastedSingleHeavyDot_CastedDotBoostProjectileReducesCooldown_C,f38acb6e-3ad1-50c3-a299-023e0430a1fe
Firemage,Talent.ID.Talent9,0,GA_Firemage_Passive_Talent_DotDoubleDamageAndHeal_DotTickMonitor_C,98999d3a-9775-5567-b2a1-4d4015e6bc65
Firemage,Talent.ID.Talent97,0,GA_Firemage_Passive_CastedDotBoostProjectile_Talent_DamageSpreadToCastedSingleDot_Monitor_C,130bb455-8ab8-5f06-b288-edd6c2f1196f
Gunde,Talent.ID.Talent1,0,GA_Gunde_Passive_Talent_InstantWhirlwindAoe_ChanceCooldownReset_C,27ea8f5a-eb07-5624-9e13-4f66ece9cd63
Gunde,Talent.ID.Talent10,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBoost_ReducedCooldownPerOrb_C,e04e1fdb-b056-561f-b094-06726bc8173e
Gunde,Talent.ID.Talent13,0,GA_Gunde_Passive_Talent_DotTransfer_AoeBasedOnStacks_C,2df2a422-3148-504e-8b8e-5d2d1747b36a
Gunde,Talent.ID.Talent14,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBased_CritToAoe_C,1a74d81c-aba2-538d-bc83-e9189a63d4fb
Gunde,Talent.ID.Talent17,0,GA_Gunde_Passive_Talent_AbilityToBuffChance_C,6edfbd24-20cc-525b-8f94-4c5455d6498f
Gunde,Talent.ID.Talent18,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBased_CooldownAcceleration_C,2a1a04ce-b288-54af-8d64-67983351821a
Gunde,Talent.ID.Talent2,0,GA_Gunde_Passive_Talent_InstantWhirlwindAoe_GatherOrbs_C,a629500e-1ac5-55d4-9672-e57b211c07d2
Gunde,Talent.ID.Talent2,1,GA_Gunde_Passive_Talent_DotTransfer_ExplosionOnPickup_C,95be72e8-49d2-5044-82ee-6a6a8adaf49a
Gunde,Talent.ID.Talent3,0,GA_Gunde_Passive_Talent_TargetedAoeProjectile_Empowered_C,1b8b0ada-8fec-5361-9ab6-54d546fd7b6b
Gunde,Talent.ID.Talent4,0,GA_Gunde_Passive_Talent_DotTransfer_IncreasedDamageOnSelf_C,dc1f8c74-6f1a-597a-9a3a-0dce2a5712ef
Gunde,Talent.ID.Talent5,0,GA_Gunde_Passive_Talent_DashAttack_EmpoweredAbilities_C,2c06c648-382d-5248-9236-32691898f989
Gunde,Talent.ID.Talent8,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBoost_GuaranteedSpiritProcBuff_C,052924d8-51d9-55ad-966c-cefc42d226c8
Gunde,Talent.ID.Talent9,0,GA_Gunde_Passive_Talent_InstantAoeDot_StacksToHaste_C,8cb2e1d1-e9a9-5d1e-baf3-b409140e4905
Gunde,Talent.ID.Talent95,0,GA_Gunde_Passive_Talent_DotTransfer_IncreasedDamageOnSelf_C,dc1f8c74-6f1a-597a-9a3a-0dce2a5712ef
Gunde,Talent.ID.Talent96,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBased_CritToAoe_Old_C,6ece32cb-56f8-5eec-8dcd-ef8156ed7c63
Gunde,Talent.ID.Talent99,0,GA_Gunde_Passive_Talent_HeavyMeleeDotBoost_IncreasedDotDamage_C,62ecc3cc-5965-5b18-aa86-acccdeedb49a
Ink,Talent.ID.Talent11,0,GA_Ink_Talent_Passive_AutoAttackBuff_AlwaysHitWindowBuff_Monitor_C,b21a0eb5-fd23-5de2-9e0b-b6046d0ce1e4
Ink,Talent.ID.Talent13,0,GA_Ink_Talent_ExtraResourcesAtStart_C,a8933fa8-8ca7-5441-aabc-eca0755a55de
Ink,Talent.ID.Talent15,0,GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAoeAttack_C,05f40df7-0186-55fb-a475-01df1c147914
Ink,Talent.ID.Talent18,0,GA_Ink_Talent_Passive_AutoAttackBuff_StackingBuffConsumedBySpender_Monitor_C,482cfa59-76d8-575a-930f-0ee974691aea
Ink,Talent.ID.Talent3,0,GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAttack_C,99fae2d4-fc6c-53ac-b11e-46070427e8d9
Ink,Talent.ID.Talent4,0,GA_Ink_Talent_Passive_HeavySingleTargetAttack_AoE_Monitor_C,392dc478-985a-5475-9a39-a3d830173a12
Ink,Talent.ID.Talent6,0,GA_Ink_Passive_Talent_PassiveFuryGeneration_Applier_C,293cfe79-08ba-5011-8944-62276d3946d5
Ink,Talent.ID.Talent9,0,GA_Ink_Passive_Talent_ChanceIncreasedSpenderDamage_C,4d394d46-4bef-5055-a764-f93860260d07
Ink,Talent.ID.Talent97,0,GA_Ink_Passive_Talent_AutoAttackBuff_GainToIncreasedDamage_C,aea43851-e0aa-52e6-825c-cb3ae0bdc428
Ink,Talent.ID.Talent98,0,GA_Ink_Talent_Passive_HeavySingleTargetAttack_AoE_Monitor_C,392dc478-985a-5475-9a39-a3d830173a12
Lisa,Talent.ID.Talent11,0,GA_Lisa_Talent_Passive_InstantSelfBuff_DetonateAllActiveDots_Monitor_C,e44d457f-f995-5db4-8bbc-e2c8fa69e218
Lisa,Talent.ID.Talent12,0,GA_Lisa_Passive_Talent_StaggerOverhealToStackingHeal_C,4e06e981-a9e3-58ce-9575-dffd4a847711
Lisa,Talent.ID.Talent14,0,GA_Lisa_Passive_Talent_InstantDamageSpender_Absorb_C,b1221d57-1919-5dce-bf42-f51e002e9928
Lisa,Talent.ID.Talent15,0,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_C,199d4290-8ab2-549c-a8a8-be2becaa8ee6
Lisa,Talent.ID.Talent16,0,GA_Lisa_Passive_Talent_ResourceThresholdBuffs_C,71e16d94-e233-58ef-aa56-50ce14dd82f5
Lisa,Talent.ID.Talent2,0,GA_Lisa_Passive_Talent_InstantToDamageSpender_DamageToDot_C,e84c089d-ced2-550d-9153-c90ccd6fae70
Lisa,Talent.ID.Talent4,0,GA_Lisa_Passive_Talent_SpendersToManaRegen_C,699e7824-69e8-5e17-9e59-7ba568ab3eb3
Lisa,Talent.ID.Talent5,0,GA_Lisa_Passive_Talent_CastedSingleTargetProjectile_CastedHealFromPreviousDamageProc_C,44542825-e0bb-58c1-b90e-c2ee09cd6d3a
Lisa,Talent.ID.Talent6,0,GA_Lisa_Talent_Passive_ResourceToFreeSpender_C,1bbd7939-81b4-5b34-9e3f-19a8344a4dd3
Lisa,Talent.ID.Talent7,0,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_InstigatorBuff_C,c2e9074b-0685-511a-becd-20d75f096e7b
Lisa,Talent.ID.Talent89,0,GA_Lisa_Passive_Talent_IncreasedHealingToSelf_C,61348e93-5768-5478-9885-4db0e36fa02c
Lisa,Talent.ID.Talent95,0,GA_Lisa_Passive_Talent_ChanneledHealOrDamageProjectilesSpender_OverhealAbsorb_C,5d2414dd-2cdc-5753-b9b7-15f0d141e97d
Lisa,Talent.ID.Talent97,0,GA_Lisa_Passive_Talent_TeleportForward_DamageReduction_C,5ccc15d8-a2ef-5524-8e17-15e7be84f11e
Mara,Talent.ID.Talent1,0,GA_Mara_Passive_Talent_BleedAttackSpender_HasteIncrease_C,3a27a499-9f1f-5db7-83ed-357874e5d2e9
Mara,Talent.ID.Talent11,0,GA_Mara_Passive_Talent_StrongerBehindAttackBuilder_PoisonChance_C,58dd1b61-7027-541e-8a16-34dc7575f6f4
Mara,Talent.ID.Talent12,0,GA_Mara_Passive_Talent_ResetCooldownRefillResouces_ComboPointToCooldownReduction_C,1610a189-3af0-5ebb-8d21-1680eb88e17a
Mara,Talent.ID.Talent13,0,GA_Mara_Passive_Talent_Stealth_SpenderIncreasedDamage_C,a0cfe613-13cb-5789-b718-b586b72cd109
Mara,Talent.ID.Talent14,0,GA_Mara_Passive_Talent_BleedAttackSpender_ExplosivePoison_C,cb1abb40-5f9f-534c-b1ac-b37a89581c53
Mara,Talent.ID.Talent15,0,GA_Mara_Passive_Talent_AoeAttackBuilder_HeavyAttackSpenderDamageIncrease_C,d631a64b-652c-59a6-83a0-803a91453da7
Mara,Talent.ID.Talent16,0,GA_Mara_Passive_Talent_ChargedResourceRefillSelfBuff_BleedAttackSpenderBleedAoe_C,2aea454b-8ebb-5188-8ac6-fce3d05cce60
Mara,Talent.ID.Talent19,0,GA_Mara_Passive_Talent_BleedAttackSpender_IncreasedTickRateWhileSingle_C,dbc5ae1c-e6f2-5e9f-bd83-f30b9e09e2d0
Mara,Talent.ID.Talent3,0,GA_Mara_Passive_Talent_ResourceAttackSpenderCritChance_C,fb6b061d-1c20-5ed2-97f3-519f38adb4f9
Mara,Talent.ID.Talent4,0,GA_Mara_Passive_Talent_ComboPointsChanceAoeDamage_C,28f72b5a-100c-5372-ab69-7fcf4b3be677
Mara,Talent.ID.Talent5,0,GA_Mara_Passive_PosionDamage_Monitor_C,eef2edf0-971b-5e28-a779-8b294ba32ccb
Mara,Talent.ID.Talent6,0,GA_Mara_Passive_Talent_ComboPointsRefundEnergy_C,b929207f-c9e1-5f9f-b146-86b812859e67
Mara,Talent.ID.Talent96,0,GA_Mara_Passive_Talent_ChargedTeleportBehindTarget_IncreasedDamageOrMovementSpeed_C,f9c3d182-1ef4-545b-ae42-9f0a74f49293
Mara,Talent.ID.Talent98,0,GA_Mara_Passive_Talent_ChargedDoubleAttackBuilder_ResourceIncreaseOT_C,f53050d5-be8d-545e-a7f1-127f04e715e7
Meiko,Talent.ID.Talent1,0,GA_Meiko_Passive_Talent_ChanneledHeavyDamage_InstantSelfDefensiveCharge_C,2ed59416-05dc-5639-afc3-6251109e4f04
Meiko,Talent.ID.Talent13,0,GA_Meiko_Passive_Talent_SelfHealToStoneHealth_C,114b0437-4f51-5b9c-937a-85b31c4d868a
Meiko,Talent.ID.Talent15,0,GA_Meiko_Talent_Passive_DurationalAoeDamageBuff_FinisherIncreasedDodgeChance_Manager_C,26f2d33e-8495-52a5-8250-4a3b3734fa94
Meiko,Talent.ID.Talent16,0,GA_Meiko_Passive_Talent_InstantSelfDefensive_ApplyHot_C,5ae103b3-7d52-580d-8b73-9a9778231f4a
Meiko,Talent.ID.Talent17,0,GA_Meiko_Passive_Talent_DamageSoakBuff_FinisherToReducedCooldown_C,bfdcd809-6d19-50d2-8bbc-a0dae0b183af
Meiko,Talent.ID.Talent2,0,GA_Meiko_Passive_Talent_DamageSoakBuff_IncreasedIncomingHealing_C,5af10abd-17e8-5a53-8df0-6497a474c4a8
Meiko,Talent.ID.Talent4,0,GA_Meiko_Passive_Talent_ChargedForwardDash_AoeSlow_C,ae97b720-ed7f-5480-97d9-a377afecd6ae
Meiko,Talent.ID.Talent4,1,GA_Meiko_Talent_ExtraResourcesAtStart_C,87e8c54c-e7e9-5e1a-819b-08394156e234
Meiko,Talent.ID.Talent5,0,GA_Meiko_Passive_Talent_MoveToLocationAoeDamage_ApplyBuffs_C,507cc489-57b2-54f7-a695-67bd7fba4688
Meiko,Talent.ID.Talent6,0,GA_Meiko_Passive_Talent_DurationalAoeDamageBuff_ReducedAttackSpeed_C,d290e2e5-803c-5ec0-a35c-575f8f2cc87a
Meiko,Talent.ID.Talent7,0,GA_Meiko_Passive_Talent_ConsumedBuffsToDefensiveBuff_C,87d7561c-1091-5b33-817f-4a9e5f7470fb
Meiko,Talent.ID.Talent8,0,GA_Meiko_Passive_Talent_MoveToLocationAoeDamage_CooldownReduction_C,fc6db1e3-8512-55b8-91f7-6a77c2e3ee21
Meiko,Talent.ID.Talent9,0,GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,e0e0d18a-56c3-521e-bb80-45070d0efa40
Mosse,Talent.ID.Talent1,0,GA_Mosse_Passive_Talent_HealingAoeTotem_CastedSingleTargetProjectileDamageToTick_C,747cac22-88da-55ba-851d-8f1bcb4a5845
Mosse,Talent.ID.Talent10,0,GA_Mosse_Passive_Talent_PlacedAoeBuff_ReducedCooldownDespawn_C,b7cfd9ef-ff48-5363-8ab7-4a0224133f06
Mosse,Talent.ID.Talent18,0,GA_Mosse_Passive_Talent_HealingAoeTotem_ProjectileTurretDamageToTick_C,1c50164a-ceb8-5fdb-964e-c83c569fb11d
Mosse,Talent.ID.Talent4,0,GA_Mosse_Talent_Passive_ButterflyHealMonitor_C,8e2389ca-5e08-54b3-9c0c-c4eebd3d09d3
Mosse,Talent.ID.Talent5,0,GA_Mosse_Passive_Talent_CastedSingleTargetProjectile_DamageToMana_C,f4d8039e-1f2b-53be-b394-bc5a0e9ad087
Mosse,Talent.ID.Talent7,0,GA_Mosse_Talent_Passive_ManaCostReduceBuffOnOtherAbilityCommit_Monitor_C,32097e36-71e9-5399-bfce-3e464d4d32dd
Mosse,Talent.ID.Talent8,0,GA_Mosse_Talent_Passive_ButterflyHealLowHealth_Buff_Monitor_C,e125115b-cd3e-581e-b24c-bced645163aa
Mosse,Talent.ID.Talent88,0,GA_Mosse_Talent_Passive_ButterflyHealMonitor_C,8e2389ca-5e08-54b3-9c0c-c4eebd3d09d3
Mosse,Talent.ID.Talent9,0,GA_Mosse_Talent_Passive_TurrentChannelHeal_ReducedSpeedAoeDebuff_Monitor_C,e10ac3b3-a9bf-50f2-841c-229470a81e71
Rime,Talent.ID.Talent1,0,GA_Rime_Passive_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_Stacker_C,7664a15c-6218-558d-970b-a90f444e5050
Rime,Talent.ID.Talent1,1,GA_Rime_Talent_Passive_CastedProjectileDamageOrbSpender_DamageToAoe_Monitor_C,60b5f123-e07f-5114-bf90-dea8f3759ae5
Rime,Talent.ID.Talent15,0,GA_Rime_Passive_Talent_AutoDamageProjectile_TriggerCastedDebuffAoeDamage_Monitor_C,e2b87f86-026c-5c48-b428-959c843b52cf
Rime,Talent.ID.Talent17,0,GA_Rime_Passive_Talent_SpendersSwap_SwapSpenderAbilities_C,175826c0-7ca6-5bd8-8578-5622d7956ad1
Rime,Talent.ID.Talent18,0,GA_Rime_Talent_Passive_ChanceOnOrbGain_NextSpenderCritIncrease__OrbGainMonitor_C,1400748f-8827-58d9-b8da-0c01ade5f794
Rime,Talent.ID.Talent18,1,GA_Rime_Talent_Passive_ChanceOnOrbGain_NextSpenderCritIncrease_SpenderDamageMonitor_C,1bab4e0a-39cb-5e80-9d22-f1a580327631
Rime,Talent.ID.Talent2,0,GA_Rime_Talent_Passive_CastedProjectileDamageFiller_TriggerPulse_DamageMonitor_C,9c61bddb-69b2-5aa9-8b6c-5460b1779b87
Rime,Talent.ID.Talent3,0,GA_Rime_Passive_ChanneledBeamSingleDamageMonitor_C,1de8a40e-4c5c-50b2-aff2-4907e6f84f7c
Rime,Talent.ID.Talent8,0,GA_Rime_Passive_Talent_ResourceSpendingReducesCooldowns_CooldownReducer_C,2197421d-5342-5e1d-867e-9747776a7f7e
Rime,Talent.ID.Talent9,0,GA_Rime_Passive_Talent_ChanneledBeamSingleDamage_BoostByCritProc_CritMonitor_C,88e10c74-d25b-5919-a668-4c430818e43d
Rime,Talent.ID.Talent90,0,GA_Rime_Passive_InstantSingleDamageMonitor_C,04aa4edd-0ad9-515d-a376-959062598ba5
Rime,Talent.ID.Talent91,0,GA_Rime_Passive_Talent_ChanneledBeamSingleDamage_BoostByCritProc_CritMonitor_C,88e10c74-d25b-5919-a668-4c430818e43d
Sune,Talent.ID.Talent1,0,GA_Sune_Passive_Talent_SingleTargetFillerMelee_AoeProcBuff_Monitor_C,e09a154b-abc7-5654-b1fe-bec93e8b96c1
Sune,Talent.ID.Talent11,0,GA_Sune_Talent_Passive_SingleTargetAbsorb_ReducedMagicDamageTaken_Monitor_C,7ef02853-31e6-5eff-9a52-b18d92e7b9b9
Sune,Talent.ID.Talent13,0,GA_Sune_Passive_Talent_ParryCounterAttack_Monitor_C,d72235a8-bc28-5294-87ac-3b833127edb2
Sune,Talent.ID.Talent15,0,GA_Sune_Passive_Talent_AoeMelee_CooldownProc_Monitor_C,a91f54ba-dac6-58d5-a71c-0e0ff8da7617
Sune,Talent.ID.Talent17,0,GA_Sune_Talent_LowHealthDamageReduction_HealthMonitor_C,10fa4370-3aa9-5b80-b668-bec25d3ee64a
Sune,Talent.ID.Talent8,0,GA_Sune_Passive_Talent_DroppedPulseAoe_StackingBoostBuff_Monitor_C,0d0a2b7f-919d-563c-92da-b348372ed9bc
Sune,Talent.ID.Talent9,0,GA_Sune_Passive_Talent_SingleTargetAbsorb_ParryBoost_Monitor_C,2087e40d-27a3-5f77-aee8-2de744988dde
Vigor,Talent.ID.Talent1,0,GA_Vigor_Passive_Talent_SkillshotAoeProjectile_ResourceToFreeCast_C,529485d1-43ba-53cc-9425-6f0b268d5dc8
Vigor,Talent.ID.Talent12,0,GA_Vigor_Passive_Talent_InstantFrontalConeDamageHeal_InstantAoeHeal_FreePowerProc_C,8235bbd4-b626-5a03-a89c-9b1d346662c0
Vigor,Talent.ID.Talent15,0,GA_Vigor_Talent_Passive_InstantAoeHealToHot_Monitor_C,7818ffad-7166-5872-bd4b-54f81347d491
Vigor,Talent.ID.Talent4,0,GA_Vigor_Passive_Talent_InstantFrontalConeDamageHeal_DotProc_C,59b067d9-51c0-5d99-b2d2-7d6d4a87a5e7
Vigor,Talent.ID.Talent7,0,GA_Vigor_Passive_Talent_CastedSingleTargetHeal_ResourceGainFreeCast_C,5d48c4a9-49f8-5a72-a4b7-f2d1a0b16e94
Vigor,Talent.ID.Talent8,0,GA_Vigor_Passive_Talent_SkillshotAoeProjectile_HealsApplyAbsorb_Monitor_C,c98a6c77-ec4b-542d-9931-d27dc8725fe8
Vigor,Talent.ID.Talent85,0,GA_Vigor_Passive_Talent_AbsorbRefill_Monitor_C,4846b3e5-5f77-5b0d-b115-32487bef08d6
Vigor,Talent.ID.Talent97,0,GA_Vigor_Passive_Talent_CastedSingleTargetHeal_CheaperInstantCast_Monitor_C,3409304a-21bb-5ed2-b7e5-b80f66dbc8c2
Warmaster,Talent.ID.Talent1,0,GA_Warmaster_Talent_Passive_BlockMonitor_C,2e1484d3-8169-5d1c-be38-b56f4b0f5378
Warmaster,Talent.ID.Talent11,0,GA_Warmaster_Passive_Talent_LowHealthBuff_C,df5cee88-870f-5029-b98f-63497070e092
Warmaster,Talent.ID.Talent13,0,GA_Warmaster_Passive_Talent_MoveSpeedBuff_PartyAndIncreasedSpeed_C,8879a5df-4a44-5e93-87f3-d816316fcfb3
Warmaster,Talent.ID.Talent14,0,GA_Warmaster_Talent_Passive_ToughnessBuff_C,fa906ec1-7e66-59f4-9e4f-6d3cd892980e
Warmaster,Talent.ID.Talent16,0,GA_Warmaster_Passive_Talent_IncreasedArmorFromAbilities_C,1b6c2c89-cc78-5cd3-920d-f8d12f99c0b2
Warmaster,Talent.ID.Talent18,0,GA_Warmaster_Passive_Talent_AoeIncite_ReducedCooldownPerBlock_C,f511d819-d7e2-59cb-bc70-680a1e16d03c
Warmaster,Talent.ID.Talent4,0,GA_Warmaster_Passive_Talent_DefenceBuff_MoveSpeedBuffCooldownReduction_C,3d969d94-e611-5422-868d-8458acf62a02
Warmaster,Talent.ID.Talent6,0,GA_Warmaster_Passive_Talent_LightMelee_BlockToIncreasedPower_C,1cad2ff0-033b-5ce2-b6e2-b90646a55a20
Warmaster,Talent.ID.Talent8,0,GA_Warmaster_Passive_Talent_MeleeCleaveAbsorbBuff_ReducedDamageReflectDamage_C,c6fece68-5b61-5d41-9ef2-34b8a32bf1b8
Warmaster,Talent.ID.Talent92,0,GA_Warmaster_Passive_Talent_MeleeCleave_MeleeAoeSlow_IncreasedDamageStun_C,fd5fe6f4-d766-5587-9d87-155908c0a146
Warmaster,Talent.ID.Talent99,0,GA_Warmaster_Passive_Talent_BouncyProjectile_ChanceAoeDamage_C,84671acc-0a17-5401-941b-abce1268866d
