name,ordinal,value
CRIntellectDamageCalculation,33,GE_DR_BossCultLeader_BeamHeroDebuff_Dot
CRIntellectDamageCalculation,34,GE_DR_BossCultLeader_Defile_Damage
CRIntellectDamageCalculation,35,GE_DR_BossCultLeader_RotatingCross_Damage
CRIntellectDamageCalculation,36,GE_DR_BossGateWizard_AbsorbDamagePulse_Damage
CRIntellectDamageCalculation,37,GE_DR_BossGateWizard_DangerZoneDamage
CRIntellectDamageCalculation,38,GE_DR_BossGateWizard_FirePillar_Dot
CRIntellectDamageCalculation,39,GE_DR_BossSummonedDemon_Portal_ShootProjectiles_Damage
CRIntellectDamageCalculation,40,GE_DR_BurningDemon_DemonboltVolley_Damage
CRIntellectDamageCalculation,41,GE_DR_CultistCaster_CastedRangedInstantProjectile_Damage
CRIntellectDamageCalculation,42,GE_DR_CultistCaster_CastedRangedProjectileDot_Damage
CRIntellectDamageCalculation,43,GE_DR_CultistMajorCaster_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,44,GE_DR_CultistMajorCaster_GrowingCircleCast_Damage
CRIntellectDamageCalculation,45,GE_DR_Ritualist_SacrificeDot
CRIntellectDamageCalculation,46,GE_DR_Ritualist_TurretDot
CRIntellectDamageCalculation,47,GE_DR_RuinsLasher_PassiveAOEPools_Dot
CRIntellectDamageCalculation,48,GE_Environmental_LightningBolts_Damage
CRIntellectDamageCalculation,49,GE_FK_BossElfDragon_AutoAttack_Damage
CRIntellectDamageCalculation,50,GE_FK_BossElfDragon_FierySoak_PoolAOEDamage
CRIntellectDamageCalculation,51,GE_FK_BossElfDragon_FierySoak_SoakDamage
CRIntellectDamageCalculation,52,GE_FK_BossElfDragon_KnockbackCone_AoeDamage
CRIntellectDamageCalculation,53,GE_FK_BossElfDragon_MultiDashArrivalAOEDamage
CRIntellectDamageCalculation,54,GE_FK_BossElfDragon_ShrinkingArenaDebuff_Dot
CRIntellectDamageCalculation,55,GE_FK_BossFreezingWaterLord_ExplosiveOrbDamage
CRIntellectDamageCalculation,56,GE_FK_BossFreezingWaterLord_ExplosiveOrb_PeriodicAoeDamage
CRIntellectDamageCalculation,57,GE_FK_BossFreezingWaterLord_FreezingCone_NormalDamage
CRIntellectDamageCalculation,58,GE_FK_BossFreezingWaterLord_FreezingCone_WetDamage
CRIntellectDamageCalculation,59,GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot
CRIntellectDamageCalculation,60,GE_FK_BossFreezingWaterLord_IceSoak_PostEffectDamage
CRIntellectDamageCalculation,61,GE_FK_BossFreezingWaterLord_IceSoak_SoakDamage
CRIntellectDamageCalculation,62,GE_FK_BossRangerCaptain_BigCross_Damage
CRIntellectDamageCalculation,63,GE_FK_BossRangerCaptain_ExplosiveShot_Damage
CRIntellectDamageCalculation,64,GE_FK_BossRangerCaptain_HailOfArrows_Damage
CRIntellectDamageCalculation,65,GE_FK_BossRangerCaptain_HailOfArrows_DoT
CRIntellectDamageCalculation,66,GE_FK_BossRangerCaptain_IceTrap_Damage
CRIntellectDamageCalculation,67,GE_FK_Elf_Cleric_DrainLife_Damage
CRIntellectDamageCalculation,68,GE_FK_Elf_Cleric_Redemption_Damage
CRIntellectDamageCalculation,69,GE_FK_Elf_Cleric_Redemption_DoT
CRIntellectDamageCalculation,70,GE_FK_Elf_Cleric_SoulBolt_Damage
CRIntellectDamageCalculation,71,GE_FK_Elf_Duelist_IceBreaker_Damage
CRIntellectDamageCalculation,72,GE_FK_Elf_Guard_ShatteringBarrier_AoeDamage
CRIntellectDamageCalculation,73,GE_FK_Elf_Illusionist_CastSingleFrost_Damage
CRIntellectDamageCalculation,74,GE_FK_Elf_Illusionist_ChanneledDamageAoe_Damage
CRIntellectDamageCalculation,75,GE_FK_Elf_Illusionist_ExplosiveOrb_Damage
CRIntellectDamageCalculation,76,GE_FK_Elf_Illusionist_ExplosiveOrb_PeriodicAoeDamage
CRIntellectDamageCalculation,77,GE_FK_Elf_Ranger_IceTrap_Damage
CRIntellectDamageCalculation,78,GE_FK_Elf_Ranger_RapidFire_Damage
CRIntellectDamageCalculation,79,GE_FK_Elf_Shardling_DeathExplosionDotDebuff
CRIntellectDamageCalculation,80,GE_FM_AshenArsonist_Cone_Damage
CRIntellectDamageCalculation,81,GE_FM_GoblinCaster_CastProjectile_Damage
CRIntellectDamageCalculation,82,GE_FM_Invoker_CastedRangedInstantProjectile_Damage
CRIntellectDamageCalculation,83,GE_FM_OrcCaster_CastProjectile_Damage
CRIntellectDamageCalculation,84,GE_Firemage_CastedDotBoostProjectile_DamageAndDotBoost
CRIntellectDamageCalculation,85,GE_Firemage_CastedPlacedAoe_Damage
CRIntellectDamageCalculation,86,GE_Firemage_CastedSingleDot_Dot
CRIntellectDamageCalculation,87,GE_Firemage_CastedSingleHeavyDot_Dot
CRIntellectDamageCalculation,88,GE_Firemage_ChanneledForwardAoeDamage_Damage
CRIntellectDamageCalculation,89,GE_Firemage_ChanneledForwardAoeDamage_Dot
CRIntellectDamageCalculation,90,GE_Firemage_FireFrog_DirectDamage
CRIntellectDamageCalculation,91,GE_Firemage_InstantDoubleDot_MainTargetBonus_Damage
CRIntellectDamageCalculation,92,GE_Firemage_InstantSingleDisorient_Damage
CRIntellectDamageCalculation,93,GE_Firemage_InstantSingleTargetDot_Dot
CRIntellectDamageCalculation,94,GE_Firemage_PlacedProjectileAoe_Damage
CRIntellectDamageCalculation,95,GE_IC_BossMagistrate_FrigidMist_Damage
CRIntellectDamageCalculation,96,GE_IC_BossMagistrate_Frostbolt_Damage
CRIntellectDamageCalculation,97,GE_IC_BossMagistrate_IceSpikes_Damage
CRIntellectDamageCalculation,98,GE_IC_BossMagistrate_KnockbackCone_AoeDamage
CRIntellectDamageCalculation,99,GE_IC_BossMagistrate_Redemption_Dot
CRIntellectDamageCalculation,100,GE_IC_BossMagistrate_Redemption_ShootProjectileOnExpired_Damage
CRIntellectDamageCalculation,101,GE_IC_GlacialSprite_PassiveAOEPools_Damage
CRIntellectDamageCalculation,102,GE_IC_Healer_TwoTargetDot_Damage
CRIntellectDamageCalculation,103,GE_IC_Healer_highThreatChannel_Damage
CRIntellectDamageCalculation,104,GE_JS_NPCRime_CastProjectile_Damage
CRIntellectDamageCalculation,105,GE_JS_NPCRime_ChanneledDamageBeam_Damage
CRIntellectDamageCalculation,106,GE_JS_NPCRime_OnTargetPulsatingAoe_Damage
CRIntellectDamageCalculation,107,GE_JS_NPCSylvie_CastProjectile_Damage
CRIntellectDamageCalculation,108,GE_JS_TutorialTroll_Cone_Damage
CRIntellectDamageCalculation,109,GE_JS_TutorialTroll_PassiveAOEPools_Dot
CRIntellectDamageCalculation,110,GE_Lisa_CastedProjectileDamageIncreaseDebuff_Damage
CRIntellectDamageCalculation,111,GE_Lisa_CastedSingleTargetProjectile_Damage
CRIntellectDamageCalculation,112,GE_Lisa_InstantDamageSpender_Damage
CRIntellectDamageCalculation,113,GE_Lisa_InstantSingleTargetDamageAndDot_Damage
CRIntellectDamageCalculation,114,GE_Lisa_InstantSingleTargetDamageAndDot_Dot
CRIntellectDamageCalculation,115,GE_Lisa_SingleTargetDot_Dot
CRIntellectDamageCalculation,116,GE_Lisa_Talent_Passive_InstantSelfBuff_DetonateAllActiveDots_Damage
CRIntellectDamageCalculation,117,GE_Lisa_Talent_SingleTargetDot_DotAoe_Damage
CRIntellectDamageCalculation,118,GE_Lisa_Talent_SingleTargetDot_DotAoe_Dot
CRIntellectDamageCalculation,119,GE_MC_WanderingGhostPriest_CastProjectile_Damage
CRIntellectDamageCalculation,120,GE_MF_BossNecrolord_ChanneledNova_Damage
CRIntellectDamageCalculation,121,GE_MF_BossNecrolord_DeathCast_Damage
CRIntellectDamageCalculation,122,GE_MF_BossNecrolord_MultiShot_Damage
CRIntellectDamageCalculation,123,GE_MF_BossNecrolord_SpreadingDot_Damage
CRIntellectDamageCalculation,124,GE_MF_BossNecrolord_SummonCrystal_Damage
CRIntellectDamageCalculation,125,GE_MF_FoulTotemic_CastProjectile_Damage
CRIntellectDamageCalculation,126,GE_Mosse_CastedSingleTargetProjectile_Damage
CRIntellectDamageCalculation,127,GE_Mosse_ExplosiveMinion_Damage
CRIntellectDamageCalculation,128,GE_Mosse_ProjectileTurret_Damage
CRIntellectDamageCalculation,129,GE_NP_BossHellcaller_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,130,GE_NP_BossHellcaller_ChainLightning_Damage
CRIntellectDamageCalculation,131,GE_NP_BossHellcaller_GrowingCircleCast_Damage
CRIntellectDamageCalculation,132,GE_NP_BossHellcaller_SoakDebuff_Damage
CRIntellectDamageCalculation,133,GE_NP_BossHellcaller_TankSlamCone_AoeDamage
CRIntellectDamageCalculation,134,GE_NP_Stormscreamer_CastProjectile_Damage
CRIntellectDamageCalculation,135,GE_NP_Stormscreamer_CastedAoeProjectile_CollisionEffect
CRIntellectDamageCalculation,136,GE_NP_Stormscreamer_CastedAoeProjectile_Zap
CRIntellectDamageCalculation,137,GE_PR_BossPirateCaptain_CannonAoe_Damage
CRIntellectDamageCalculation,138,GE_PR_BossTreasureDemon_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,139,GE_PR_BossTreasureDemon_Cone_Damage
CRIntellectDamageCalculation,140,GE_PR_FoB_CastedStun_Damage
CRIntellectDamageCalculation,141,GE_PR_FoB_RangedAutoAttack_Damage
CRIntellectDamageCalculation,142,GE_PR_PossessedArmor_MeleeAutoAttack_Damage
CRIntellectDamageCalculation,143,GE_PR_PossessedArmor_RampingDamageDebuff_Debuff
CRIntellectDamageCalculation,144,GE_PR_WaterCaster_CastedAoeProjectile_CollisionEffect
CRIntellectDamageCalculation,145,GE_PR_WaterCaster_CastedRangedProjectile_AoeDamage
CRIntellectDamageCalculation,146,GE_PR_WaterCaster_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,147,GE_Rime_AutoDamageProjectile_Damage
CRIntellectDamageCalculation,148,GE_Rime_CastedDebuffAoeDamage_Damage
CRIntellectDamageCalculation,149,GE_Rime_CastedProjectileDamageFiller_Damage
CRIntellectDamageCalculation,150,GE_Rime_CastedProjectileDamageOrbSpender_Damage
CRIntellectDamageCalculation,151,GE_Rime_ChanneledBeamSingleDamage_AoeDamage
CRIntellectDamageCalculation,152,GE_Rime_ChanneledBeamSingleDamage_TickDamage
CRIntellectDamageCalculation,153,GE_Rime_InstantSingleDamage_Damage
CRIntellectDamageCalculation,154,GE_Rime_OnTargetPulsatingAoe_Damage
CRIntellectDamageCalculation,155,GE_Rime_Talent_ChanneledBeamSingleDamage_StackBuffForInstantSingleDamage_CleaveDamage
CRIntellectDamageCalculation,156,GE_Rime_TargetedPeriodicProjectileAoe_Damage
CRIntellectDamageCalculation,157,GE_SG_GhostEruptor_CastedPartyAoeDebuff_Damage
CRIntellectDamageCalculation,158,GE_SG_GhostEruptor_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,159,GE_SG_GhostEruptor_SoakDebuff_Damage
CRIntellectDamageCalculation,160,GE_SG_WaterElemental_CastedAoeProjectile_CollisionEffect
CRIntellectDamageCalculation,161,GE_SG_WaterElemental_CastedRangedProjectile_AoeDamage
CRIntellectDamageCalculation,162,GE_SG_WaterElemental_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,163,GE_ST_BloodBrute_BloodSpikes_Damage
CRIntellectDamageCalculation,164,GE_ST_BossDefenseEye_PlatformAoEDamage_AoeDot
CRIntellectDamageCalculation,165,GE_ST_BossDefenseEye_RotatingCross_Damage
CRIntellectDamageCalculation,166,GE_ST_BossDefenseEye_RotatingCross_Hard_DamageOtherPlayers
CRIntellectDamageCalculation,167,GE_UB_BossArchbishop_AlternatingAOE_Clone_Debuff_Damage
CRIntellectDamageCalculation,168,GE_UB_BossArchbishop_RandomImpactsAOE_Damage
CRIntellectDamageCalculation,169,GE_UB_BossArchbishop_SpawnOrbs_Orb_AOEDamage
CRIntellectDamageCalculation,170,GE_UB_BossCaster_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,171,GE_UB_BossLunatic_BombProjectile_Damage
CRIntellectDamageCalculation,172,GE_UB_BossLunatic_ChasePlayer_Damage
CRIntellectDamageCalculation,173,GE_UB_BossWarband_DotAura_Dot
CRIntellectDamageCalculation,174,GE_UB_CadavrianBannerman_ChargeFurthestTargetAoe_AoeDamage
CRIntellectDamageCalculation,175,GE_UB_SoulstainedIncinerator_CastedRangedProjectile_Damage
CRIntellectDamageCalculation,176,GE_UB_SoulstainedIncinerator_CastedTargetAoeCone_Damage
CRIntellectDamageCalculation,177,GE_UC_BossBaptist_CastedPushBack_Damage
CRIntellectDamageCalculation,178,GE_UC_BossBaptist_CircleDebuff
CRIntellectDamageCalculation,179,GE_UC_BossBaptist_CircleDebuff_WaveDamage
CRIntellectDamageCalculation,180,GE_UC_BossBaptist_HighestThreatSplitDamageDot_InitialDamage
CRIntellectDamageCalculation,181,GE_UC_BossSoulKing_LargeSpewAOE_DoT
CRIntellectDamageCalculation,182,GE_UC_BossSoulKing_PassiveAOEPools_Dot
CRIntellectDamageCalculation,183,GE_UC_CadavrianDeathPriest_TwoTargetDot_Damage
CRIntellectDamageCalculation,184,GE_UC_CadavrianDeathPriest_TwoTargetDot_ExpireDamage
CRIntellectDamageCalculation,185,GE_UC_CadavrianDeathPriest_highThreatChannel_Damage
CRIntellectDamageCalculation,186,GE_UC_RotBringer_MagicProjectile_Damage
CRIntellectDamageCalculation,187,GE_UC_RotBringer_SpreadingAoeDot_Debuff_Pool_Dot
CRIntellectDamageCalculation,188,GE_UC_RotBringer_SpreadingAoeDot_Dot
CRIntellectDamageCalculation,189,GE_UC_RotBringer_SpreadingAoeDot_Dot_OnExpireInstantDamage
CRIntellectDamageCalculation,190,GE_UC_RottenWretchHands_PassiveAOEPools_Dot
CRIntellectDamageCalculation,191,GE_UM_BossSlavetraderBrull_CastDebuffProjectile_Damage
CRIntellectDamageCalculation,192,GE_UM_BossSlavetraderBrull_CastFillerProjectile_Damage
CRIntellectDamageCalculation,193,GE_UM_BossSlavetraderBrull_PlacedSlowAoe_AoeDot
CRIntellectDamageCalculation,194,GE_UM_HornedSeer_CastProjectile_Damage
CRIntellectDamageCalculation,195,GE_UM_HornedSeer_OrbProjectile_Damage
CRIntellectDamageCalculation,196,GE_UM_UrrakWitch_CastProjectile_Damage
CRIntellectDamageCalculation,197,GE_VC_BossBrute_DotAura_Dot
CRIntellectDamageCalculation,198,GE_VV_BlackburnMystic_CastProjectile_Damage
CRIntellectDamageCalculation,199,GE_VV_BlackburnMystic_RotatingOrb_Dot
CRIntellectDamageCalculation,200,GE_VV_BlackmistShadow_MagicSlam_Damage
CRIntellectDamageCalculation,201,GE_VV_BlackmistWhisperer_CastProjectile_Damage
CRIntellectDamageCalculation,202,GE_VV_BossChilgar_LinearProjectiles_Damage
CRIntellectDamageCalculation,203,GE_VV_BossChilgar_Shared_Orb_Explode_Damage
CRIntellectDamageCalculation,204,GE_VV_BossChilgar_Shared_Orb_PulsingDamage_Damage
CRIntellectDamageCalculation,205,GE_VV_BossChilgar_SwirlProjectile_Damage
CRIntellectDamageCalculation,206,GE_VV_BossFrostTroll_DotAura_Dot
CRIntellectDamageCalculation,207,GE_VV_BossFrostTroll_StationaryDot_Debuff
CRIntellectDamageCalculation,208,GE_VV_BossKaldursonFire_DotAura_Dot
CRIntellectDamageCalculation,209,GE_VV_BossKaldursonIce_StationaryDot_Debuff
CRIntellectDamageCalculation,210,GE_VV_BossVikingMystic_ChanneledAoeDamage_Damage
CRIntellectDamageCalculation,211,GE_VV_BossVikingMystic_CrossLines_Damage
CRIntellectDamageCalculation,212,GE_VV_BossVikingMystic_TeleportAttack_Damage
CRIntellectDamageCalculation,213,GE_VV_BossVikingMystic_TransferableDebuff_Dot
CRIntellectDamageCalculation,214,GE_VV_ColdbrineElementalist_CastProjectile_Damage
CRIntellectDamageCalculation,215,GE_VV_ColdbrineFiend_CastBigProjectile_Damage
CRIntellectDamageCalculation,216,GE_VV_ColdbrineFiend_CastProjectile_Damage
CRIntellectDamageCalculation,217,GE_VV_SootstainedArsonist_CastedSingleTargetProjectile_Damage
CRIntellectDamageCalculation,218,GE_VV_SootstainedArsonist_Cone_Damage
CRIntellectDamageCalculation,219,GE_VV_SootstainedArsonist_Dot
CRIntellectDamageCalculation,220,GE_Vigor_CastedSingleTargetDamage_Damage
CRIntellectDamageCalculation,221,GE_Vigor_InstantFrontalConeDamageHeal_Damage
CRIntellectDamageCalculation,222,GE_Vigor_SingleTargetDot_BuffActiveAdditionalDirectDamage
CRIntellectDamageCalculation,223,GE_Vigor_SingleTargetDot_Dot
CRIntellectDamageCalculation,224,GE_Vigor_SkillshotAoeProjectile_Damage
CRIntellectHealCalculation,0,GE_DR_BossSummonedDemon_ChanneledHellfire_Heal
CRIntellectHealCalculation,1,GE_DR_CultistMajorCaster_CastedSingleTargetHeal_Heal
CRIntellectHealCalculation,2,GE_IC_Healer_ChanneledMultiTargetHeal_HealBuff
CRIntellectHealCalculation,3,GE_JS_NPCSylvie_GroundHeal_Heal
CRIntellectHealCalculation,4,GE_JS_NPCSylvie_GroundHeal_Hot
CRIntellectHealCalculation,5,GE_JS_NPCSylvie_LowHealthHot_FlashHeal
CRIntellectHealCalculation,6,GE_JS_NPCSylvie_LowHealthHot_Hot
CRIntellectHealCalculation,7,GE_JS_NPCSylvie_PinkButterfly_Hot
CRIntellectHealCalculation,8,GE_Lisa_CastedHeal_Heal
CRIntellectHealCalculation,9,GE_Mosse_HealingAoeTotem_Heal
CRIntellectHealCalculation,10,GE_Mosse_PinkButterfly_Double_FlashHeal
CRIntellectHealCalculation,11,GE_Mosse_PinkButterfly_Double_Hot
CRIntellectHealCalculation,12,GE_Mosse_PinkButterfly_Simple_Hot
CRIntellectHealCalculation,13,GE_Mosse_Talent_ExplosiveMinion_AllyTargetHeal_Heal
CRIntellectHealCalculation,14,GE_SG_WaterElemental_CastedSingleTargetHeal_Heal
CRIntellectHealCalculation,15,GE_UB_DefendingCleric_ExitCombatBuff_Hot
CRIntellectHealCalculation,16,GE_UB_DefendingCleric_Heal_Hot
CRIntellectHealCalculation,17,GE_UC_CadavrianDeathPriest_ChanneledMultiTargetHeal_HealBuff
CRIntellectHealCalculation,18,GE_Vigor_CastedSingleTargetHeal_Heal
CRIntellectHealCalculation,19,GE_Vigor_InstantAoeHeal_Heal
CRIntellectHealCalculation,20,GE_Vigor_InstantFrontalConeDamageHeal_Heal
CRIntellectHealCalculation,21,GE_Vigor_PartyHealAndSelfBuff_Heal
CRIntellectHealCalculation,22,GE_Vigor_SingleTargetChargedHot_DirectHeal
CRIntellectHealCalculation,23,GE_Vigor_SkillshotAoeProjectile_Heal
CRManaGainCalculation,0,GE_CM_Elf_Warden_DrainMana
CRManaGainCalculation,1,GE_Vigor_Talent_CastedSingleTargetDamage_ManaRegenBuff
CRModifyStaggerExecution,0,GE_Lisa_AoeStaggerRemovalSpender_RemoveStagger
CRModifyStaggerExecution,1,GE_Lisa_SingleTargetStaggerRemovalSpender_RemoveStagger
CRModifyStaggerExecution,2,GE_Lisa_Talent_StaggerRemovalOverTime
CRModifyStaggerExecution,3,GE_Shared_ModifyStagger
CRPrimaryAttributeDamageCalculation,0,GE_CM_ElfLookout_MeleeAutoAttack_Damage
