id,effects_ordinal,ordinal,value
GA_Bowguy_SelfDefenceBuff_C,0,4,EffectVisualization.IconOnPartyUnitFrame
GA_Bowguy_SelfDefenceBuff_C,0,5,EffectVisualization.HeroSuperBuffbar
GA_Bowguy_SelfDefenceBuff_C,0,6,CustomAssetTags.Bowguy.SelfDefenceBuff.Buff
GA_Bowguy_SelfDefenceBuff_C,1,0,EffectLogic.System
GA_Bowguy_SelfDefenceBuff_C,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Bowguy_SelfDefenceBuff_C,2,0,EffectLogic.System
GA_Bowguy_SelfDefenceBuff_C,3,0,EffectLogic.RemoveOnDeath
GA_Bowguy_SelfDefenceBuff_C,3,1,EffectType.Beneficial
GA_Bowguy_SelfDefenceBuff_C,3,2,EffectType.GeneratesThreat
GA_Bowguy_SelfDefenceBuff_C,3,3,EffectVisualization.Icon
GA_Bowguy_SelfDefenceBuff_C,3,4,EffectVisualization.IconOnPartyUnitFrame
GA_Bowguy_SelfDefenceBuff_C,3,5,EffectVisualization.HeroSuperBuffbar
GA_Bowguy_SelfDefenceBuff_C,3,6,CustomAssetTags.Bowguy.SelfDefenceBuff.Buff
GA_Bowguy_SingleProjectileDamage_C,0,0,EffectVisualization.Icon
GA_Bowguy_SingleProjectileDamage_C,0,1,EffectLogic.RemoveOnDeath
GA_Bowguy_SingleProjectileDamage_C,0,2,EffectType.Debuff
GA_Bowguy_SingleProjectileDamage_C,0,3,EffectType.Harmful
GA_Bowguy_SingleProjectileDamage_C,0,4,EffectType.Magic.Arcane
GA_Bowguy_SingleProjectileDamage_C,0,5,CustomAssetTags.Bowguy.InstantMarkTarget.RelevantDebuff
GA_Bowguy_SingleProjectileDamage_C,1,0,EffectLogic.System
GA_Bowguy_SingleProjectileDamage_C,2,0,EffectLogic.System
GA_Bowguy_TargetedAoeDamage_C,0,0,EffectLogic.System
GA_Bowguy_TargetedAoeDamage_C,1,0,EffectLogic.System
GA_Bowguy_TargetedAoeDamage_C,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Bowguy_TargetedAoeDamage_C,2,0,EffectLogic.System
GA_Bowguy_TargetedAoePull_C,0,0,EffectLogic.RemoveOnDeath
GA_Bowguy_TargetedAoePull_C,0,1,EffectType.Harmful
GA_Bowguy_TargetedAoePull_C,0,2,EffectType.GeneratesThreat
GA_Bowguy_TargetedAoePull_C,0,3,EffectVisualization.IconOnPartyUnitFrame
GA_Bowguy_TargetedAoePull_C,0,4,EffectVisualization.Icon
GA_Bowguy_TargetedAoePull_C,0,5,EffectType.MovementImpairing
GA_Bowguy_TargetedAoePull_C,1,0,EffectLogic.System
GA_Bowguy_TargetedAoePull_C,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Bowguy_TargetedAoePull_C,2,0,EffectLogic.System
GA_Bowguy_TargetedAoePull_C,3,0,EffectType.GeneratesThreat
GA_Bowguy_TargetedAoePull_C,3,1,EffectType.Harmful
GA_Bowguy_TargetedAoePull_C,3,2,EffectType.Physical
GA_Bowguy_TargetedAoePull_C,3,3,EffectType.Knockback
GA_Bowguy_TargetedAoePull_C,3,4,EffectVisualization.Icon
GA_Bowguy_TargetedAoePull_C,3,5,EffectType.MovementImpairing
GA_Bowguy_TargetedAoePull_C,3,6,EffectLogic.RemoveOnDeath
GA_Bowguy_TargetedAoePull_C,4,0,EffectLogic.RemoveOnDeath
GA_Bowguy_TargetedAoePull_C,4,1,EffectType.Harmful
GA_Bowguy_TargetedAoePull_C,4,2,EffectType.GeneratesThreat
GA_Bowguy_TargetedAoePull_C,4,3,EffectVisualization.IconOnPartyUnitFrame
GA_Bowguy_TargetedAoePull_C,4,4,EffectVisualization.Icon
GA_Bowguy_TargetedAoePull_C,4,5,EffectType.MovementImpairing
GA_Firemage_CastedDotBoostProjectile,0,0,EffectLogic.System
GA_Firemage_CastedDotBoostProjectile,0,1,EffectLogic.AlwaysApply
GA_Firemage_CastedDotBoostProjectile,0,2,EffectType.Beneficial
GA_Firemage_CastedDotBoostProjectile,0,3,EffectType.Magic.Fire
GA_Firemage_CastedDotBoostProjectile,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_CastedDotBoostProjectile,0,5,EffectVisualization.Icon
GA_Firemage_CastedDotBoostProjectile,1,0,EffectLogic.System
GA_Firemage_CastedDotDetonate,0,0,EffectLogic.System
GA_Firemage_CastedDotDetonate,0,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_CastedDotDetonate,1,0,EffectLogic.System
GA_Firemage_CastedDotDetonate,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_CastedPlacedAoe,0,0,EffectType.CrowdControl
GA_Firemage_CastedPlacedAoe,0,1,EffectType.MovementImpairing
GA_Firemage_CastedPlacedAoe,0,2,EffectType.Physical
GA_Firemage_CastedPlacedAoe,0,3,EffectLogic.RemoveOnDeath
GA_Firemage_CastedPlacedAoe,0,4,EffectType.GeneratesThreat
GA_Firemage_CastedPlacedAoe,0,5,EffectType.Harmful
GA_Firemage_CastedPlacedAoe,0,6,EffectVisualization.Icon
GA_Firemage_CastedPlacedAoe,1,0,EffectLogic.System
GA_Firemage_CastedPlacedAoe,2,0,EffectLogic.System
GA_Firemage_CastedPlacedAoe,2,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_CastedSingleDot2_C,0,0,EffectLogic.System
GA_Firemage_CastedSingleHeavyDot_C,0,0,EffectType.Dot
GA_Firemage_CastedSingleHeavyDot_C,0,1,EffectType.GeneratesThreat
GA_Firemage_CastedSingleHeavyDot_C,0,2,EffectType.Harmful
GA_Firemage_CastedSingleHeavyDot_C,0,3,EffectType.Magic.Fire
GA_Firemage_CastedSingleHeavyDot_C,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_CastedSingleHeavyDot_C,0,5,EffectVisualization.Icon
GA_Firemage_CastedSingleHeavyDot_C,0,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,0,7,CustomAssetTags.Firemage.Talent.DotDoubleDamageAndHeal.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,0,8,CustomAssetTags.Firemage.Talent.CastedDotDetonate.InstantCastedSingleDot.SingleTargetBonusDamage.Dot1
GA_Firemage_CastedSingleHeavyDot_C,0,9,EffectLogic.CarryOverDuration
GA_Firemage_CastedSingleHeavyDot_C,0,10,CustomAssetTags.Firemage.CoreKitDot
GA_Firemage_CastedSingleHeavyDot_C,1,0,EffectType.Dot
GA_Firemage_CastedSingleHeavyDot_C,1,1,EffectType.GeneratesThreat
GA_Firemage_CastedSingleHeavyDot_C,1,2,EffectType.Harmful
GA_Firemage_CastedSingleHeavyDot_C,1,3,EffectType.Magic.Fire
GA_Firemage_CastedSingleHeavyDot_C,1,4,EffectLogic.RemoveOnDeath
GA_Firemage_CastedSingleHeavyDot_C,1,5,EffectVisualization.Icon
GA_Firemage_CastedSingleHeavyDot_C,1,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,1,7,CustomAssetTags.Firemage.Talent.DotDoubleDamageAndHeal.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,1,8,CustomAssetTags.Firemage.Talent.CastedDotDetonate.InstantCastedSingleDot.SingleTargetBonusDamage.Dot2
GA_Firemage_CastedSingleHeavyDot_C,1,9,CustomAssetTags.Firemage.CastedDotBoostProjectile.Talent.DamageSpreadToCastedSingleDot.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,1,10,EffectLogic.CarryOverDuration
GA_Firemage_CastedSingleHeavyDot_C,1,11,CustomAssetTags.Firemage.CoreKitDot
GA_Firemage_CastedSingleHeavyDot_C,1,12,CustomAssetTags.Firemage.Talent.CastedDotDetonate.ExtendsInstantSingleTargetDot.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,3,0,EffectLogic.System
GA_Firemage_CastedSingleHeavyDot_C,4,0,EffectLogic.System
GA_Firemage_CastedSingleHeavyDot_C,4,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_CastedSingleHeavyDot_C,5,0,EffectType.Dot
GA_Firemage_CastedSingleHeavyDot_C,5,1,EffectType.GeneratesThreat
GA_Firemage_CastedSingleHeavyDot_C,5,2,EffectType.Harmful
GA_Firemage_CastedSingleHeavyDot_C,5,3,EffectType.Magic.Fire
GA_Firemage_CastedSingleHeavyDot_C,5,4,EffectLogic.RemoveOnDeath
GA_Firemage_CastedSingleHeavyDot_C,5,5,EffectVisualization.Icon
GA_Firemage_CastedSingleHeavyDot_C,5,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,5,7,CustomAssetTags.Firemage.Talent.DotDoubleDamageAndHeal.RelevantDot
GA_Firemage_CastedSingleHeavyDot_C,5,8,CustomAssetTags.Firemage.Talent.CastedDotDetonate.InstantCastedSingleDot.SingleTargetBonusDamage.Dot1
GA_Firemage_CastedSingleHeavyDot_C,5,9,EffectLogic.CarryOverDuration
GA_Firemage_CastedSingleHeavyDot_C,5,10,CustomAssetTags.Firemage.CoreKitDot
GA_Firemage_ChanneledForwardAoeDamage,0,0,EffectType.Dot
GA_Firemage_ChanneledForwardAoeDamage,0,1,EffectType.GeneratesThreat
GA_Firemage_ChanneledForwardAoeDamage,0,2,EffectType.Harmful
GA_Firemage_ChanneledForwardAoeDamage,0,3,EffectType.Magic.Fire
GA_Firemage_ChanneledForwardAoeDamage,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_ChanneledForwardAoeDamage,0,5,EffectVisualization.Icon
GA_Firemage_ChanneledForwardAoeDamage,0,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_ChanneledForwardAoeDamage,1,0,EffectLogic.System
GA_Firemage_ChanneledForwardAoeDamage,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_ChanneledForwardAoeDamage,4,0,EffectType.Dot
GA_Firemage_ChanneledForwardAoeDamage,4,1,EffectType.GeneratesThreat
GA_Firemage_ChanneledForwardAoeDamage,4,2,EffectType.Harmful
GA_Firemage_ChanneledForwardAoeDamage,4,3,EffectType.Magic.Fire
GA_Firemage_ChanneledForwardAoeDamage,4,4,EffectLogic.RemoveOnDeath
GA_Firemage_ChanneledForwardAoeDamage,4,5,EffectVisualization.Icon
GA_Firemage_ChanneledForwardAoeDamage,4,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_DashForward,0,0,EffectLogic.System
GA_Firemage_Firefrogs,0,0,EffectLogic.System
GA_Firemage_Firefrogs,1,0,EffectLogic.System
GA_Firemage_Firefrogs,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_Firefrogs,2,0,EffectType.GeneratesThreat
GA_Firemage_Firefrogs,2,1,EffectType.Harmful
GA_Firemage_Firefrogs,2,2,EffectType.Magic.Fire
GA_Firemage_Firefrogs,2,3,EffectType.Dot
GA_Firemage_Firefrogs,2,4,EffectLogic.RemoveOnDeath
GA_Firemage_Firefrogs,2,5,EffectVisualization.Icon
GA_Firemage_Firefrogs,2,6,CustomAssetTags.Firemage.FireFrog.Dot
GA_Firemage_Firefrogs,2,7,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_Firefrogs,2,8,EffectLogic.TickrateNotAffectedByHasteExclusively
GA_Firemage_InstantDotSpread,0,0,EffectType.Magic.Fire
GA_Firemage_InstantDotSpread,0,1,EffectLogic.RemoveOnDeath
GA_Firemage_InstantDotSpread,0,2,EffectVisualization.Icon
GA_Firemage_InstantDotSpread,0,3,EffectType.Beneficial
GA_Firemage_InstantDotSpread,0,4,EffectVisualization.HeroSuperBuffbar
GA_Firemage_InstantDotSpread,1,0,EffectLogic.System
GA_Firemage_InstantDotSpread,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_InstantDotSpread,2,0,EffectLogic.System
GA_Firemage_InstantDotSpread,3,0,EffectType.Magic.Fire
GA_Firemage_InstantDotSpread,3,1,EffectLogic.RemoveOnDeath
GA_Firemage_InstantDotSpread,3,2,EffectVisualization.Icon
GA_Firemage_InstantDotSpread,3,3,EffectType.Beneficial
GA_Firemage_InstantDotSpread,3,4,EffectVisualization.HeroSuperBuffbar
GA_Firemage_InstantMultiTargetDot_C,0,0,EffectType.Dot
GA_Firemage_InstantMultiTargetDot_C,0,1,EffectType.GeneratesThreat
GA_Firemage_InstantMultiTargetDot_C,0,2,EffectType.Harmful
GA_Firemage_InstantMultiTargetDot_C,0,3,EffectType.Magic.Fire
GA_Firemage_InstantMultiTargetDot_C,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_InstantMultiTargetDot_C,0,5,EffectVisualization.Icon
GA_Firemage_InstantMultiTargetDot_C,0,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_InstantMultiTargetDot_C,0,7,CustomAssetTags.Firemage.Talent.DotDoubleDamageAndHeal.RelevantDot
GA_Firemage_InstantMultiTargetDot_C,0,8,CustomAssetTags.Firemage.Talent.CastedDotDetonate.InstantCastedSingleDot.SingleTargetBonusDamage.Dot1
GA_Firemage_InstantMultiTargetDot_C,0,9,EffectLogic.CarryOverDuration
GA_Firemage_InstantMultiTargetDot_C,0,10,CustomAssetTags.Firemage.CoreKitDot
GA_Firemage_InstantMultiTargetDot_C,1,0,EffectLogic.System
GA_Firemage_InstantMultiTargetDot_C,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_InstantMultiTargetDot_C,2,0,EffectLogic.System
GA_Firemage_InstantSingleDisorient,0,0,EffectType.Debuff
GA_Firemage_InstantSingleDisorient,0,1,EffectType.CrowdControl
GA_Firemage_InstantSingleDisorient,0,2,EffectType.GeneratesThreat
GA_Firemage_InstantSingleDisorient,0,3,EffectType.Harmful
GA_Firemage_InstantSingleDisorient,0,4,EffectType.Magic.Fire
GA_Firemage_InstantSingleDisorient,0,5,EffectLogic.RemoveOnDeath
GA_Firemage_InstantSingleDisorient,0,6,EffectVisualization.Icon
GA_Firemage_InstantSingleDisorient,0,7,EffectLogic.RemoveOnDamage
GA_Firemage_InstantSingleDisorient,1,0,EffectLogic.System
GA_Firemage_InstantSingleDisorient,1,1,EffectLogic.TimeRateInfluencedByCooldownRecovery
GA_Firemage_InstantSingleDisorient,2,0,EffectLogic.System
GA_Firemage_InstantSingleDisorient,3,0,EffectType.Debuff
GA_Firemage_InstantSingleDisorient,3,1,EffectType.CrowdControl
GA_Firemage_InstantSingleDisorient,3,2,EffectType.GeneratesThreat
GA_Firemage_InstantSingleDisorient,3,3,EffectType.Harmful
GA_Firemage_InstantSingleDisorient,3,4,EffectType.Magic.Fire
GA_Firemage_InstantSingleDisorient,3,5,EffectLogic.RemoveOnDeath
GA_Firemage_InstantSingleDisorient,3,6,EffectVisualization.Icon
GA_Firemage_InstantSingleDisorient,3,7,EffectLogic.RemoveOnDamage
GA_Firemage_InstantSingleInterrupt,0,0,EffectLogic.System
GA_Firemage_Passive_FrogDamageMonitor,0,0,EffectType.GeneratesThreat
GA_Firemage_Passive_FrogDamageMonitor,0,1,EffectType.Harmful
GA_Firemage_Passive_FrogDamageMonitor,0,2,EffectType.Magic.Fire
GA_Firemage_Passive_FrogDamageMonitor,0,3,EffectType.Dot
GA_Firemage_Passive_FrogDamageMonitor,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_Passive_FrogDamageMonitor,0,5,EffectVisualization.Icon
GA_Firemage_Passive_FrogDamageMonitor,0,6,CustomAssetTags.Firemage.FireFrog.Dot
GA_Firemage_Passive_FrogDamageMonitor,0,7,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_Passive_FrogDamageMonitor,0,8,EffectLogic.TickrateNotAffectedByHasteExclusively
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,0,EffectType.GeneratesThreat
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,1,EffectType.Dot
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,2,EffectType.Magic.Fire
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,3,EffectType.Harmful
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,4,EffectLogic.RemoveOnDeath
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,5,EffectVisualization.Icon
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,6,CustomAssetTags.Firemage.Talent.FireFrogOnDotCrit.RelevantDot
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,7,CustomAssetTags.Firemage.PlacedAoeProjectile.Dot
GA_Firemage_Passive_PlacedProjectileAoeDamageMonitor_Dot,0,8,EffectLogic.TickrateNotAffectedByHasteExclusively
GA_Firemage_PlacedProjectileAoe,0,0,EffectType.GeneratesThreat
GA_Firemage_PlacedProjectileAoe,0,1,EffectType.Dot
GA_Firemage_PlacedProjectileAoe,0,2,EffectType.Magic.Fire
GA_Firemage_PlacedProjectileAoe,0,3,EffectType.Harmful
